Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [20 50] (2,)
training @ iter =  62500 , cost =  0.00407092273235
training @ iter =  62600 , cost =  0.00319771911018
--> train minibatch error =  0.12
-->  13 9800 chunk_23_50000.pkl
training @ iter =  62700 , cost =  0.0213988106698
training @ iter =  62800 , cost =  0.0134252095595
training @ iter =  62900 , cost =  0.0355344898999
training @ iter =  63000 , cost =  0.0239737033844
training @ iter =  63100 , cost =  0.258756160736
training @ iter =  63200 , cost =  0.00276631722227
training @ iter =  63300 , cost =  0.00763917108998
training @ iter =  63400 , cost =  0.0186197031289
training @ iter =  63500 , cost =  0.00280157034285
training @ iter =  63600 , cost =  0.0387784913182
training @ iter =  63700 , cost =  0.0531208850443
training @ iter =  63800 , cost =  0.0099496236071
training @ iter =  63900 , cost =  0.0656695589423
iter  63999  validation
epoch 3, iter 64000, validation error 1.049000 %
epoch 3, iter 64000, train minibatch error 2.000000 %
epoch 3, iter 64000, train buffer error 1.100000 %
training @ iter =  64000 , cost =  0.00254225055687
training @ iter =  64100 , cost =  0.0101905893534
--> train minibatch error =  0.12
-->  14 36450 chunk_24_50000.pkl
training @ iter =  64200 , cost =  0.0095692416653
training @ iter =  64300 , cost =  0.00168988341466
training @ iter =  64400 , cost =  0.0151423504576
training @ iter =  64500 , cost =  0.0230001434684
training @ iter =  64600 , cost =  0.00241511967033
training @ iter =  64700 , cost =  0.132338032126
training @ iter =  64800 , cost =  0.00669174548239
training @ iter =  64900 , cost =  0.00100052461494
training @ iter =  65000 , cost =  0.0110583631322
training @ iter =  65100 , cost =  0.00432076724246
training @ iter =  65200 , cost =  0.0614692009985
training @ iter =  65300 , cost =  0.0378027260303
training @ iter =  65400 , cost =  0.00261678127572
training @ iter =  65500 , cost =  0.134558603168
training @ iter =  65600 , cost =  0.00345194619149
training @ iter =  65700 , cost =  0.0125557817519
training @ iter =  65800 , cost =  0.0831532180309
training @ iter =  65900 , cost =  0.0041981250979
iter  65999  validation
epoch 3, iter 66000, validation error 1.064000 %
epoch 3, iter 66000, train minibatch error 0.000000 %
epoch 3, iter 66000, train buffer error 1.000000 %
training @ iter =  66000 , cost =  0.0979840457439
training @ iter =  66100 , cost =  0.00598148768768
training @ iter =  66200 , cost =  0.0137757370248
--> train minibatch error =  0.12
-->  16 39000 chunk_26_50000.pkl
training @ iter =  66300 , cost =  0.188113331795
training @ iter =  66400 , cost =  0.00832437537611
--> train minibatch error =  0.18
-->  16 49400 chunk_26_50000.pkl
training @ iter =  66500 , cost =  0.0930368974805
training @ iter =  66600 , cost =  0.000688496162184
training @ iter =  66700 , cost =  0.112342014909
training @ iter =  66800 , cost =  0.00541133526713
training @ iter =  66900 , cost =  0.00318560632877
training @ iter =  67000 , cost =  0.0025582164526
--> train minibatch error =  0.14
-->  17 32200 chunk_27_50000.pkl
training @ iter =  67100 , cost =  0.0442379526794
training @ iter =  67200 , cost =  0.00378648051992
training @ iter =  67300 , cost =  0.0618872083724
training @ iter =  67400 , cost =  0.00401484081522
training @ iter =  67500 , cost =  0.000444469420472
training @ iter =  67600 , cost =  0.0206365603954
training @ iter =  67700 , cost =  0.0215763375163
training @ iter =  67800 , cost =  0.00499352859333
training @ iter =  67900 , cost =  0.00546951172873
iter  67999  validation
epoch 3, iter 68000, validation error 1.020000 %
epoch 3, iter 68000, train minibatch error 2.000000 %
epoch 3, iter 68000, train buffer error 1.100000 %
training @ iter =  68000 , cost =  0.0823583900928
training @ iter =  68100 , cost =  0.0206307508051
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  68200 , cost =  0.0047907861881
training @ iter =  68300 , cost =  0.00387158570811
--> train minibatch error =  0.12
-->  19 8950 chunk_4_50000.pkl
training @ iter =  68400 , cost =  0.00728751486167
training @ iter =  68500 , cost =  0.050324048847
training @ iter =  68600 , cost =  0.0633568167686
training @ iter =  68700 , cost =  0.0107833240181
training @ iter =  68800 , cost =  0.0667900294065
training @ iter =  68900 , cost =  0.0586525350809
training @ iter =  69000 , cost =  0.0984045490623
training @ iter =  69100 , cost =  0.108186610043
training @ iter =  69200 , cost =  0.0676273331046
--> train minibatch error =  0.28
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.14
-->  20 5950 chunk_5_50000.pkl
training @ iter =  69300 , cost =  0.0718762800097
training @ iter =  69400 , cost =  0.0186882391572
training @ iter =  69500 , cost =  0.00803467258811
training @ iter =  69600 , cost =  0.0186020564288
training @ iter =  69700 , cost =  0.0961571410298
training @ iter =  69800 , cost =  0.0172439459711
training @ iter =  69900 , cost =  0.00638601416722
iter  69999  validation
epoch 3, iter 70000, validation error 0.965000 %
epoch 3, iter 70000, train minibatch error 0.000000 %
epoch 3, iter 70000, train buffer error 0.800000 %
patience =  139998 0.99 139998
FPR, FNR =  0.0109673676491 0.00832690916024
training @ iter =  70000 , cost =  0.0336106643081
training @ iter =  70100 , cost =  0.00480711646378
training @ iter =  70200 , cost =  0.0257113724947
training @ iter =  70300 , cost =  0.00652973959222
training @ iter =  70400 , cost =  0.0454475320876
training @ iter =  70500 , cost =  0.0378785841167
training @ iter =  70600 , cost =  0.00323190446943
--> train minibatch error =  0.12
-->  21 24300 chunk_6_50000.pkl
training @ iter =  70700 , cost =  0.0114482305944
training @ iter =  70800 , cost =  0.000929584959522
training @ iter =  70900 , cost =  0.0206367280334
training @ iter =  71000 , cost =  0.0103451265022
training @ iter =  71100 , cost =  0.0204606130719
training @ iter =  71200 , cost =  0.00446436880156
training @ iter =  71300 , cost =  0.0361243523657
--> train minibatch error =  0.2
-->  22 7650 chunk_7_50000.pkl
--> train minibatch error =  0.12
-->  22 7800 chunk_7_50000.pkl
training @ iter =  71400 , cost =  0.0375575572252
training @ iter =  71500 , cost =  0.00591865414754
training @ iter =  71600 , cost =  0.0108527205884
training @ iter =  71700 , cost =  0.00227582314983
training @ iter =  71800 , cost =  0.0280838105828
training @ iter =  71900 , cost =  0.0202936362475
iter  71999  validation
epoch 3, iter 72000, validation error 1.098000 %
epoch 3, iter 72000, train minibatch error 0.000000 %
epoch 3, iter 72000, train buffer error 1.300000 %
training @ iter =  72000 , cost =  0.0656302645802
training @ iter =  72100 , cost =  0.0400098003447
training @ iter =  72200 , cost =  0.00376056274399
training @ iter =  72300 , cost =  0.000386010418879
training @ iter =  72400 , cost =  0.0267019383609
training @ iter =  72500 , cost =  0.000632148527075
--> train minibatch error =  0.2
-->  23 21400 chunk_8_50000.pkl
training @ iter =  72600 , cost =  0.19078579545
training @ iter =  72700 , cost =  0.030847940594
training @ iter =  72800 , cost =  0.00107192934956
--> train minibatch error =  0.14
-->  23 31900 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 32100 chunk_8_50000.pkl
training @ iter =  72900 , cost =  0.0658052191138
training @ iter =  73000 , cost =  0.0442104190588
training @ iter =  73100 , cost =  0.00266869924963
--> train minibatch error =  0.12
-->  23 46800 chunk_8_50000.pkl
training @ iter =  73200 , cost =  0.0244364980608
training @ iter =  73300 , cost =  0.0117282941937
training @ iter =  73400 , cost =  0.234436661005
training @ iter =  73500 , cost =  0.00596147961915
training @ iter =  73600 , cost =  0.00062786124181
training @ iter =  73700 , cost =  0.00580311240628
training @ iter =  73800 , cost =  0.00395027874038
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.18
-->  24 34800 chunk_9_50000.pkl
--> train minibatch error =  0.28
-->  24 34850 chunk_9_50000.pkl
training @ iter =  73900 , cost =  0.0646146386862
iter  73999  validation
epoch 3, iter 74000, validation error 1.116000 %
epoch 3, iter 74000, train minibatch error 2.000000 %
epoch 3, iter 74000, train buffer error 0.600000 %
training @ iter =  74000 , cost =  0.00952911935747
training @ iter =  74100 , cost =  0.0302372071892
training @ iter =  74200 , cost =  0.030053710565
training @ iter =  74300 , cost =  0.0447722710669
training @ iter =  74400 , cost =  0.00481604784727
training @ iter =  74500 , cost =  0.0729947388172
training @ iter =  74600 , cost =  0.0250262301415
training @ iter =  74700 , cost =  0.0232685860246
training @ iter =  74800 , cost =  0.0609377995133
training @ iter =  74900 , cost =  0.0143387364224
training @ iter =  75000 , cost =  0.00432751746848
training @ iter =  75100 , cost =  0.00591756450012
training @ iter =  75200 , cost =  0.0220157001168
--> train minibatch error =  0.22
-->  1 5400 chunk_11_50000.pkl
training @ iter =  75300 , cost =  0.108208611608
training @ iter =  75400 , cost =  0.00973016489297
training @ iter =  75500 , cost =  0.0980181396008
training @ iter =  75600 , cost =  0.000527232885361
training @ iter =  75700 , cost =  0.0160376373678
training @ iter =  75800 , cost =  0.0100779738277
training @ iter =  75900 , cost =  0.00281198020093
iter  75999  validation
epoch 4, iter 76000, validation error 0.992000 %
epoch 4, iter 76000, train minibatch error 2.000000 %
epoch 4, iter 76000, train buffer error 0.700000 %
training @ iter =  76000 , cost =  0.0642283409834
training @ iter =  76100 , cost =  0.000777052773628
training @ iter =  76200 , cost =  0.0286523643881
--> train minibatch error =  0.12
-->  2 6500 chunk_12_50000.pkl
training @ iter =  76300 , cost =  0.206933781505
training @ iter =  76400 , cost =  0.00562391988933
training @ iter =  76500 , cost =  0.00575777189806
training @ iter =  76600 , cost =  0.00298419618048
training @ iter =  76700 , cost =  0.00249011209235
training @ iter =  76800 , cost =  0.258674353361
training @ iter =  76900 , cost =  0.0139638520777
training @ iter =  77000 , cost =  0.00997045636177
training @ iter =  77100 , cost =  0.013776736334
training @ iter =  77200 , cost =  0.0399092584848
training @ iter =  77300 , cost =  0.0362554565072
training @ iter =  77400 , cost =  0.0112754497677
training @ iter =  77500 , cost =  0.0106862066314
training @ iter =  77600 , cost =  0.0176681764424
training @ iter =  77700 , cost =  0.00038309811498
training @ iter =  77800 , cost =  0.052831184119
--> train minibatch error =  0.14
-->  3 34000 chunk_13_50000.pkl
training @ iter =  77900 , cost =  0.0456638522446
iter  77999  validation
epoch 4, iter 78000, validation error 1.048000 %
epoch 4, iter 78000, train minibatch error 0.000000 %
epoch 4, iter 78000, train buffer error 0.600000 %
training @ iter =  78000 , cost =  0.0101786712185
training @ iter =  78100 , cost =  0.00593325914815
training @ iter =  78200 , cost =  0.0417419448495
training @ iter =  78300 , cost =  0.00395323382691
training @ iter =  78400 , cost =  0.00312225986272
training @ iter =  78500 , cost =  0.000499349029269
training @ iter =  78600 , cost =  0.0610023699701
training @ iter =  78700 , cost =  0.034009180963
training @ iter =  78800 , cost =  0.0074255191721
training @ iter =  78900 , cost =  0.290415227413
training @ iter =  79000 , cost =  0.00833337567747
training @ iter =  79100 , cost =  0.0012243471574
training @ iter =  79200 , cost =  0.0489891469479
training @ iter =  79300 , cost =  0.00738071184605
training @ iter =  79400 , cost =  0.00286012585275
training @ iter =  79500 , cost =  0.0110859023407
training @ iter =  79600 , cost =  0.06190674752
training @ iter =  79700 , cost =  0.00635053683072
training @ iter =  79800 , cost =  0.036203712225
training @ iter =  79900 , cost =  0.0438950285316
iter  79999  validation
epoch 4, iter 80000, validation error 0.960000 %
epoch 4, iter 80000, train minibatch error 0.000000 %
epoch 4, iter 80000, train buffer error 0.900000 %
FPR, FNR =  0.0100686722137 0.00914370350353
training @ iter =  80000 , cost =  0.0103422673419
training @ iter =  80100 , cost =  0.00107937154826
training @ iter =  80200 , cost =  0.00725503684953
training @ iter =  80300 , cost =  0.0369434542954
training @ iter =  80400 , cost =  0.00689042173326
training @ iter =  80500 , cost =  0.00204813759774
training @ iter =  80600 , cost =  0.00192645622883
training @ iter =  80700 , cost =  0.124663203955
training @ iter =  80800 , cost =  0.00424804631621
training @ iter =  80900 , cost =  0.0216520074755
training @ iter =  81000 , cost =  0.0011427301215
training @ iter =  81100 , cost =  0.0148970559239
training @ iter =  81200 , cost =  0.0100712068379
training @ iter =  81300 , cost =  0.139314845204
--> train minibatch error =  0.12
-->  7 6900 chunk_17_50000.pkl
training @ iter =  81400 , cost =  0.012862181291
training @ iter =  81500 , cost =  0.0425587370992
training @ iter =  81600 , cost =  0.00652323011309
training @ iter =  81700 , cost =  0.00375293381512
training @ iter =  81800 , cost =  0.0970475226641
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
training @ iter =  81900 , cost =  0.0385783314705
iter  81999  validation
epoch 4, iter 82000, validation error 0.987000 %
epoch 4, iter 82000, train minibatch error 2.000000 %
epoch 4, iter 82000, train buffer error 1.400000 %
training @ iter =  82000 , cost =  0.022524619475
training @ iter =  82100 , cost =  0.0386125221848
training @ iter =  82200 , cost =  0.0184218008071
--> train minibatch error =  0.16
-->  8 4750 chunk_18_50000.pkl
training @ iter =  82300 , cost =  0.00430760486051
training @ iter =  82400 , cost =  0.0018366855802
training @ iter =  82500 , cost =  0.00215818197466
training @ iter =  82600 , cost =  0.00469630490988
training @ iter =  82700 , cost =  0.00569312926382
--> train minibatch error =  0.24
-->  8 30350 chunk_18_50000.pkl
--> train minibatch error =  0.18
-->  8 30400 chunk_18_50000.pkl
training @ iter =  82800 , cost =  0.000657858385239
--> train minibatch error =  0.16
-->  8 33600 chunk_18_50000.pkl
training @ iter =  82900 , cost =  0.00298916734755
training @ iter =  83000 , cost =  0.0288125425577
training @ iter =  83100 , cost =  0.211837768555
training @ iter =  83200 , cost =  0.0108648715541
training @ iter =  83300 , cost =  0.00234128464945
training @ iter =  83400 , cost =  0.0235920269042
training @ iter =  83500 , cost =  0.000856077822391
training @ iter =  83600 , cost =  0.0044987979345
training @ iter =  83700 , cost =  0.00785349216312
training @ iter =  83800 , cost =  0.0244143456221
training @ iter =  83900 , cost =  0.00262758368626
iter  83999  validation
epoch 4, iter 84000, validation error 0.983000 %
epoch 4, iter 84000, train minibatch error 0.000000 %
epoch 4, iter 84000, train buffer error 0.600000 %
training @ iter =  84000 , cost =  0.0294475536793
training @ iter =  84100 , cost =  0.00292232492939
training @ iter =  84200 , cost =  0.0427299961448
training @ iter =  84300 , cost =  0.00820302125067
--> train minibatch error =  0.16
-->  10 9100 chunk_20_50000.pkl
training @ iter =  84400 , cost =  0.00818039383739
--> train minibatch error =  0.12
-->  10 12600 chunk_20_50000.pkl
training @ iter =  84500 , cost =  0.0540635585785
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  84600 , cost =  0.00237971288152
--> train minibatch error =  0.12
-->  10 25050 chunk_20_50000.pkl
training @ iter =  84700 , cost =  0.00225136033259
training @ iter =  84800 , cost =  0.0160312205553
training @ iter =  84900 , cost =  0.0117850815877
training @ iter =  85000 , cost =  0.00584412924945
training @ iter =  85100 , cost =  0.00455471174791
training @ iter =  85200 , cost =  0.102565251291
training @ iter =  85300 , cost =  0.0066193761304
training @ iter =  85400 , cost =  0.00105520454235
training @ iter =  85500 , cost =  0.0111368177459
training @ iter =  85600 , cost =  0.0569126717746
training @ iter =  85700 , cost =  0.050783533603
training @ iter =  85800 , cost =  0.0350143015385
training @ iter =  85900 , cost =  0.0444980673492
--> train minibatch error =  0.12
-->  11 41250 chunk_21_50000.pkl
--> train minibatch error =  0.12
-->  11 41300 chunk_21_50000.pkl
iter  85999  validation
epoch 4, iter 86000, validation error 2.343000 %
epoch 4, iter 86000, train minibatch error 0.000000 %
epoch 4, iter 86000, train buffer error 3.100000 %
training @ iter =  86000 , cost =  0.00795695092529
training @ iter =  86100 , cost =  0.00133572774939
training @ iter =  86200 , cost =  0.0427533201873
training @ iter =  86300 , cost =  0.00114352616947
training @ iter =  86400 , cost =  0.00525617320091
training @ iter =  86500 , cost =  0.00133951345924
training @ iter =  86600 , cost =  0.0116097927094
training @ iter =  86700 , cost =  0.00338016473688
training @ iter =  86800 , cost =  0.128671079874
training @ iter =  86900 , cost =  0.0802252739668
training @ iter =  87000 , cost =  0.00176551728509
training @ iter =  87100 , cost =  0.00248206965625
training @ iter =  87200 , cost =  0.0127742365003
training @ iter =  87300 , cost =  0.00199866131879
--> train minibatch error =  0.12
-->  13 9800 chunk_23_50000.pkl
training @ iter =  87400 , cost =  0.00187008199282
training @ iter =  87500 , cost =  0.00190442625899
training @ iter =  87600 , cost =  0.00631201034412
training @ iter =  87700 , cost =  0.00432800455019
training @ iter =  87800 , cost =  0.0258087590337
training @ iter =  87900 , cost =  0.000457373942481
iter  87999  validation
epoch 4, iter 88000, validation error 0.956000 %
epoch 4, iter 88000, train minibatch error 0.000000 %
epoch 4, iter 88000, train buffer error 0.100000 %
FPR, FNR =  0.0125121566653 0.00661200338788
training @ iter =  88000 , cost =  0.00862436648458
training @ iter =  88100 , cost =  0.00195169390645
training @ iter =  88200 , cost =  0.0535570941865
training @ iter =  88300 , cost =  0.0185842402279
training @ iter =  88400 , cost =  0.00052943994524
training @ iter =  88500 , cost =  0.000785274198279
training @ iter =  88600 , cost =  0.00103812629823
training @ iter =  88700 , cost =  0.0666941180825
training @ iter =  88800 , cost =  0.00136977154762
--> train minibatch error =  0.12
-->  14 36450 chunk_24_50000.pkl
training @ iter =  88900 , cost =  0.0326117798686
training @ iter =  89000 , cost =  0.00277271936648
training @ iter =  89100 , cost =  0.00223193387501
training @ iter =  89200 , cost =  0.009202118963
training @ iter =  89300 , cost =  0.0672494396567
training @ iter =  89400 , cost =  0.00397364515811
training @ iter =  89500 , cost =  0.0011197780259
training @ iter =  89600 , cost =  0.00581916235387
training @ iter =  89700 , cost =  0.00929877255112
training @ iter =  89800 , cost =  0.0152675081044
training @ iter =  89900 , cost =  0.00809302181005
iter  89999  validation
epoch 4, iter 90000, validation error 1.093000 %
epoch 4, iter 90000, train minibatch error 0.000000 %
epoch 4, iter 90000, train buffer error 1.500000 %
training @ iter =  90000 , cost =  0.0112445475534
training @ iter =  90100 , cost =  0.0369770228863
training @ iter =  90200 , cost =  0.0243638660759
training @ iter =  90300 , cost =  0.00289168488234
training @ iter =  90400 , cost =  0.00866813771427
training @ iter =  90500 , cost =  0.0222185608
training @ iter =  90600 , cost =  0.0356285981834
training @ iter =  90700 , cost =  0.0116701498628
training @ iter =  90800 , cost =  0.0452239997685
training @ iter =  90900 , cost =  0.136958763003
--> train minibatch error =  0.12
-->  16 39000 chunk_26_50000.pkl
training @ iter =  91000 , cost =  0.101025305688
training @ iter =  91100 , cost =  0.0601697340608
--> train minibatch error =  0.18
-->  16 49400 chunk_26_50000.pkl
training @ iter =  91200 , cost =  0.00127444823738
training @ iter =  91300 , cost =  0.0327930152416
training @ iter =  91400 , cost =  0.0269371252507
training @ iter =  91500 , cost =  0.000825793715194
training @ iter =  91600 , cost =  0.0288709625602
training @ iter =  91700 , cost =  0.00403726287186
training @ iter =  91800 , cost =  0.0671841204166
--> train minibatch error =  0.12
-->  17 32200 chunk_27_50000.pkl
training @ iter =  91900 , cost =  0.00233611557633
iter  91999  validation
epoch 4, iter 92000, validation error 0.927000 %
epoch 4, iter 92000, train minibatch error 4.000000 %
epoch 4, iter 92000, train buffer error 1.600000 %
patience =  183998 0.99 183998
FPR, FNR =  0.0111526558194 0.00736578783486
training @ iter =  92000 , cost =  0.00399533333257
training @ iter =  92100 , cost =  0.0357585661113
training @ iter =  92200 , cost =  0.00896283518523
training @ iter =  92300 , cost =  0.0246552452445
training @ iter =  92400 , cost =  0.0848645269871
training @ iter =  92500 , cost =  0.205216273665
training @ iter =  92600 , cost =  0.0313964337111
training @ iter =  92700 , cost =  0.103014528751
training @ iter =  92800 , cost =  0.00612899428234
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  92900 , cost =  0.0574688687921
training @ iter =  93000 , cost =  0.00309626874514
--> train minibatch error =  0.12
-->  19 8950 chunk_4_50000.pkl
training @ iter =  93100 , cost =  0.159152239561
training @ iter =  93200 , cost =  0.00194674287923
training @ iter =  93300 , cost =  0.00345684448257
training @ iter =  93400 , cost =  0.00738608790562
training @ iter =  93500 , cost =  0.0583905130625
training @ iter =  93600 , cost =  0.0025081736967
training @ iter =  93700 , cost =  0.000323289074004
training @ iter =  93800 , cost =  0.00279893074185
training @ iter =  93900 , cost =  0.00255357613787
iter  93999  validation
epoch 4, iter 94000, validation error 0.967000 %
epoch 4, iter 94000, train minibatch error 2.000000 %
epoch 4, iter 94000, train buffer error 0.800000 %
training @ iter =  94000 , cost =  0.078203856945
--> train minibatch error =  0.28
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.14
-->  20 5950 chunk_5_50000.pkl
training @ iter =  94100 , cost =  0.00451841019094
training @ iter =  94200 , cost =  0.0449894219637
training @ iter =  94300 , cost =  0.0127096315846
training @ iter =  94400 , cost =  0.00921456329525
training @ iter =  94500 , cost =  0.00246632937342
training @ iter =  94600 , cost =  0.0371835008264
training @ iter =  94700 , cost =  0.0246617477387
training @ iter =  94800 , cost =  0.00214220071211
training @ iter =  94900 , cost =  0.163369953632
training @ iter =  95000 , cost =  0.0445094406605
training @ iter =  95100 , cost =  0.0190832111984
training @ iter =  95200 , cost =  0.0258041564375
training @ iter =  95300 , cost =  0.0600344464183
--> train minibatch error =  0.12
-->  21 24300 chunk_6_50000.pkl
training @ iter =  95400 , cost =  0.0234165433794
training @ iter =  95500 , cost =  0.0366699621081
training @ iter =  95600 , cost =  0.00370268407278
training @ iter =  95700 , cost =  0.0132383750752
training @ iter =  95800 , cost =  0.0108055481687
training @ iter =  95900 , cost =  0.00408545648679
iter  95999  validation
epoch 4, iter 96000, validation error 0.928000 %
epoch 4, iter 96000, train minibatch error 0.000000 %
epoch 4, iter 96000, train buffer error 1.000000 %
training @ iter =  96000 , cost =  0.00256896903738
--> train minibatch error =  0.18
-->  22 7650 chunk_7_50000.pkl
training @ iter =  96100 , cost =  0.0459830760956
training @ iter =  96200 , cost =  0.0159288346767
training @ iter =  96300 , cost =  0.00451427372172
training @ iter =  96400 , cost =  0.0329851806164
training @ iter =  96500 , cost =  0.0110869696364
training @ iter =  96600 , cost =  0.00516724400222
training @ iter =  96700 , cost =  0.0263357907534
training @ iter =  96800 , cost =  0.00111611932516
training @ iter =  96900 , cost =  0.0415356382728
training @ iter =  97000 , cost =  0.0171297620982
training @ iter =  97100 , cost =  0.00512933032587
training @ iter =  97200 , cost =  0.0226516555995
training @ iter =  97300 , cost =  0.185817316175
--> train minibatch error =  0.16
-->  23 21400 chunk_8_50000.pkl
training @ iter =  97400 , cost =  0.00613488024101
training @ iter =  97500 , cost =  0.00241405423731
--> train minibatch error =  0.14
-->  23 31900 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 32100 chunk_8_50000.pkl
training @ iter =  97600 , cost =  0.0244750455022
training @ iter =  97700 , cost =  0.00229111080989
training @ iter =  97800 , cost =  0.0514578334987
--> train minibatch error =  0.12
-->  23 46800 chunk_8_50000.pkl
training @ iter =  97900 , cost =  0.0174135193229
iter  97999  validation
epoch 4, iter 98000, validation error 0.993000 %
epoch 4, iter 98000, train minibatch error 2.000000 %
epoch 4, iter 98000, train buffer error 0.900000 %
training @ iter =  98000 , cost =  0.0144209098071
training @ iter =  98100 , cost =  0.0443968586624
training @ iter =  98200 , cost =  0.00746325962245
training @ iter =  98300 , cost =  0.0877566039562
training @ iter =  98400 , cost =  0.0684430003166
training @ iter =  98500 , cost =  0.00372255314142
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.2
-->  24 34800 chunk_9_50000.pkl
--> train minibatch error =  0.26
-->  24 34850 chunk_9_50000.pkl
training @ iter =  98600 , cost =  0.0047844289802
training @ iter =  98700 , cost =  0.165282815695
training @ iter =  98800 , cost =  0.00327756814659
training @ iter =  98900 , cost =  0.00501436647028
training @ iter =  99000 , cost =  0.00563856260851
training @ iter =  99100 , cost =  0.0084286602214
training @ iter =  99200 , cost =  0.00145254167728
training @ iter =  99300 , cost =  0.00718336459249
training @ iter =  99400 , cost =  0.0208948682994
training @ iter =  99500 , cost =  0.00106095382944
training @ iter =  99600 , cost =  0.138556361198
training @ iter =  99700 , cost =  0.00142167601734
training @ iter =  99800 , cost =  0.0060091749765
training @ iter =  99900 , cost =  0.00834527239203
Learning rate:  0.025
iter  99999  validation
epoch 5, iter 100000, validation error 0.949000 %
epoch 5, iter 100000, train minibatch error 4.000000 %
epoch 5, iter 100000, train buffer error 0.800000 %
training @ iter =  100000 , cost =  0.39653685689
--> train minibatch error =  0.24
-->  1 5400 chunk_11_50000.pkl
training @ iter =  100100 , cost =  0.0588200539351
training @ iter =  100200 , cost =  0.0904468595982
training @ iter =  100300 , cost =  0.0189595110714
training @ iter =  100400 , cost =  0.0024670981802
training @ iter =  100500 , cost =  0.00554245850071
training @ iter =  100600 , cost =  0.185187295079
training @ iter =  100700 , cost =  0.000654299976304
training @ iter =  100800 , cost =  0.00926924031228
training @ iter =  100900 , cost =  0.00253174477257
training @ iter =  101000 , cost =  0.0421440601349
training @ iter =  101100 , cost =  0.00960808061063
training @ iter =  101200 , cost =  0.0393851101398
training @ iter =  101300 , cost =  0.155976220965
training @ iter =  101400 , cost =  0.00111525796819
training @ iter =  101500 , cost =  0.0123820342124
training @ iter =  101600 , cost =  0.000946244748775
training @ iter =  101700 , cost =  0.0448524095118
training @ iter =  101800 , cost =  0.00133740704041
training @ iter =  101900 , cost =  0.00244336482137
--> train minibatch error =  0.12
-->  3 3550 chunk_13_50000.pkl
iter  101999  validation
epoch 5, iter 102000, validation error 0.912000 %
epoch 5, iter 102000, train minibatch error 0.000000 %
epoch 5, iter 102000, train buffer error 0.500000 %
patience =  201999 0.99 203998
FPR, FNR =  0.0112529720403 0.00697592105344
training @ iter =  102000 , cost =  0.20161280036
training @ iter =  102100 , cost =  0.138734251261
training @ iter =  102200 , cost =  0.129877641797
training @ iter =  102300 , cost =  0.0194976944476
training @ iter =  102400 , cost =  0.124662473798
training @ iter =  102500 , cost =  0.00085454568034
--> train minibatch error =  0.14
-->  3 34000 chunk_13_50000.pkl
training @ iter =  102600 , cost =  0.00495757628232
training @ iter =  102700 , cost =  0.0200526211411
training @ iter =  102800 , cost =  0.00046379014384
training @ iter =  102900 , cost =  0.00319460476749
training @ iter =  103000 , cost =  0.0156081654131
training @ iter =  103100 , cost =  0.0763278007507
training @ iter =  103200 , cost =  0.108542576432
training @ iter =  103300 , cost =  0.00427991850302
training @ iter =  103400 , cost =  0.00387805816717
training @ iter =  103500 , cost =  0.00835391879082
training @ iter =  103600 , cost =  0.00788136385381
training @ iter =  103700 , cost =  0.0074488054961
training @ iter =  103800 , cost =  0.0169738996774
training @ iter =  103900 , cost =  0.00320353801362
iter  103999  validation
epoch 5, iter 104000, validation error 0.925000 %
epoch 5, iter 104000, train minibatch error 0.000000 %
epoch 5, iter 104000, train buffer error 0.600000 %
training @ iter =  104000 , cost =  0.040170211345
training @ iter =  104100 , cost =  0.00154669047333
training @ iter =  104200 , cost =  0.00181975448504
training @ iter =  104300 , cost =  0.00454341573641
training @ iter =  104400 , cost =  0.120403774083
training @ iter =  104500 , cost =  0.125795438886
training @ iter =  104600 , cost =  0.00231717829593
training @ iter =  104700 , cost =  0.00494299875572
training @ iter =  104800 , cost =  0.0994127765298
training @ iter =  104900 , cost =  0.0837075412273
training @ iter =  105000 , cost =  0.0218914076686
training @ iter =  105100 , cost =  0.0976641103625
training @ iter =  105200 , cost =  0.0379576720297
training @ iter =  105300 , cost =  0.00255243759602
training @ iter =  105400 , cost =  0.0179580058903
training @ iter =  105500 , cost =  0.046139869839
training @ iter =  105600 , cost =  0.0014312005369
training @ iter =  105700 , cost =  0.00465067848563
training @ iter =  105800 , cost =  0.00165974861011
training @ iter =  105900 , cost =  0.00420209206641
iter  105999  validation
epoch 5, iter 106000, validation error 0.906000 %
epoch 5, iter 106000, train minibatch error 2.000000 %
epoch 5, iter 106000, train buffer error 0.700000 %
FPR, FNR =  0.0102457057815 0.00786407171935
