Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [16 32 48 64] (4,)
--> train minibatch error =  0.2
-->  11 31600 chunk_21_50000.pkl
--> train minibatch error =  0.14
-->  11 33200 chunk_21_50000.pkl
--> train minibatch error =  0.3
-->  11 33450 chunk_21_50000.pkl
--> train minibatch error =  0.4
-->  11 33500 chunk_21_50000.pkl
--> train minibatch error =  0.54
-->  11 33550 chunk_21_50000.pkl
training @ iter =  11700 , cost =  0.00700465263799
training @ iter =  11800 , cost =  0.0063531124033
--> train minibatch error =  0.12
-->  11 40750 chunk_21_50000.pkl
--> train minibatch error =  0.18
-->  11 41250 chunk_21_50000.pkl
--> train minibatch error =  0.14
-->  11 41400 chunk_21_50000.pkl
training @ iter =  11900 , cost =  0.0169902816415
iter  11999  validation
epoch 1, iter 12000, validation error 1.162000 %
epoch 1, iter 12000, train minibatch error 0.000000 %
epoch 1, iter 12000, train buffer error 0.700000 %
patience =  50000 0.99 23998
training @ iter =  12000 , cost =  0.00690804282203
--> train minibatch error =  0.14
-->  12 750 chunk_22_50000.pkl
--> train minibatch error =  0.2
-->  12 800 chunk_22_50000.pkl
--> train minibatch error =  0.24
-->  12 850 chunk_22_50000.pkl
training @ iter =  12100 , cost =  0.00257279444486
training @ iter =  12200 , cost =  0.00646421732381
training @ iter =  12300 , cost =  0.00404596887529
training @ iter =  12400 , cost =  0.0182353034616
training @ iter =  12500 , cost =  0.0116505809128
training @ iter =  12600 , cost =  0.0160410031676
training @ iter =  12700 , cost =  0.00475072488189
training @ iter =  12800 , cost =  0.00820944551378
training @ iter =  12900 , cost =  0.0698648616672
--> train minibatch error =  0.14
-->  12 47350 chunk_22_50000.pkl
training @ iter =  13000 , cost =  0.070263504982
training @ iter =  13100 , cost =  0.114252999425
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  13200 , cost =  0.0332349613309
training @ iter =  13300 , cost =  0.22772154212
training @ iter =  13400 , cost =  0.126390054822
--> train minibatch error =  0.14
-->  13 23900 chunk_23_50000.pkl
--> train minibatch error =  0.14
-->  13 24000 chunk_23_50000.pkl
training @ iter =  13500 , cost =  0.00179029558785
training @ iter =  13600 , cost =  0.0158432871103
training @ iter =  13700 , cost =  0.124274753034
training @ iter =  13800 , cost =  0.00476934947073
--> train minibatch error =  0.16
-->  13 40250 chunk_23_50000.pkl
training @ iter =  13900 , cost =  0.0147932525724
iter  13999  validation
epoch 1, iter 14000, validation error 1.105000 %
epoch 1, iter 14000, train minibatch error 0.000000 %
epoch 1, iter 14000, train buffer error 0.400000 %
patience =  50000 0.99 27998
training @ iter =  14000 , cost =  0.100039713085
--> train minibatch error =  0.14
-->  14 900 chunk_24_50000.pkl
training @ iter =  14100 , cost =  0.0561524443328
training @ iter =  14200 , cost =  0.0219406802207
training @ iter =  14300 , cost =  0.0028226217255
training @ iter =  14400 , cost =  0.0129354521632
training @ iter =  14500 , cost =  0.0765421688557
training @ iter =  14600 , cost =  0.156775921583
training @ iter =  14700 , cost =  0.011117159389
--> train minibatch error =  0.12
-->  14 36450 chunk_24_50000.pkl
training @ iter =  14800 , cost =  0.0113430609927
training @ iter =  14900 , cost =  0.0660850778222
training @ iter =  15000 , cost =  0.0214004795998
training @ iter =  15100 , cost =  0.00474671507254
training @ iter =  15200 , cost =  0.0649045780301
training @ iter =  15300 , cost =  0.00671606184915
training @ iter =  15400 , cost =  0.0798350423574
training @ iter =  15500 , cost =  0.00219546887092
training @ iter =  15600 , cost =  0.00582213280722
training @ iter =  15700 , cost =  0.0136413648725
training @ iter =  15800 , cost =  0.015712916851
training @ iter =  15900 , cost =  0.00201700185426
iter  15999  validation
epoch 1, iter 16000, validation error 1.242000 %
epoch 1, iter 16000, train minibatch error 4.000000 %
epoch 1, iter 16000, train buffer error 1.100000 %
training @ iter =  16000 , cost =  0.0547750815749
training @ iter =  16100 , cost =  0.0283196587116
training @ iter =  16200 , cost =  0.0993443131447
training @ iter =  16300 , cost =  0.0811674520373
training @ iter =  16400 , cost =  0.0822412222624
training @ iter =  16500 , cost =  0.00924706738442
training @ iter =  16600 , cost =  0.0248053018004
training @ iter =  16700 , cost =  0.0332893952727
training @ iter =  16800 , cost =  0.00335700064898
training @ iter =  16900 , cost =  0.111326567829
--> train minibatch error =  0.14
-->  16 49400 chunk_26_50000.pkl
training @ iter =  17000 , cost =  0.00550031010062
training @ iter =  17100 , cost =  0.0708711445332
training @ iter =  17200 , cost =  0.00555222155526
training @ iter =  17300 , cost =  0.00530153466389
training @ iter =  17400 , cost =  0.122627049685
training @ iter =  17500 , cost =  0.0438207276165
training @ iter =  17600 , cost =  0.131784081459
training @ iter =  17700 , cost =  0.0209939759225
training @ iter =  17800 , cost =  0.0383756533265
training @ iter =  17900 , cost =  0.170672222972
iter  17999  validation
epoch 1, iter 18000, validation error 1.037000 %
epoch 1, iter 18000, train minibatch error 0.000000 %
epoch 1, iter 18000, train buffer error 0.800000 %
patience =  50000 0.99 35998
training @ iter =  18000 , cost =  0.274026364088
training @ iter =  18100 , cost =  0.158486753702
training @ iter =  18200 , cost =  0.0298552270979
training @ iter =  18300 , cost =  0.0118892490864
training @ iter =  18400 , cost =  0.00441224500537
training @ iter =  18500 , cost =  0.0155861126259
training @ iter =  18600 , cost =  0.00189677951857
training @ iter =  18700 , cost =  0.00199218397029
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  18800 , cost =  0.00596899027005
--> train minibatch error =  0.12
-->  19 6150 chunk_4_50000.pkl
training @ iter =  18900 , cost =  0.00523212132975
--> train minibatch error =  0.14
-->  19 8950 chunk_4_50000.pkl
training @ iter =  19000 , cost =  0.00665128463879
training @ iter =  19100 , cost =  0.00861376803368
training @ iter =  19200 , cost =  0.121416032314
--> train minibatch error =  0.12
-->  19 25550 chunk_4_50000.pkl
training @ iter =  19300 , cost =  0.0565412342548
training @ iter =  19400 , cost =  0.00278907478787
