Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [32 64 64 64] (4,)
training @ iter =  39900 , cost =  0.0192378703505
iter  39999  validation
epoch 2, iter 40000, validation loss 0.028345
epoch 2, iter 40000, validation error 0.898000 %
epoch 2, iter 40000, train minibatch error 2.000000 %
epoch 2, iter 40000, train buffer error 0.700000 %
training @ iter =  40000 , cost =  0.00711243506521
training @ iter =  40100 , cost =  0.00414010602981
training @ iter =  40200 , cost =  0.00593733089045
training @ iter =  40300 , cost =  0.00805385224521
training @ iter =  40400 , cost =  0.00409941468388
training @ iter =  40500 , cost =  0.00161949440371
training @ iter =  40600 , cost =  0.00749294226989
training @ iter =  40700 , cost =  0.0239273924381
training @ iter =  40800 , cost =  0.00481482129544
training @ iter =  40900 , cost =  0.0018954287516
training @ iter =  41000 , cost =  0.00880889315158
training @ iter =  41100 , cost =  0.00940752774477
training @ iter =  41200 , cost =  0.00260752975009
training @ iter =  41300 , cost =  0.00221433839761
training @ iter =  41400 , cost =  0.0057913698256
training @ iter =  41500 , cost =  0.014072990045
training @ iter =  41600 , cost =  0.0458420477808
training @ iter =  41700 , cost =  0.0117861963809
--> train minibatch error =  0.16
-->  16 49400 chunk_26_50000.pkl
training @ iter =  41800 , cost =  0.00107293704059
training @ iter =  41900 , cost =  0.00623669009656
iter  41999  validation
epoch 2, iter 42000, validation loss 0.028057
epoch 2, iter 42000, validation error 0.866000 %
epoch 2, iter 42000, train minibatch error 0.000000 %
epoch 2, iter 42000, train buffer error 1.000000 %
patience =  83998 0.99 83998
training @ iter =  42000 , cost =  0.00148306216579
training @ iter =  42100 , cost =  0.00328104081564
training @ iter =  42200 , cost =  0.0113938143477
training @ iter =  42300 , cost =  0.0185086112469
training @ iter =  42400 , cost =  0.0222097821534
training @ iter =  42500 , cost =  0.0676262080669
training @ iter =  42600 , cost =  0.0125983916223
training @ iter =  42700 , cost =  0.019744226709
training @ iter =  42800 , cost =  0.0151663301513
training @ iter =  42900 , cost =  0.0621231235564
training @ iter =  43000 , cost =  0.036112755537
training @ iter =  43100 , cost =  0.00879923626781
training @ iter =  43200 , cost =  0.0126321669668
training @ iter =  43300 , cost =  0.00875671580434
training @ iter =  43400 , cost =  0.00364964921027
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  43500 , cost =  0.00266751367599
--> train minibatch error =  0.14
-->  19 6150 chunk_4_50000.pkl
training @ iter =  43600 , cost =  0.0121019007638
--> train minibatch error =  0.14
-->  19 8950 chunk_4_50000.pkl
training @ iter =  43700 , cost =  0.0295084789395
training @ iter =  43800 , cost =  0.0118312323466
training @ iter =  43900 , cost =  0.00177522154991
iter  43999  validation
epoch 2, iter 44000, validation loss 0.029997
epoch 2, iter 44000, validation error 0.963000 %
epoch 2, iter 44000, train minibatch error 2.000000 %
epoch 2, iter 44000, train buffer error 0.600000 %
training @ iter =  44000 , cost =  0.0300619490445
training @ iter =  44100 , cost =  0.0157235506922
training @ iter =  44200 , cost =  0.0762006640434
--> train minibatch error =  0.12
-->  19 41400 chunk_4_50000.pkl
training @ iter =  44300 , cost =  0.112931624055
training @ iter =  44400 , cost =  0.01025488507
training @ iter =  44500 , cost =  0.00252536358312
--> train minibatch error =  0.28
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.12
-->  20 5950 chunk_5_50000.pkl
--> train minibatch error =  0.2
-->  20 6000 chunk_5_50000.pkl
training @ iter =  44600 , cost =  0.0279389098287
training @ iter =  44700 , cost =  0.043742582202
training @ iter =  44800 , cost =  0.121753714979
training @ iter =  44900 , cost =  0.00971718411893
training @ iter =  45000 , cost =  0.0100150229409
training @ iter =  45100 , cost =  0.0398265235126
training @ iter =  45200 , cost =  0.000840847496875
training @ iter =  45300 , cost =  0.0100404527038
training @ iter =  45400 , cost =  0.170865252614
training @ iter =  45500 , cost =  0.00581265520304
training @ iter =  45600 , cost =  0.144556120038
training @ iter =  45700 , cost =  0.0134438751265
training @ iter =  45800 , cost =  0.0733007267118
training @ iter =  45900 , cost =  0.00198210449889
iter  45999  validation
epoch 2, iter 46000, validation loss 0.027053
epoch 2, iter 46000, validation error 0.859000 %
epoch 2, iter 46000, train minibatch error 0.000000 %
epoch 2, iter 46000, train buffer error 0.700000 %
training @ iter =  46000 , cost =  0.00241476693191
training @ iter =  46100 , cost =  0.0847968608141
training @ iter =  46200 , cost =  0.00319206528366
training @ iter =  46300 , cost =  0.0443687327206
training @ iter =  46400 , cost =  0.0182034559548
training @ iter =  46500 , cost =  0.136042028666
training @ iter =  46600 , cost =  0.189577013254
training @ iter =  46700 , cost =  0.0640648901463
training @ iter =  46800 , cost =  0.0232591219246
training @ iter =  46900 , cost =  0.0147180687636
training @ iter =  47000 , cost =  0.0772203579545
training @ iter =  47100 , cost =  0.0308359004557
training @ iter =  47200 , cost =  0.0145690469071
training @ iter =  47300 , cost =  0.0054265963845
training @ iter =  47400 , cost =  0.0130021097139
training @ iter =  47500 , cost =  0.00292971497402
training @ iter =  47600 , cost =  0.00451379688457
training @ iter =  47700 , cost =  0.208025410771
training @ iter =  47800 , cost =  0.00792162586004
--> train minibatch error =  0.12
-->  23 21400 chunk_8_50000.pkl
--> train minibatch error =  0.24
-->  23 21500 chunk_8_50000.pkl
training @ iter =  47900 , cost =  0.00719361612573
--> train minibatch error =  0.12
-->  23 25850 chunk_8_50000.pkl
iter  47999  validation
epoch 2, iter 48000, validation loss 0.029678
epoch 2, iter 48000, validation error 0.940000 %
epoch 2, iter 48000, train minibatch error 0.000000 %
epoch 2, iter 48000, train buffer error 0.500000 %
training @ iter =  48000 , cost =  0.00494689587504
--> train minibatch error =  0.12
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.16
-->  23 31950 chunk_8_50000.pkl
--> train minibatch error =  0.38
-->  23 32000 chunk_8_50000.pkl
--> train minibatch error =  0.16
-->  23 32050 chunk_8_50000.pkl
training @ iter =  48100 , cost =  0.139313623309
training @ iter =  48200 , cost =  0.00456624990329
training @ iter =  48300 , cost =  0.0187094956636
--> train minibatch error =  0.18
-->  23 44900 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 46350 chunk_8_50000.pkl
training @ iter =  48400 , cost =  0.00185756047722
--> train minibatch error =  0.12
-->  24 150 chunk_9_50000.pkl
training @ iter =  48500 , cost =  0.00572249060497
training @ iter =  48600 , cost =  0.0476735457778
training @ iter =  48700 , cost =  0.00298951053992
training @ iter =  48800 , cost =  0.0189223345369
training @ iter =  48900 , cost =  0.00255357078277
training @ iter =  49000 , cost =  0.0370240695775
training @ iter =  49100 , cost =  0.00715535879135
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.54
-->  24 34800 chunk_9_50000.pkl
--> train minibatch error =  0.48
-->  24 34850 chunk_9_50000.pkl
--> train minibatch error =  0.16
-->  24 34900 chunk_9_50000.pkl
training @ iter =  49200 , cost =  0.0156375393271
training @ iter =  49300 , cost =  0.103850059211
training @ iter =  49400 , cost =  0.00529535766691
training @ iter =  49500 , cost =  0.0243200119585
training @ iter =  49600 , cost =  0.0021055797115
training @ iter =  49700 , cost =  0.00846603140235
training @ iter =  49800 , cost =  0.00403057876974
training @ iter =  49900 , cost =  0.0193723421544
iter  49999  validation
epoch 3, iter 50000, validation loss 0.027108
epoch 3, iter 50000, validation error 0.858000 %
epoch 3, iter 50000, train minibatch error 0.000000 %
epoch 3, iter 50000, train buffer error 0.800000 %
training @ iter =  50000 , cost =  0.0039140842855
--> train minibatch error =  0.12
-->  0 29050 chunk_10_50000.pkl
training @ iter =  50100 , cost =  0.00852234754711
training @ iter =  50200 , cost =  0.0106587251648
training @ iter =  50300 , cost =  0.00505712023005
training @ iter =  50400 , cost =  0.117051661015
training @ iter =  50500 , cost =  0.0206418372691
training @ iter =  50600 , cost =  0.0700988397002
training @ iter =  50700 , cost =  0.0169230047613
training @ iter =  50800 , cost =  0.023705933243
training @ iter =  50900 , cost =  0.0032342383638
training @ iter =  51000 , cost =  0.00699646165594
training @ iter =  51100 , cost =  0.0374069325626
training @ iter =  51200 , cost =  0.0036167234648
training @ iter =  51300 , cost =  0.0209015700966
training @ iter =  51400 , cost =  0.00263859448023
training @ iter =  51500 , cost =  0.00241010286845
--> train minibatch error =  0.16
-->  2 6500 chunk_12_50000.pkl
training @ iter =  51600 , cost =  0.124755084515
training @ iter =  51700 , cost =  0.00440045259893
training @ iter =  51800 , cost =  0.0031655842904
training @ iter =  51900 , cost =  0.00106981920544
iter  51999  validation
epoch 3, iter 52000, validation loss 0.027225
epoch 3, iter 52000, validation error 0.849000 %
epoch 3, iter 52000, train minibatch error 2.000000 %
epoch 3, iter 52000, train buffer error 1.000000 %
patience =  103998 0.99 103998
training @ iter =  52000 , cost =  0.00380898988806
training @ iter =  52100 , cost =  0.046954497695
training @ iter =  52200 , cost =  0.086980253458
training @ iter =  52300 , cost =  0.0109634064138
training @ iter =  52400 , cost =  0.0077212578617
training @ iter =  52500 , cost =  0.0067391754128
training @ iter =  52600 , cost =  0.202464163303
training @ iter =  52700 , cost =  0.142867475748
training @ iter =  52800 , cost =  0.0049151647836
training @ iter =  52900 , cost =  0.0656124055386
--> train minibatch error =  0.12
-->  3 27500 chunk_13_50000.pkl
training @ iter =  53000 , cost =  0.0480471327901
training @ iter =  53100 , cost =  0.117068804801
--> train minibatch error =  0.14
-->  3 34000 chunk_13_50000.pkl
training @ iter =  53200 , cost =  0.0344249680638
training @ iter =  53300 , cost =  0.0922850593925
training @ iter =  53400 , cost =  0.00362908421084
training @ iter =  53500 , cost =  0.0148757006973
training @ iter =  53600 , cost =  0.0461245924234
training @ iter =  53700 , cost =  0.024582888931
training @ iter =  53800 , cost =  0.00147553917486
training @ iter =  53900 , cost =  0.0518573634326
iter  53999  validation
epoch 3, iter 54000, validation loss 0.025710
epoch 3, iter 54000, validation error 0.784000 %
epoch 3, iter 54000, train minibatch error 0.000000 %
epoch 3, iter 54000, train buffer error 0.700000 %
patience =  107998 0.99 107998
training @ iter =  54000 , cost =  0.0151623608544
training @ iter =  54100 , cost =  0.0656444951892
--> train minibatch error =  0.12
-->  4 36550 chunk_14_50000.pkl
training @ iter =  54200 , cost =  0.00803260784596
training @ iter =  54300 , cost =  0.0107390787452
--> train minibatch error =  0.12
-->  4 46200 chunk_14_50000.pkl
training @ iter =  54400 , cost =  0.0134156346321
training @ iter =  54500 , cost =  0.107830904424
training @ iter =  54600 , cost =  0.00227641756646
training @ iter =  54700 , cost =  0.0460219085217
training @ iter =  54800 , cost =  0.0413178242743
training @ iter =  54900 , cost =  0.00445995898917
training @ iter =  55000 , cost =  0.0093130543828
training @ iter =  55100 , cost =  0.0257705301046
training @ iter =  55200 , cost =  0.0765761211514
training @ iter =  55300 , cost =  0.0594478324056
training @ iter =  55400 , cost =  0.00945385359228
training @ iter =  55500 , cost =  0.0169784389436
training @ iter =  55600 , cost =  0.00184071285184
training @ iter =  55700 , cost =  0.00728777935728
training @ iter =  55800 , cost =  0.0928798392415
training @ iter =  55900 , cost =  0.0319493636489
iter  55999  validation
epoch 3, iter 56000, validation loss 0.027088
epoch 3, iter 56000, validation error 0.852000 %
epoch 3, iter 56000, train minibatch error 0.000000 %
epoch 3, iter 56000, train buffer error 0.400000 %
training @ iter =  56000 , cost =  0.0068903118372
training @ iter =  56100 , cost =  0.0737202912569
training @ iter =  56200 , cost =  0.00291054043919
training @ iter =  56300 , cost =  0.00248045823537
training @ iter =  56400 , cost =  0.00141950126272
training @ iter =  56500 , cost =  0.0186463184655
training @ iter =  56600 , cost =  0.0128435064107
training @ iter =  56700 , cost =  0.0134604088962
training @ iter =  56800 , cost =  0.0577852837741
training @ iter =  56900 , cost =  0.0494367331266
training @ iter =  57000 , cost =  0.00462347082794
training @ iter =  57100 , cost =  0.0167115740478
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 33450 chunk_17_50000.pkl
training @ iter =  57200 , cost =  0.00599279114977
training @ iter =  57300 , cost =  0.0655729472637
training @ iter =  57400 , cost =  0.0407724678516
training @ iter =  57500 , cost =  0.00359831447713
--> train minibatch error =  0.12
-->  8 4750 chunk_18_50000.pkl
training @ iter =  57600 , cost =  0.0923882871866
training @ iter =  57700 , cost =  0.00354867614806
training @ iter =  57800 , cost =  0.065493106842
training @ iter =  57900 , cost =  0.0667529553175
iter  57999  validation
epoch 3, iter 58000, validation loss 0.026061
epoch 3, iter 58000, validation error 0.809000 %
epoch 3, iter 58000, train minibatch error 2.000000 %
epoch 3, iter 58000, train buffer error 0.400000 %
training @ iter =  58000 , cost =  0.112484350801
--> train minibatch error =  0.14
-->  8 30300 chunk_18_50000.pkl
--> train minibatch error =  0.18
-->  8 30350 chunk_18_50000.pkl
--> train minibatch error =  0.42
-->  8 30400 chunk_18_50000.pkl
training @ iter =  58100 , cost =  0.098689801991
--> train minibatch error =  0.16
-->  8 33600 chunk_18_50000.pkl
training @ iter =  58200 , cost =  0.0415837243199
training @ iter =  58300 , cost =  0.00861100014299
training @ iter =  58400 , cost =  0.00601953547448
training @ iter =  58500 , cost =  0.0781710520387
training @ iter =  58600 , cost =  0.0627997517586
training @ iter =  58700 , cost =  0.0537318140268
training @ iter =  58800 , cost =  0.00471396371722
training @ iter =  58900 , cost =  0.0219408366829
training @ iter =  59000 , cost =  0.143364563584
training @ iter =  59100 , cost =  0.0511278808117
--> train minibatch error =  0.12
-->  9 35350 chunk_19_50000.pkl
training @ iter =  59200 , cost =  0.181947305799
training @ iter =  59300 , cost =  0.00974287837744
training @ iter =  59400 , cost =  0.0853076651692
training @ iter =  59500 , cost =  0.0753511339426
training @ iter =  59600 , cost =  0.0278345346451
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
--> train minibatch error =  0.12
-->  10 12600 chunk_20_50000.pkl
training @ iter =  59700 , cost =  0.0179913043976
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  59800 , cost =  0.0100902821869
training @ iter =  59900 , cost =  0.0240979008377
--> train minibatch error =  0.12
-->  10 25050 chunk_20_50000.pkl
iter  59999  validation
epoch 3, iter 60000, validation loss 0.027222
epoch 3, iter 60000, validation error 0.884000 %
epoch 3, iter 60000, train minibatch error 0.000000 %
epoch 3, iter 60000, train buffer error 0.600000 %
training @ iter =  60000 , cost =  0.0186156462878
training @ iter =  60100 , cost =  0.0093696936965
training @ iter =  60200 , cost =  0.0572939366102
training @ iter =  60300 , cost =  0.0139509811997
training @ iter =  60400 , cost =  0.00410217931494
training @ iter =  60500 , cost =  0.00207727006637
training @ iter =  60600 , cost =  0.00170553242788
training @ iter =  60700 , cost =  0.000837576342747
training @ iter =  60800 , cost =  0.0316046923399
training @ iter =  60900 , cost =  0.00705254683271
training @ iter =  61000 , cost =  0.00478000147268
training @ iter =  61100 , cost =  0.0036689278204
training @ iter =  61200 , cost =  0.00199033413082
training @ iter =  61300 , cost =  0.00750457309186
training @ iter =  61400 , cost =  0.0137258600444
--> train minibatch error =  0.12
-->  12 750 chunk_22_50000.pkl
training @ iter =  61500 , cost =  0.0599924474955
training @ iter =  61600 , cost =  0.0508834347129
training @ iter =  61700 , cost =  0.0455929003656
training @ iter =  61800 , cost =  0.0419938787818
training @ iter =  61900 , cost =  0.00231767841615
iter  61999  validation
epoch 3, iter 62000, validation loss 0.025574
epoch 3, iter 62000, validation error 0.816000 %
epoch 3, iter 62000, train minibatch error 2.000000 %
epoch 3, iter 62000, train buffer error 0.900000 %
training @ iter =  62000 , cost =  0.0621686168015
training @ iter =  62100 , cost =  0.00109454174526
training @ iter =  62200 , cost =  0.00275000394322
training @ iter =  62300 , cost =  0.00564944604412
training @ iter =  62400 , cost =  0.00294708670117
training @ iter =  62500 , cost =  0.00793058983982
training @ iter =  62600 , cost =  0.00438394024968
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  62700 , cost =  0.00231908168644
training @ iter =  62800 , cost =  0.00702002784237
training @ iter =  62900 , cost =  0.0313855819404
training @ iter =  63000 , cost =  0.0207174271345
training @ iter =  63100 , cost =  0.180352076888
training @ iter =  63200 , cost =  0.00719922361895
training @ iter =  63300 , cost =  0.00373215414584
training @ iter =  63400 , cost =  0.0212842039764
training @ iter =  63500 , cost =  0.00295984023251
training @ iter =  63600 , cost =  0.0135880187154
training @ iter =  63700 , cost =  0.0129454387352
training @ iter =  63800 , cost =  0.0088021568954
training @ iter =  63900 , cost =  0.119715861976
iter  63999  validation
epoch 3, iter 64000, validation loss 0.028122
epoch 3, iter 64000, validation error 0.882000 %
epoch 3, iter 64000, train minibatch error 0.000000 %
epoch 3, iter 64000, train buffer error 0.700000 %
training @ iter =  64000 , cost =  0.00114332162775
training @ iter =  64100 , cost =  0.00550912320614
training @ iter =  64200 , cost =  0.0108964359388
training @ iter =  64300 , cost =  0.00240584649146
training @ iter =  64400 , cost =  0.00964275561273
training @ iter =  64500 , cost =  0.0221003443003
training @ iter =  64600 , cost =  0.00225747795776
training @ iter =  64700 , cost =  0.157039046288
training @ iter =  64800 , cost =  0.00122201431077
training @ iter =  64900 , cost =  0.00134952040389
training @ iter =  65000 , cost =  0.00143572117668
training @ iter =  65100 , cost =  0.00164370820858
training @ iter =  65200 , cost =  0.0671047344804
training @ iter =  65300 , cost =  0.0184034202248
training @ iter =  65400 , cost =  0.00159712170716
training @ iter =  65500 , cost =  0.161591187119
training @ iter =  65600 , cost =  0.00195165956393
training @ iter =  65700 , cost =  0.00922714266926
training @ iter =  65800 , cost =  0.0964996442199
training @ iter =  65900 , cost =  0.00126890128013
iter  65999  validation
epoch 3, iter 66000, validation loss 0.028403
epoch 3, iter 66000, validation error 0.869000 %
epoch 3, iter 66000, train minibatch error 0.000000 %
epoch 3, iter 66000, train buffer error 0.500000 %
training @ iter =  66000 , cost =  0.0495679713786
training @ iter =  66100 , cost =  0.0114714829251
training @ iter =  66200 , cost =  0.00499699637294
training @ iter =  66300 , cost =  0.200111523271
training @ iter =  66400 , cost =  0.00515422178432
--> train minibatch error =  0.14
-->  16 49400 chunk_26_50000.pkl
training @ iter =  66500 , cost =  0.0872611105442
training @ iter =  66600 , cost =  0.00107989145909
training @ iter =  66700 , cost =  0.131516233087
training @ iter =  66800 , cost =  0.00352396676317
training @ iter =  66900 , cost =  0.0325735919178
training @ iter =  67000 , cost =  0.00246490142308
training @ iter =  67100 , cost =  0.0271743386984
training @ iter =  67200 , cost =  0.00192205188796
training @ iter =  67300 , cost =  0.0671425908804
training @ iter =  67400 , cost =  0.00234248721972
training @ iter =  67500 , cost =  0.00084752170369
training @ iter =  67600 , cost =  0.0169017743319
training @ iter =  67700 , cost =  0.0278321821243
training @ iter =  67800 , cost =  0.00135646492708
training @ iter =  67900 , cost =  0.00355661567301
iter  67999  validation
epoch 3, iter 68000, validation loss 0.024591
epoch 3, iter 68000, validation error 0.765000 %
epoch 3, iter 68000, train minibatch error 2.000000 %
epoch 3, iter 68000, train buffer error 0.600000 %
patience =  135998 0.99 135998
training @ iter =  68000 , cost =  0.027394361794
training @ iter =  68100 , cost =  0.00109065172728
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  68200 , cost =  0.00450304849073
training @ iter =  68300 , cost =  0.00525135267526
training @ iter =  68400 , cost =  0.0126235727221
training @ iter =  68500 , cost =  0.00933656934649
training @ iter =  68600 , cost =  0.0664594471455
training @ iter =  68700 , cost =  0.0238678380847
training @ iter =  68800 , cost =  0.100509956479
training @ iter =  68900 , cost =  0.0807067900896
training @ iter =  69000 , cost =  0.0679968670011
training @ iter =  69100 , cost =  0.0203959587961
training @ iter =  69200 , cost =  0.0701992064714
--> train minibatch error =  0.28
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.12
-->  20 5950 chunk_5_50000.pkl
training @ iter =  69300 , cost =  0.0566305816174
training @ iter =  69400 , cost =  0.00848990492523
training @ iter =  69500 , cost =  0.010055645369
training @ iter =  69600 , cost =  0.000920902355574
training @ iter =  69700 , cost =  0.128002971411
training @ iter =  69800 , cost =  0.00478274188936
training @ iter =  69900 , cost =  0.0353635922074
iter  69999  validation
epoch 3, iter 70000, validation loss 0.025841
epoch 3, iter 70000, validation error 0.810000 %
epoch 3, iter 70000, train minibatch error 0.000000 %
epoch 3, iter 70000, train buffer error 0.800000 %
training @ iter =  70000 , cost =  0.0442897304893
training @ iter =  70100 , cost =  0.00490102637559
training @ iter =  70200 , cost =  0.0108779920265
training @ iter =  70300 , cost =  0.0236567165703
training @ iter =  70400 , cost =  0.0333140864968
training @ iter =  70500 , cost =  0.0628631785512
training @ iter =  70600 , cost =  0.00489581841975
training @ iter =  70700 , cost =  0.0211047846824
training @ iter =  70800 , cost =  0.0277031231672
training @ iter =  70900 , cost =  0.0825653746724
training @ iter =  71000 , cost =  0.00286678248085
training @ iter =  71100 , cost =  0.0122365597636
training @ iter =  71200 , cost =  0.00339264934883
training @ iter =  71300 , cost =  0.0400410331786
training @ iter =  71400 , cost =  0.00780236721039
training @ iter =  71500 , cost =  0.0175990015268
training @ iter =  71600 , cost =  0.00528028188273
training @ iter =  71700 , cost =  0.00246662879363
training @ iter =  71800 , cost =  0.0315532200038
training @ iter =  71900 , cost =  0.0300344321877
iter  71999  validation
epoch 3, iter 72000, validation loss 0.026655
epoch 3, iter 72000, validation error 0.858000 %
epoch 3, iter 72000, train minibatch error 0.000000 %
epoch 3, iter 72000, train buffer error 0.900000 %
training @ iter =  72000 , cost =  0.0666049495339
training @ iter =  72100 , cost =  0.0562542453408
training @ iter =  72200 , cost =  0.00914700608701
training @ iter =  72300 , cost =  0.000987495295703
training @ iter =  72400 , cost =  0.0234542824328
training @ iter =  72500 , cost =  0.00180320744403
--> train minibatch error =  0.12
-->  23 21400 chunk_8_50000.pkl
training @ iter =  72600 , cost =  0.383237749338
training @ iter =  72700 , cost =  0.0205567032099
training @ iter =  72800 , cost =  0.00314356270246
--> train minibatch error =  0.12
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.3
-->  23 32000 chunk_8_50000.pkl
--> train minibatch error =  0.18
-->  23 32050 chunk_8_50000.pkl
training @ iter =  72900 , cost =  0.0476279594004
training @ iter =  73000 , cost =  0.019789904356
--> train minibatch error =  0.14
-->  23 44900 chunk_8_50000.pkl
training @ iter =  73100 , cost =  0.00302719464526
training @ iter =  73200 , cost =  0.0208287723362
training @ iter =  73300 , cost =  0.0239925663918
training @ iter =  73400 , cost =  0.171197533607
--> train minibatch error =  0.12
-->  24 16450 chunk_9_50000.pkl
training @ iter =  73500 , cost =  0.00428826687858
training @ iter =  73600 , cost =  0.000893391144928
training @ iter =  73700 , cost =  0.00286358781159
training @ iter =  73800 , cost =  0.00500583043322
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.5
-->  24 34800 chunk_9_50000.pkl
--> train minibatch error =  0.48
-->  24 34850 chunk_9_50000.pkl
--> train minibatch error =  0.14
-->  24 34900 chunk_9_50000.pkl
training @ iter =  73900 , cost =  0.118446692824
iter  73999  validation
epoch 3, iter 74000, validation loss 0.027887
epoch 3, iter 74000, validation error 0.876000 %
epoch 3, iter 74000, train minibatch error 2.000000 %
epoch 3, iter 74000, train buffer error 0.400000 %
training @ iter =  74000 , cost =  0.0136871254072
training @ iter =  74100 , cost =  0.011576528661
training @ iter =  74200 , cost =  0.00587859097868
training @ iter =  74300 , cost =  0.0748179778457
training @ iter =  74400 , cost =  0.00379266915843
training @ iter =  74500 , cost =  0.0301586408168
training @ iter =  74600 , cost =  0.0369322039187
training @ iter =  74700 , cost =  0.017700092867
--> train minibatch error =  0.12
-->  0 31200 chunk_10_50000.pkl
training @ iter =  74800 , cost =  0.0415209904313
training @ iter =  74900 , cost =  0.0102964257821
training @ iter =  75000 , cost =  0.0084722507745
training @ iter =  75100 , cost =  0.00633273739368
training @ iter =  75200 , cost =  0.00514506408945
--> train minibatch error =  0.22
-->  1 5500 chunk_11_50000.pkl
training @ iter =  75300 , cost =  0.0715430006385
training @ iter =  75400 , cost =  0.0142797483131
--> train minibatch error =  0.14
-->  1 16150 chunk_11_50000.pkl
training @ iter =  75500 , cost =  0.0337315313518
training @ iter =  75600 , cost =  0.00146505865268
training @ iter =  75700 , cost =  0.00937784742564
training @ iter =  75800 , cost =  0.00615218514577
training @ iter =  75900 , cost =  0.00256238458678
iter  75999  validation
epoch 4, iter 76000, validation loss 0.025363
epoch 4, iter 76000, validation error 0.787000 %
epoch 4, iter 76000, train minibatch error 2.000000 %
epoch 4, iter 76000, train buffer error 0.600000 %
training @ iter =  76000 , cost =  0.00989019777626
training @ iter =  76100 , cost =  0.00141611217987
training @ iter =  76200 , cost =  0.0354989878833
--> train minibatch error =  0.16
-->  2 6500 chunk_12_50000.pkl
training @ iter =  76300 , cost =  0.291232466698
training @ iter =  76400 , cost =  0.00405844440684
training @ iter =  76500 , cost =  0.0126351742074
training @ iter =  76600 , cost =  0.00733259879053
training @ iter =  76700 , cost =  0.00287055969238
training @ iter =  76800 , cost =  0.252394646406
training @ iter =  76900 , cost =  0.024253513664
training @ iter =  77000 , cost =  0.012336072512
training @ iter =  77100 , cost =  0.00225998973474
training @ iter =  77200 , cost =  0.0161875914782
training @ iter =  77300 , cost =  0.0549567751586
training @ iter =  77400 , cost =  0.00661156186834
training @ iter =  77500 , cost =  0.0172275807709
training @ iter =  77600 , cost =  0.00479505723342
training @ iter =  77700 , cost =  0.00189949898049
training @ iter =  77800 , cost =  0.060250043869
--> train minibatch error =  0.14
-->  3 34000 chunk_13_50000.pkl
training @ iter =  77900 , cost =  0.0393476337194
iter  77999  validation
epoch 4, iter 78000, validation loss 0.028724
epoch 4, iter 78000, validation error 0.863000 %
epoch 4, iter 78000, train minibatch error 0.000000 %
epoch 4, iter 78000, train buffer error 0.100000 %
training @ iter =  78000 , cost =  0.0037831182126
training @ iter =  78100 , cost =  0.00280104391277
training @ iter =  78200 , cost =  0.0168452281505
training @ iter =  78300 , cost =  0.00207866658457
training @ iter =  78400 , cost =  0.0029312921688
training @ iter =  78500 , cost =  0.000721225747839
training @ iter =  78600 , cost =  0.109515711665
training @ iter =  78700 , cost =  0.10604467988
training @ iter =  78800 , cost =  0.00933039747179
training @ iter =  78900 , cost =  0.310322403908
training @ iter =  79000 , cost =  0.00424565235153
training @ iter =  79100 , cost =  0.00108872668352
training @ iter =  79200 , cost =  0.0469828024507
training @ iter =  79300 , cost =  0.00364366080612
training @ iter =  79400 , cost =  0.00156330654863
training @ iter =  79500 , cost =  0.0158591940999
training @ iter =  79600 , cost =  0.0601164400578
training @ iter =  79700 , cost =  0.0116817094386
training @ iter =  79800 , cost =  0.014118428342
training @ iter =  79900 , cost =  0.0361517220736
iter  79999  validation
epoch 4, iter 80000, validation loss 0.024097
epoch 4, iter 80000, validation error 0.757000 %
epoch 4, iter 80000, train minibatch error 0.000000 %
epoch 4, iter 80000, train buffer error 0.700000 %
patience =  159998 0.99 159998
training @ iter =  80000 , cost =  0.00227345060557
training @ iter =  80100 , cost =  0.000763200456277
training @ iter =  80200 , cost =  0.00682801939547
training @ iter =  80300 , cost =  0.0318476259708
training @ iter =  80400 , cost =  0.00360176595859
training @ iter =  80500 , cost =  0.005638174247
training @ iter =  80600 , cost =  0.00258411187679
training @ iter =  80700 , cost =  0.051588896662
training @ iter =  80800 , cost =  0.00520690809935
training @ iter =  80900 , cost =  0.0488369688392
training @ iter =  81000 , cost =  0.00129921198823
training @ iter =  81100 , cost =  0.0168108586222
training @ iter =  81200 , cost =  0.00827704463154
training @ iter =  81300 , cost =  0.139457449317
