Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [32 64 64 64] (4,)
epoch 2, iter 42000, validation error 0.850000 %
epoch 2, iter 42000, train minibatch error 0.000000 %
epoch 2, iter 42000, train buffer error 0.900000 %
patience =  83998 0.99 83998
training @ iter =  42000 , cost =  0.00141316803638
training @ iter =  42100 , cost =  0.0026121896226
training @ iter =  42200 , cost =  0.0115814171731
training @ iter =  42300 , cost =  0.00736763840541
training @ iter =  42400 , cost =  0.0145403752103
training @ iter =  42500 , cost =  0.0264526158571
training @ iter =  42600 , cost =  0.0171968881041
training @ iter =  42700 , cost =  0.036346629262
training @ iter =  42800 , cost =  0.0210534483194
training @ iter =  42900 , cost =  0.110143378377
training @ iter =  43000 , cost =  0.0168804321438
training @ iter =  43100 , cost =  0.00748846540228
training @ iter =  43200 , cost =  0.00567713333294
training @ iter =  43300 , cost =  0.00440731178969
training @ iter =  43400 , cost =  0.0049667833373
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  43500 , cost =  0.00198013451882
--> train minibatch error =  0.14
-->  19 6150 chunk_4_50000.pkl
training @ iter =  43600 , cost =  0.0154477711767
--> train minibatch error =  0.14
-->  19 8950 chunk_4_50000.pkl
training @ iter =  43700 , cost =  0.0475466474891
training @ iter =  43800 , cost =  0.00899511855096
training @ iter =  43900 , cost =  0.0021326681599
--> train minibatch error =  0.12
-->  19 25550 chunk_4_50000.pkl
iter  43999  validation
epoch 2, iter 44000, validation loss 0.029358
epoch 2, iter 44000, validation error 0.943000 %
epoch 2, iter 44000, train minibatch error 2.000000 %
epoch 2, iter 44000, train buffer error 0.600000 %
training @ iter =  44000 , cost =  0.0131840147078
training @ iter =  44100 , cost =  0.0105456290767
training @ iter =  44200 , cost =  0.0584970340133
training @ iter =  44300 , cost =  0.0609559267759
training @ iter =  44400 , cost =  0.0113816214725
training @ iter =  44500 , cost =  0.00231302226894
--> train minibatch error =  0.24
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.12
-->  20 5950 chunk_5_50000.pkl
training @ iter =  44600 , cost =  0.021683735773
training @ iter =  44700 , cost =  0.0234716553241
training @ iter =  44800 , cost =  0.0991039276123
training @ iter =  44900 , cost =  0.00505053531379
training @ iter =  45000 , cost =  0.00662842113525
training @ iter =  45100 , cost =  0.0329993441701
training @ iter =  45200 , cost =  0.00106541218702
training @ iter =  45300 , cost =  0.0102838454768
training @ iter =  45400 , cost =  0.109994851053
training @ iter =  45500 , cost =  0.0063048498705
training @ iter =  45600 , cost =  0.143210291862
training @ iter =  45700 , cost =  0.0172211956233
training @ iter =  45800 , cost =  0.0884600803256
training @ iter =  45900 , cost =  0.00164352532011
iter  45999  validation
epoch 2, iter 46000, validation loss 0.026098
epoch 2, iter 46000, validation error 0.818000 %
epoch 2, iter 46000, train minibatch error 0.000000 %
epoch 2, iter 46000, train buffer error 0.500000 %
patience =  91998 0.99 91998
training @ iter =  46000 , cost =  0.00381892570294
training @ iter =  46100 , cost =  0.037705488503
training @ iter =  46200 , cost =  0.00329755549319
training @ iter =  46300 , cost =  0.0323663689196
training @ iter =  46400 , cost =  0.0109346155077
training @ iter =  46500 , cost =  0.147760644555
training @ iter =  46600 , cost =  0.128240719438
training @ iter =  46700 , cost =  0.0234054606408
training @ iter =  46800 , cost =  0.0275587085634
training @ iter =  46900 , cost =  0.00763050187379
training @ iter =  47000 , cost =  0.0499341003597
training @ iter =  47100 , cost =  0.0514808371663
training @ iter =  47200 , cost =  0.00450891582295
training @ iter =  47300 , cost =  0.00981330126524
training @ iter =  47400 , cost =  0.0162860825658
training @ iter =  47500 , cost =  0.0126727446914
training @ iter =  47600 , cost =  0.00345070427284
training @ iter =  47700 , cost =  0.095465041697
training @ iter =  47800 , cost =  0.0198039505631
--> train minibatch error =  0.12
-->  23 21400 chunk_8_50000.pkl
training @ iter =  47900 , cost =  0.0184069927782
--> train minibatch error =  0.14
-->  23 25950 chunk_8_50000.pkl
iter  47999  validation
epoch 2, iter 48000, validation loss 0.028328
epoch 2, iter 48000, validation error 0.878000 %
epoch 2, iter 48000, train minibatch error 0.000000 %
epoch 2, iter 48000, train buffer error 0.400000 %
training @ iter =  48000 , cost =  0.00341670098715
--> train minibatch error =  0.12
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.14
-->  23 31950 chunk_8_50000.pkl
--> train minibatch error =  0.28
-->  23 32000 chunk_8_50000.pkl
--> train minibatch error =  0.18
-->  23 32050 chunk_8_50000.pkl
training @ iter =  48100 , cost =  0.0715177878737
training @ iter =  48200 , cost =  0.00402556359768
training @ iter =  48300 , cost =  0.00578265124932
training @ iter =  48400 , cost =  0.00238335644826
training @ iter =  48500 , cost =  0.00496571138501
training @ iter =  48600 , cost =  0.0530789531767
training @ iter =  48700 , cost =  0.00275512458757
--> train minibatch error =  0.12
-->  24 16450 chunk_9_50000.pkl
training @ iter =  48800 , cost =  0.0165434293449
training @ iter =  48900 , cost =  0.00182882416993
training @ iter =  49000 , cost =  0.0281226485968
training @ iter =  49100 , cost =  0.0077025317587
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.54
-->  24 34800 chunk_9_50000.pkl
--> train minibatch error =  0.42
-->  24 34850 chunk_9_50000.pkl
training @ iter =  49200 , cost =  0.0080972937867
training @ iter =  49300 , cost =  0.0616247542202
training @ iter =  49400 , cost =  0.00610029976815
training @ iter =  49500 , cost =  0.0288407783955
training @ iter =  49600 , cost =  0.00185171829071
training @ iter =  49700 , cost =  0.0115529140458
training @ iter =  49800 , cost =  0.00301742437296
training @ iter =  49900 , cost =  0.0260800030082
Learning rate:  0.05
iter  49999  validation
epoch 3, iter 50000, validation loss 0.026747
epoch 3, iter 50000, validation error 0.856000 %
epoch 3, iter 50000, train minibatch error 0.000000 %
epoch 3, iter 50000, train buffer error 0.800000 %
training @ iter =  50000 , cost =  0.00241060229018
--> train minibatch error =  0.12
-->  0 29050 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 31200 chunk_10_50000.pkl
training @ iter =  50100 , cost =  0.00549104763195
training @ iter =  50200 , cost =  0.0319140329957
training @ iter =  50300 , cost =  0.0034273469355
training @ iter =  50400 , cost =  0.161747336388
training @ iter =  50500 , cost =  0.0341637171805
training @ iter =  50600 , cost =  0.0621114745736
training @ iter =  50700 , cost =  0.006367710419
--> train minibatch error =  0.12
-->  1 16150 chunk_11_50000.pkl
training @ iter =  50800 , cost =  0.0224225800484
training @ iter =  50900 , cost =  0.00226918864064
training @ iter =  51000 , cost =  0.00821019150317
training @ iter =  51100 , cost =  0.0420949086547
training @ iter =  51200 , cost =  0.00180207495578
training @ iter =  51300 , cost =  0.0133130764589
training @ iter =  51400 , cost =  0.00290460581891
training @ iter =  51500 , cost =  0.00255486578681
--> train minibatch error =  0.16
-->  2 6500 chunk_12_50000.pkl
training @ iter =  51600 , cost =  0.0549725927413
training @ iter =  51700 , cost =  0.00362785812467
training @ iter =  51800 , cost =  0.00159642461222
training @ iter =  51900 , cost =  0.000924658204895
iter  51999  validation
epoch 3, iter 52000, validation loss 0.025879
epoch 3, iter 52000, validation error 0.833000 %
epoch 3, iter 52000, train minibatch error 2.000000 %
epoch 3, iter 52000, train buffer error 1.100000 %
training @ iter =  52000 , cost =  0.00243865791708
training @ iter =  52100 , cost =  0.00830461177975
training @ iter =  52200 , cost =  0.0671087801456
training @ iter =  52300 , cost =  0.00956819113344
--> train minibatch error =  0.12
-->  2 44550 chunk_12_50000.pkl
training @ iter =  52400 , cost =  0.00268844608217
training @ iter =  52500 , cost =  0.00599471852183
--> train minibatch error =  0.12
-->  3 3550 chunk_13_50000.pkl
training @ iter =  52600 , cost =  0.257550388575
training @ iter =  52700 , cost =  0.116540767252
training @ iter =  52800 , cost =  0.00224557914771
training @ iter =  52900 , cost =  0.0750873163342
--> train minibatch error =  0.12
-->  3 27500 chunk_13_50000.pkl
training @ iter =  53000 , cost =  0.0454072095454
training @ iter =  53100 , cost =  0.112728700042
--> train minibatch error =  0.14
-->  3 34000 chunk_13_50000.pkl
training @ iter =  53200 , cost =  0.038384962827
training @ iter =  53300 , cost =  0.0684485659003
training @ iter =  53400 , cost =  0.00242828042246
training @ iter =  53500 , cost =  0.0032551700715
training @ iter =  53600 , cost =  0.0640390664339
training @ iter =  53700 , cost =  0.0222797412425
training @ iter =  53800 , cost =  0.000844920636155
training @ iter =  53900 , cost =  0.0576876960695
iter  53999  validation
epoch 3, iter 54000, validation loss 0.024200
epoch 3, iter 54000, validation error 0.770000 %
epoch 3, iter 54000, train minibatch error 0.000000 %
epoch 3, iter 54000, train buffer error 0.500000 %
patience =  107998 0.99 107998
training @ iter =  54000 , cost =  0.0241727884859
training @ iter =  54100 , cost =  0.046713091433
training @ iter =  54200 , cost =  0.0288198143244
training @ iter =  54300 , cost =  0.00689197517931
training @ iter =  54400 , cost =  0.0110791316256
training @ iter =  54500 , cost =  0.0433731079102
training @ iter =  54600 , cost =  0.00204517249949
training @ iter =  54700 , cost =  0.109732493758
training @ iter =  54800 , cost =  0.0492872223258
training @ iter =  54900 , cost =  0.00662982836366
training @ iter =  55000 , cost =  0.00753073580563
training @ iter =  55100 , cost =  0.0408288985491
training @ iter =  55200 , cost =  0.12137837708
training @ iter =  55300 , cost =  0.0356639251113
training @ iter =  55400 , cost =  0.0370961949229
training @ iter =  55500 , cost =  0.0131112728268
training @ iter =  55600 , cost =  0.00194194214419
training @ iter =  55700 , cost =  0.00212047016248
training @ iter =  55800 , cost =  0.0737396925688
training @ iter =  55900 , cost =  0.0213706567883
iter  55999  validation
epoch 3, iter 56000, validation loss 0.023926
epoch 3, iter 56000, validation error 0.734000 %
epoch 3, iter 56000, train minibatch error 0.000000 %
epoch 3, iter 56000, train buffer error 0.300000 %
patience =  111998 0.99 111998
training @ iter =  56000 , cost =  0.0062237852253
training @ iter =  56100 , cost =  0.0216656979173
training @ iter =  56200 , cost =  0.00190935027786
training @ iter =  56300 , cost =  0.00246338825673
training @ iter =  56400 , cost =  0.00269130221568
training @ iter =  56500 , cost =  0.00967997219414
training @ iter =  56600 , cost =  0.00511148339137
training @ iter =  56700 , cost =  0.0172981005162
training @ iter =  56800 , cost =  0.0514720343053
training @ iter =  56900 , cost =  0.0616848580539
training @ iter =  57000 , cost =  0.00783315859735
training @ iter =  57100 , cost =  0.0119557837024
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
training @ iter =  57200 , cost =  0.0161785148084
training @ iter =  57300 , cost =  0.0670345872641
training @ iter =  57400 , cost =  0.0137940859422
training @ iter =  57500 , cost =  0.0200744364411
--> train minibatch error =  0.14
-->  8 4750 chunk_18_50000.pkl
training @ iter =  57600 , cost =  0.0797018483281
training @ iter =  57700 , cost =  0.0108127137646
training @ iter =  57800 , cost =  0.0251571107656
training @ iter =  57900 , cost =  0.043619915843
iter  57999  validation
epoch 3, iter 58000, validation loss 0.024617
epoch 3, iter 58000, validation error 0.777000 %
epoch 3, iter 58000, train minibatch error 0.000000 %
epoch 3, iter 58000, train buffer error 0.400000 %
training @ iter =  58000 , cost =  0.0795736014843
--> train minibatch error =  0.14
-->  8 30300 chunk_18_50000.pkl
--> train minibatch error =  0.26
-->  8 30350 chunk_18_50000.pkl
--> train minibatch error =  0.16
-->  8 30400 chunk_18_50000.pkl
training @ iter =  58100 , cost =  0.113150052726
--> train minibatch error =  0.16
-->  8 33600 chunk_18_50000.pkl
training @ iter =  58200 , cost =  0.032991591841
training @ iter =  58300 , cost =  0.00384641555138
training @ iter =  58400 , cost =  0.00895902421325
training @ iter =  58500 , cost =  0.0743222311139
training @ iter =  58600 , cost =  0.0736396312714
training @ iter =  58700 , cost =  0.126932501793
training @ iter =  58800 , cost =  0.00328872585669
training @ iter =  58900 , cost =  0.0282746497542
training @ iter =  59000 , cost =  0.119586423039
training @ iter =  59100 , cost =  0.0235676523298
training @ iter =  59200 , cost =  0.161226257682
training @ iter =  59300 , cost =  0.00689360313118
training @ iter =  59400 , cost =  0.0492002442479
training @ iter =  59500 , cost =  0.0945518985391
training @ iter =  59600 , cost =  0.0280893221498
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
--> train minibatch error =  0.12
-->  10 12600 chunk_20_50000.pkl
training @ iter =  59700 , cost =  0.0140316132456
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  59800 , cost =  0.00509357079864
training @ iter =  59900 , cost =  0.00659281015396
iter  59999  validation
epoch 3, iter 60000, validation loss 0.024122
epoch 3, iter 60000, validation error 0.741000 %
epoch 3, iter 60000, train minibatch error 0.000000 %
epoch 3, iter 60000, train buffer error 0.600000 %
training @ iter =  60000 , cost =  0.00878861919045
training @ iter =  60100 , cost =  0.00896885246038
training @ iter =  60200 , cost =  0.0721917077899
training @ iter =  60300 , cost =  0.00957808084786
training @ iter =  60400 , cost =  0.00276007503271
training @ iter =  60500 , cost =  0.00175897683948
training @ iter =  60600 , cost =  0.00141917739529
training @ iter =  60700 , cost =  0.00100636924617
training @ iter =  60800 , cost =  0.0176587011665
training @ iter =  60900 , cost =  0.00934451352805
training @ iter =  61000 , cost =  0.00274524698034
training @ iter =  61100 , cost =  0.016929641366
training @ iter =  61200 , cost =  0.00209911982529
training @ iter =  61300 , cost =  0.00542706623673
training @ iter =  61400 , cost =  0.00777717866004
--> train minibatch error =  0.14
-->  12 750 chunk_22_50000.pkl
training @ iter =  61500 , cost =  0.0951656326652
training @ iter =  61600 , cost =  0.0667808055878
training @ iter =  61700 , cost =  0.0386282429099
training @ iter =  61800 , cost =  0.0168654285371
training @ iter =  61900 , cost =  0.00154970225412
iter  61999  validation
epoch 3, iter 62000, validation loss 0.023577
epoch 3, iter 62000, validation error 0.752000 %
epoch 3, iter 62000, train minibatch error 2.000000 %
epoch 3, iter 62000, train buffer error 0.700000 %
training @ iter =  62000 , cost =  0.0101620433852
training @ iter =  62100 , cost =  0.00106289377436
training @ iter =  62200 , cost =  0.00656093517318
training @ iter =  62300 , cost =  0.00296992040239
training @ iter =  62400 , cost =  0.00317630823702
training @ iter =  62500 , cost =  0.00690370099619
training @ iter =  62600 , cost =  0.00156895583495
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  62700 , cost =  0.0021361305844
training @ iter =  62800 , cost =  0.0184354670346
training @ iter =  62900 , cost =  0.0103145865723
training @ iter =  63000 , cost =  0.00639500375837
training @ iter =  63100 , cost =  0.171809762716
training @ iter =  63200 , cost =  0.00532747153193
training @ iter =  63300 , cost =  0.00400529848412
training @ iter =  63400 , cost =  0.00940143875778
training @ iter =  63500 , cost =  0.00390905374661
training @ iter =  63600 , cost =  0.0118348849937
training @ iter =  63700 , cost =  0.0101847145706
training @ iter =  63800 , cost =  0.00503487419337
training @ iter =  63900 , cost =  0.0435656532645
iter  63999  validation
epoch 3, iter 64000, validation loss 0.027021
epoch 3, iter 64000, validation error 0.846000 %
epoch 3, iter 64000, train minibatch error 0.000000 %
epoch 3, iter 64000, train buffer error 0.500000 %
training @ iter =  64000 , cost =  0.00148669746704
training @ iter =  64100 , cost =  0.00348603539169
--> train minibatch error =  0.14
-->  14 36450 chunk_24_50000.pkl
training @ iter =  64200 , cost =  0.00768818985671
training @ iter =  64300 , cost =  0.00177504541352
training @ iter =  64400 , cost =  0.00663681281731
training @ iter =  64500 , cost =  0.0141765046865
training @ iter =  64600 , cost =  0.00240760692395
training @ iter =  64700 , cost =  0.0837473273277
training @ iter =  64800 , cost =  0.00111590744928
training @ iter =  64900 , cost =  0.00124233262613
training @ iter =  65000 , cost =  0.00379610597156
training @ iter =  65100 , cost =  0.00202163751237
training @ iter =  65200 , cost =  0.0567270889878
training @ iter =  65300 , cost =  0.0352650023997
training @ iter =  65400 , cost =  0.00460892636329
training @ iter =  65500 , cost =  0.163747310638
training @ iter =  65600 , cost =  0.00182674254756
training @ iter =  65700 , cost =  0.00828941445798
training @ iter =  65800 , cost =  0.0615618787706
training @ iter =  65900 , cost =  0.00170523580164
iter  65999  validation
epoch 3, iter 66000, validation loss 0.024268
epoch 3, iter 66000, validation error 0.760000 %
epoch 3, iter 66000, train minibatch error 0.000000 %
epoch 3, iter 66000, train buffer error 0.400000 %
training @ iter =  66000 , cost =  0.0166106130928
training @ iter =  66100 , cost =  0.0336851738393
training @ iter =  66200 , cost =  0.0177943985909
training @ iter =  66300 , cost =  0.198310226202
training @ iter =  66400 , cost =  0.00278399256058
--> train minibatch error =  0.14
-->  16 49400 chunk_26_50000.pkl
training @ iter =  66500 , cost =  0.048672337085
training @ iter =  66600 , cost =  0.00102954090107
training @ iter =  66700 , cost =  0.141260847449
training @ iter =  66800 , cost =  0.00166779372375
training @ iter =  66900 , cost =  0.00607154145837
training @ iter =  67000 , cost =  0.00226620119065
training @ iter =  67100 , cost =  0.0122013315558
training @ iter =  67200 , cost =  0.0023477950599
training @ iter =  67300 , cost =  0.031143059954
training @ iter =  67400 , cost =  0.00231479364447
training @ iter =  67500 , cost =  0.00102184794378
training @ iter =  67600 , cost =  0.0182285252959
training @ iter =  67700 , cost =  0.0225049704313
training @ iter =  67800 , cost =  0.00173196103424
training @ iter =  67900 , cost =  0.00541291665286
iter  67999  validation
epoch 3, iter 68000, validation loss 0.023242
epoch 3, iter 68000, validation error 0.731000 %
epoch 3, iter 68000, train minibatch error 2.000000 %
epoch 3, iter 68000, train buffer error 0.900000 %
training @ iter =  68000 , cost =  0.0122293354943
training @ iter =  68100 , cost =  0.00283135776408
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  68200 , cost =  0.00707898335531
--> train minibatch error =  0.12
-->  19 6150 chunk_4_50000.pkl
training @ iter =  68300 , cost =  0.00568765634671
training @ iter =  68400 , cost =  0.00230146199465
training @ iter =  68500 , cost =  0.0104675982147
training @ iter =  68600 , cost =  0.0563415773213
--> train minibatch error =  0.12
-->  19 25550 chunk_4_50000.pkl
training @ iter =  68700 , cost =  0.02415211685
training @ iter =  68800 , cost =  0.103684872389
training @ iter =  68900 , cost =  0.078471377492
training @ iter =  69000 , cost =  0.071337506175
training @ iter =  69100 , cost =  0.00997056625783
training @ iter =  69200 , cost =  0.0738793164492
--> train minibatch error =  0.26
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.14
-->  20 5950 chunk_5_50000.pkl
training @ iter =  69300 , cost =  0.0377228222787
training @ iter =  69400 , cost =  0.0371146388352
training @ iter =  69500 , cost =  0.0057731680572
training @ iter =  69600 , cost =  0.00235708733089
training @ iter =  69700 , cost =  0.124945171177
training @ iter =  69800 , cost =  0.00564630702138
training @ iter =  69900 , cost =  0.0168951563537
iter  69999  validation
epoch 3, iter 70000, validation loss 0.023285
epoch 3, iter 70000, validation error 0.725000 %
epoch 3, iter 70000, train minibatch error 0.000000 %
epoch 3, iter 70000, train buffer error 0.400000 %
patience =  139998 0.99 139998
training @ iter =  70000 , cost =  0.0359649881721
training @ iter =  70100 , cost =  0.0042515443638
training @ iter =  70200 , cost =  0.0234733317047
training @ iter =  70300 , cost =  0.0170743521303
training @ iter =  70400 , cost =  0.0503576993942
training @ iter =  70500 , cost =  0.0619298890233
training @ iter =  70600 , cost =  0.00155148655176
training @ iter =  70700 , cost =  0.00581064354628
training @ iter =  70800 , cost =  0.0150246433914
training @ iter =  70900 , cost =  0.030416212976
training @ iter =  71000 , cost =  0.00184524920769
training @ iter =  71100 , cost =  0.00569953676313
training @ iter =  71200 , cost =  0.00371644506231
training @ iter =  71300 , cost =  0.0346141569316
training @ iter =  71400 , cost =  0.009820449166
training @ iter =  71500 , cost =  0.0149439200759
training @ iter =  71600 , cost =  0.00345989014022
training @ iter =  71700 , cost =  0.00133787875529
training @ iter =  71800 , cost =  0.00616129813716
training @ iter =  71900 , cost =  0.00737195089459
iter  71999  validation
epoch 3, iter 72000, validation loss 0.023326
epoch 3, iter 72000, validation error 0.738000 %
epoch 3, iter 72000, train minibatch error 0.000000 %
epoch 3, iter 72000, train buffer error 0.800000 %
training @ iter =  72000 , cost =  0.0632801353931
training @ iter =  72100 , cost =  0.036107648164
training @ iter =  72200 , cost =  0.00216188514605
training @ iter =  72300 , cost =  0.000906420638785
training @ iter =  72400 , cost =  0.0161265674978
training @ iter =  72500 , cost =  0.00245751254261
--> train minibatch error =  0.12
-->  23 21400 chunk_8_50000.pkl
training @ iter =  72600 , cost =  0.0741999596357
training @ iter =  72700 , cost =  0.0101404953748
training @ iter =  72800 , cost =  0.00132846040651
--> train minibatch error =  0.14
-->  23 31900 chunk_8_50000.pkl
training @ iter =  72900 , cost =  0.0488206669688
training @ iter =  73000 , cost =  0.0203184653074
training @ iter =  73100 , cost =  0.00107905780897
training @ iter =  73200 , cost =  0.0149653386325
training @ iter =  73300 , cost =  0.0113586662337
training @ iter =  73400 , cost =  0.163990676403
training @ iter =  73500 , cost =  0.00752747477964
training @ iter =  73600 , cost =  0.00108727952465
training @ iter =  73700 , cost =  0.00404935888946
training @ iter =  73800 , cost =  0.00498980702832
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.16
-->  24 34750 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 34800 chunk_9_50000.pkl
--> train minibatch error =  0.24
-->  24 34850 chunk_9_50000.pkl
training @ iter =  73900 , cost =  0.0800185129046
iter  73999  validation
epoch 3, iter 74000, validation loss 0.023507
epoch 3, iter 74000, validation error 0.738000 %
epoch 3, iter 74000, train minibatch error 2.000000 %
epoch 3, iter 74000, train buffer error 0.400000 %
training @ iter =  74000 , cost =  0.00670817540959
training @ iter =  74100 , cost =  0.0134031828493
training @ iter =  74200 , cost =  0.00628190627322
training @ iter =  74300 , cost =  0.105449065566
training @ iter =  74400 , cost =  0.00716232135892
training @ iter =  74500 , cost =  0.0325747318566
training @ iter =  74600 , cost =  0.0257938317955
training @ iter =  74700 , cost =  0.0187134351581
training @ iter =  74800 , cost =  0.0473684407771
training @ iter =  74900 , cost =  0.00865007564425
training @ iter =  75000 , cost =  0.00436302786693
training @ iter =  75100 , cost =  0.00426452979445
training @ iter =  75200 , cost =  0.00289208465256
training @ iter =  75300 , cost =  0.0459243692458
training @ iter =  75400 , cost =  0.0177632905543
--> train minibatch error =  0.14
-->  1 16150 chunk_11_50000.pkl
training @ iter =  75500 , cost =  0.0352457538247
training @ iter =  75600 , cost =  0.00149157375563
training @ iter =  75700 , cost =  0.00800933409482
training @ iter =  75800 , cost =  0.0253334697336
training @ iter =  75900 , cost =  0.00262073404156
iter  75999  validation
epoch 4, iter 76000, validation loss 0.023718
epoch 4, iter 76000, validation error 0.731000 %
epoch 4, iter 76000, train minibatch error 2.000000 %
epoch 4, iter 76000, train buffer error 0.400000 %
training @ iter =  76000 , cost =  0.0184876210988
training @ iter =  76100 , cost =  0.00135786249302
training @ iter =  76200 , cost =  0.0170366838574
--> train minibatch error =  0.16
-->  2 6500 chunk_12_50000.pkl
training @ iter =  76300 , cost =  0.184507444501
training @ iter =  76400 , cost =  0.008853668347
training @ iter =  76500 , cost =  0.0061982255429
training @ iter =  76600 , cost =  0.00305204628967
training @ iter =  76700 , cost =  0.00197474006563
training @ iter =  76800 , cost =  0.244349077344
training @ iter =  76900 , cost =  0.0180829390883
training @ iter =  77000 , cost =  0.0113253686577
training @ iter =  77100 , cost =  0.00223867525347
training @ iter =  77200 , cost =  0.0130742266774
training @ iter =  77300 , cost =  0.0607445426285
training @ iter =  77400 , cost =  0.00553304515779
training @ iter =  77500 , cost =  0.00835516676307
training @ iter =  77600 , cost =  0.0312766805291
training @ iter =  77700 , cost =  0.0020119601395
training @ iter =  77800 , cost =  0.0563191361725
--> train minibatch error =  0.14
-->  3 34000 chunk_13_50000.pkl
training @ iter =  77900 , cost =  0.0514924526215
iter  77999  validation
epoch 4, iter 78000, validation loss 0.023962
epoch 4, iter 78000, validation error 0.734000 %
epoch 4, iter 78000, train minibatch error 0.000000 %
epoch 4, iter 78000, train buffer error 0.000000 %
training @ iter =  78000 , cost =  0.00460899947211
training @ iter =  78100 , cost =  0.0041119097732
training @ iter =  78200 , cost =  0.0279426146299
training @ iter =  78300 , cost =  0.00113464822061
training @ iter =  78400 , cost =  0.00217018090189
training @ iter =  78500 , cost =  0.000646679254714
training @ iter =  78600 , cost =  0.108733326197
training @ iter =  78700 , cost =  0.0640550628304
training @ iter =  78800 , cost =  0.00637425901368
training @ iter =  78900 , cost =  0.291545033455
training @ iter =  79000 , cost =  0.00238782400265
training @ iter =  79100 , cost =  0.000855729565956
training @ iter =  79200 , cost =  0.0862237662077
training @ iter =  79300 , cost =  0.0043000234291
training @ iter =  79400 , cost =  0.00331310112961
training @ iter =  79500 , cost =  0.0105768190697
training @ iter =  79600 , cost =  0.0574754998088
training @ iter =  79700 , cost =  0.00680622598156
training @ iter =  79800 , cost =  0.00927740335464
training @ iter =  79900 , cost =  0.0292844362557
iter  79999  validation
epoch 4, iter 80000, validation loss 0.022429
epoch 4, iter 80000, validation error 0.709000 %
epoch 4, iter 80000, train minibatch error 0.000000 %
epoch 4, iter 80000, train buffer error 0.400000 %
patience =  159998 0.99 159998
training @ iter =  80000 , cost =  0.0022507419344
training @ iter =  80100 , cost =  0.000955620256718
training @ iter =  80200 , cost =  0.00129853759427
training @ iter =  80300 , cost =  0.0385395586491
training @ iter =  80400 , cost =  0.00156425859313
training @ iter =  80500 , cost =  0.0031584603712
training @ iter =  80600 , cost =  0.00225362856872
training @ iter =  80700 , cost =  0.0648171007633
training @ iter =  80800 , cost =  0.00630222074687
training @ iter =  80900 , cost =  0.0540775693953
training @ iter =  81000 , cost =  0.00104774977081
training @ iter =  81100 , cost =  0.0177241899073
training @ iter =  81200 , cost =  0.00468598585576
training @ iter =  81300 , cost =  0.124740846455
training @ iter =  81400 , cost =  0.00528710242361
training @ iter =  81500 , cost =  0.10811419785
training @ iter =  81600 , cost =  0.00666966754943
training @ iter =  81700 , cost =  0.00214119558223
training @ iter =  81800 , cost =  0.104205459356
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
training @ iter =  81900 , cost =  0.072822637856
iter  81999  validation
epoch 4, iter 82000, validation loss 0.025164
epoch 4, iter 82000, validation error 0.773000 %
epoch 4, iter 82000, train minibatch error 2.000000 %
epoch 4, iter 82000, train buffer error 1.200000 %
training @ iter =  82000 , cost =  0.013514585793
training @ iter =  82100 , cost =  0.0361193977296
training @ iter =  82200 , cost =  0.0108624193817
--> train minibatch error =  0.12
-->  8 4750 chunk_18_50000.pkl
training @ iter =  82300 , cost =  0.00210200995207
training @ iter =  82400 , cost =  0.00570653565228
training @ iter =  82500 , cost =  0.00294441054575
training @ iter =  82600 , cost =  0.00468095997348
training @ iter =  82700 , cost =  0.00730790989473
--> train minibatch error =  0.12
-->  8 30300 chunk_18_50000.pkl
--> train minibatch error =  0.14
-->  8 30350 chunk_18_50000.pkl
--> train minibatch error =  0.2
-->  8 30400 chunk_18_50000.pkl
training @ iter =  82800 , cost =  0.00127301132306
--> train minibatch error =  0.18
-->  8 33600 chunk_18_50000.pkl
training @ iter =  82900 , cost =  0.00421944539994
training @ iter =  83000 , cost =  0.0212299339473
training @ iter =  83100 , cost =  0.219317615032
training @ iter =  83200 , cost =  0.00536444736645
training @ iter =  83300 , cost =  0.00193619390484
training @ iter =  83400 , cost =  0.0114358160645
training @ iter =  83500 , cost =  0.00103724817745
training @ iter =  83600 , cost =  0.00434884894639
training @ iter =  83700 , cost =  0.00459770672023
--> train minibatch error =  0.14
-->  9 29850 chunk_19_50000.pkl
training @ iter =  83800 , cost =  0.0307127758861
training @ iter =  83900 , cost =  0.00322649837472
