Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [20 50] (2,)
training @ iter =  80400 , cost =  0.0024131743703
training @ iter =  80500 , cost =  0.00354287051596
training @ iter =  80600 , cost =  0.00230303849094
training @ iter =  80700 , cost =  0.0570634640753
training @ iter =  80800 , cost =  0.00608884589747
training @ iter =  80900 , cost =  0.0298331566155
training @ iter =  81000 , cost =  0.00308094942011
training @ iter =  81100 , cost =  0.0427439361811
training @ iter =  81200 , cost =  0.0134660247713
training @ iter =  81300 , cost =  0.08311393857
training @ iter =  81400 , cost =  0.00411809887737
training @ iter =  81500 , cost =  0.120020017028
training @ iter =  81600 , cost =  0.00632998812944
training @ iter =  81700 , cost =  0.0120278177783
training @ iter =  81800 , cost =  0.073658131063
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 34400 chunk_17_50000.pkl
training @ iter =  81900 , cost =  0.0658894851804
iter  81999  validation
epoch 4, iter 82000, validation error 0.832000 %
epoch 4, iter 82000, train minibatch error 2.000000 %
epoch 4, iter 82000, train buffer error 1.200000 %
training @ iter =  82000 , cost =  0.088227301836
training @ iter =  82100 , cost =  0.0467253290117
training @ iter =  82200 , cost =  0.011770660989
--> train minibatch error =  0.16
-->  8 4750 chunk_18_50000.pkl
training @ iter =  82300 , cost =  0.00253241625614
training @ iter =  82400 , cost =  0.026747463271
training @ iter =  82500 , cost =  0.00425558490679
training @ iter =  82600 , cost =  0.0028294804506
training @ iter =  82700 , cost =  0.00786622986197
--> train minibatch error =  0.14
-->  8 30300 chunk_18_50000.pkl
--> train minibatch error =  0.26
-->  8 30350 chunk_18_50000.pkl
--> train minibatch error =  0.16
-->  8 30400 chunk_18_50000.pkl
training @ iter =  82800 , cost =  0.00237638363615
--> train minibatch error =  0.12
-->  8 33600 chunk_18_50000.pkl
training @ iter =  82900 , cost =  0.0034282442648
training @ iter =  83000 , cost =  0.0133533598855
training @ iter =  83100 , cost =  0.268439114094
training @ iter =  83200 , cost =  0.0131293777376
training @ iter =  83300 , cost =  0.00318515836261
training @ iter =  83400 , cost =  0.00666278228164
training @ iter =  83500 , cost =  0.00237166858278
training @ iter =  83600 , cost =  0.00151871901471
training @ iter =  83700 , cost =  0.0178913492709
--> train minibatch error =  0.16
-->  9 29850 chunk_19_50000.pkl
training @ iter =  83800 , cost =  0.0150011386722
--> train minibatch error =  0.12
-->  9 35350 chunk_19_50000.pkl
training @ iter =  83900 , cost =  0.00328051205724
iter  83999  validation
epoch 4, iter 84000, validation error 0.801000 %
epoch 4, iter 84000, train minibatch error 2.000000 %
epoch 4, iter 84000, train buffer error 0.700000 %
training @ iter =  84000 , cost =  0.0569348968565
training @ iter =  84100 , cost =  0.0198310445994
training @ iter =  84200 , cost =  0.0386965274811
training @ iter =  84300 , cost =  0.00414711609483
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
training @ iter =  84400 , cost =  0.00562459044158
training @ iter =  84500 , cost =  0.046715144068
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  84600 , cost =  0.0102470135316
training @ iter =  84700 , cost =  0.00223641027696
training @ iter =  84800 , cost =  0.00690726144239
training @ iter =  84900 , cost =  0.00512632122263
training @ iter =  85000 , cost =  0.00632076244801
training @ iter =  85100 , cost =  0.0032908951398
training @ iter =  85200 , cost =  0.0120686376467
training @ iter =  85300 , cost =  0.0191619936377
training @ iter =  85400 , cost =  0.00143322709482
training @ iter =  85500 , cost =  0.00790245272219
training @ iter =  85600 , cost =  0.0642314851284
training @ iter =  85700 , cost =  0.0428130328655
training @ iter =  85800 , cost =  0.0183167811483
training @ iter =  85900 , cost =  0.026812074706
iter  85999  validation
epoch 4, iter 86000, validation error 1.473000 %
epoch 4, iter 86000, train minibatch error 0.000000 %
epoch 4, iter 86000, train buffer error 1.900000 %
training @ iter =  86000 , cost =  0.00670118816197
training @ iter =  86100 , cost =  0.00178277271334
--> train minibatch error =  0.14
-->  12 750 chunk_22_50000.pkl
training @ iter =  86200 , cost =  0.0112806018442
training @ iter =  86300 , cost =  0.00465295556933
training @ iter =  86400 , cost =  0.00788911804557
training @ iter =  86500 , cost =  0.00523427408189
training @ iter =  86600 , cost =  0.0061150752008
training @ iter =  86700 , cost =  0.00087343895575
training @ iter =  86800 , cost =  0.15017272532
training @ iter =  86900 , cost =  0.0806560963392
training @ iter =  87000 , cost =  0.00189123791642
training @ iter =  87100 , cost =  0.00291387969628
training @ iter =  87200 , cost =  0.0203264672309
training @ iter =  87300 , cost =  0.00208866898902
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  87400 , cost =  0.00302178272977
training @ iter =  87500 , cost =  0.00328727671877
training @ iter =  87600 , cost =  0.0164689738303
training @ iter =  87700 , cost =  0.0144399190322
training @ iter =  87800 , cost =  0.106990031898
training @ iter =  87900 , cost =  0.00094041437842
iter  87999  validation
epoch 4, iter 88000, validation error 0.773000 %
epoch 4, iter 88000, train minibatch error 0.000000 %
epoch 4, iter 88000, train buffer error 0.600000 %
patience =  175998 0.99 175998
FPR, FNR =  0.0100958799031 0.00536970814504
training @ iter =  88000 , cost =  0.0104678450152
training @ iter =  88100 , cost =  0.00143315526657
training @ iter =  88200 , cost =  0.0323021374643
training @ iter =  88300 , cost =  0.0852621197701
training @ iter =  88400 , cost =  0.00133442832157
training @ iter =  88500 , cost =  0.00158603908494
training @ iter =  88600 , cost =  0.00136111560278
training @ iter =  88700 , cost =  0.0652294158936
training @ iter =  88800 , cost =  0.00151833926793
training @ iter =  88900 , cost =  0.0219428539276
training @ iter =  89000 , cost =  0.00274803396314
training @ iter =  89100 , cost =  0.00157611339819
training @ iter =  89200 , cost =  0.0103031480685
training @ iter =  89300 , cost =  0.0413137376308
training @ iter =  89400 , cost =  0.00369894807227
training @ iter =  89500 , cost =  0.00102473865263
training @ iter =  89600 , cost =  0.0038174316287
training @ iter =  89700 , cost =  0.00289064180106
training @ iter =  89800 , cost =  0.0481324717402
training @ iter =  89900 , cost =  0.00265464605764
iter  89999  validation
epoch 4, iter 90000, validation error 0.881000 %
epoch 4, iter 90000, train minibatch error 0.000000 %
epoch 4, iter 90000, train buffer error 0.900000 %
training @ iter =  90000 , cost =  0.0341235250235
training @ iter =  90100 , cost =  0.0122866556048
training @ iter =  90200 , cost =  0.0615068152547
training @ iter =  90300 , cost =  0.00437105400488
training @ iter =  90400 , cost =  0.00910447072238
training @ iter =  90500 , cost =  0.0102352080867
training @ iter =  90600 , cost =  0.00934921484441
training @ iter =  90700 , cost =  0.0286392793059
training @ iter =  90800 , cost =  0.0185057781637
training @ iter =  90900 , cost =  0.132479816675
training @ iter =  91000 , cost =  0.00926579255611
training @ iter =  91100 , cost =  0.0477864407003
--> train minibatch error =  0.12
-->  16 49400 chunk_26_50000.pkl
training @ iter =  91200 , cost =  0.00126491044648
training @ iter =  91300 , cost =  0.0147653892636
training @ iter =  91400 , cost =  0.0255177188665
training @ iter =  91500 , cost =  0.00138864724431
training @ iter =  91600 , cost =  0.0614322647452
training @ iter =  91700 , cost =  0.00619046669453
training @ iter =  91800 , cost =  0.0646977871656
training @ iter =  91900 , cost =  0.00206282571889
iter  91999  validation
epoch 4, iter 92000, validation error 0.801000 %
epoch 4, iter 92000, train minibatch error 6.000000 %
epoch 4, iter 92000, train buffer error 1.500000 %
training @ iter =  92000 , cost =  0.00301954802126
training @ iter =  92100 , cost =  0.0363709442317
training @ iter =  92200 , cost =  0.00464522046968
training @ iter =  92300 , cost =  0.0120059298351
training @ iter =  92400 , cost =  0.0794185847044
training @ iter =  92500 , cost =  0.206819653511
training @ iter =  92600 , cost =  0.0228850506246
training @ iter =  92700 , cost =  0.105040989816
training @ iter =  92800 , cost =  0.00758308172226
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  92900 , cost =  0.0467699617147
training @ iter =  93000 , cost =  0.002135343384
training @ iter =  93100 , cost =  0.120221100748
training @ iter =  93200 , cost =  0.00175490463153
training @ iter =  93300 , cost =  0.0112924361601
training @ iter =  93400 , cost =  0.00573287252337
training @ iter =  93500 , cost =  0.126122757792
training @ iter =  93600 , cost =  0.00618753675371
training @ iter =  93700 , cost =  0.002573330421
training @ iter =  93800 , cost =  0.00349753862247
training @ iter =  93900 , cost =  0.00203822785988
iter  93999  validation
epoch 4, iter 94000, validation error 0.802000 %
epoch 4, iter 94000, train minibatch error 2.000000 %
epoch 4, iter 94000, train buffer error 1.100000 %
training @ iter =  94000 , cost =  0.0903252512217
--> train minibatch error =  0.28
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.16
-->  20 5950 chunk_5_50000.pkl
training @ iter =  94100 , cost =  0.00370226125233
training @ iter =  94200 , cost =  0.0210618432611
training @ iter =  94300 , cost =  0.0036278932821
training @ iter =  94400 , cost =  0.0176319591701
training @ iter =  94500 , cost =  0.0118983257562
training @ iter =  94600 , cost =  0.0522974058986
training @ iter =  94700 , cost =  0.0614635981619
training @ iter =  94800 , cost =  0.00244430149905
training @ iter =  94900 , cost =  0.0856247544289
training @ iter =  95000 , cost =  0.0487435683608
training @ iter =  95100 , cost =  0.046359680593
training @ iter =  95200 , cost =  0.0602384842932
training @ iter =  95300 , cost =  0.0742311105132
training @ iter =  95400 , cost =  0.0353699810803
training @ iter =  95500 , cost =  0.0398616045713
training @ iter =  95600 , cost =  0.00218460313044
training @ iter =  95700 , cost =  0.00643852772191
training @ iter =  95800 , cost =  0.00622787466273
training @ iter =  95900 , cost =  0.0119570028037
iter  95999  validation
epoch 4, iter 96000, validation error 0.766000 %
epoch 4, iter 96000, train minibatch error 0.000000 %
epoch 4, iter 96000, train buffer error 0.800000 %
FPR, FNR =  0.0087427117005 0.00659152537584
training @ iter =  96000 , cost =  0.0104824779555
training @ iter =  96100 , cost =  0.0547462254763
training @ iter =  96200 , cost =  0.0168826896697
training @ iter =  96300 , cost =  0.006846123375
training @ iter =  96400 , cost =  0.0308195464313
training @ iter =  96500 , cost =  0.00888874568045
training @ iter =  96600 , cost =  0.0104179261252
training @ iter =  96700 , cost =  0.00895086210221
training @ iter =  96800 , cost =  0.001536786207
training @ iter =  96900 , cost =  0.0173398777843
training @ iter =  97000 , cost =  0.00964806042612
training @ iter =  97100 , cost =  0.00870889425278
training @ iter =  97200 , cost =  0.00946171022952
training @ iter =  97300 , cost =  0.116722933948
--> train minibatch error =  0.12
-->  23 21400 chunk_8_50000.pkl
training @ iter =  97400 , cost =  0.00597175536677
training @ iter =  97500 , cost =  0.0147444717586
--> train minibatch error =  0.12
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 31900 chunk_8_50000.pkl
--> train minibatch error =  0.14
-->  23 32050 chunk_8_50000.pkl
training @ iter =  97600 , cost =  0.0291801411659
training @ iter =  97700 , cost =  0.00168327149004
training @ iter =  97800 , cost =  0.0199246257544
training @ iter =  97900 , cost =  0.0259539652616
iter  97999  validation
epoch 4, iter 98000, validation error 0.768000 %
epoch 4, iter 98000, train minibatch error 2.000000 %
epoch 4, iter 98000, train buffer error 1.300000 %
training @ iter =  98000 , cost =  0.0308229438961
training @ iter =  98100 , cost =  0.0120223984122
training @ iter =  98200 , cost =  0.0209536328912
--> train minibatch error =  0.12
-->  24 16450 chunk_9_50000.pkl
training @ iter =  98300 , cost =  0.0849875658751
training @ iter =  98400 , cost =  0.0632869824767
training @ iter =  98500 , cost =  0.00260854652151
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.18
-->  24 34750 chunk_9_50000.pkl
--> train minibatch error =  0.16
-->  24 34800 chunk_9_50000.pkl
--> train minibatch error =  0.3
-->  24 34850 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 34900 chunk_9_50000.pkl
training @ iter =  98600 , cost =  0.0121410405263
training @ iter =  98700 , cost =  0.102613657713
training @ iter =  98800 , cost =  0.00248188851401
training @ iter =  98900 , cost =  0.00223891902715
training @ iter =  99000 , cost =  0.00807701330632
training @ iter =  99100 , cost =  0.0107323881239
training @ iter =  99200 , cost =  0.0192924365401
training @ iter =  99300 , cost =  0.00523207895458
training @ iter =  99400 , cost =  0.0232192613184
training @ iter =  99500 , cost =  0.000989398686215
training @ iter =  99600 , cost =  0.182423204184
training @ iter =  99700 , cost =  0.00581620866433
training @ iter =  99800 , cost =  0.00369945145212
training @ iter =  99900 , cost =  0.00585137261078
Learning rate:  0.025
iter  99999  validation
epoch 5, iter 100000, validation error 0.795000 %
epoch 5, iter 100000, train minibatch error 4.000000 %
epoch 5, iter 100000, train buffer error 0.800000 %
training @ iter =  100000 , cost =  0.342864722013
training @ iter =  100100 , cost =  0.0652976706624
training @ iter =  100200 , cost =  0.0206843242049
--> train minibatch error =  0.14
-->  1 16150 chunk_11_50000.pkl
training @ iter =  100300 , cost =  0.00604370515794
training @ iter =  100400 , cost =  0.00368565670215
training @ iter =  100500 , cost =  0.0253325812519
training @ iter =  100600 , cost =  0.135798752308
training @ iter =  100700 , cost =  0.00125319301151
training @ iter =  100800 , cost =  0.0558594018221
training @ iter =  100900 , cost =  0.00324287405238
training @ iter =  101000 , cost =  0.0534041076899
--> train minibatch error =  0.16
-->  2 6500 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 6650 chunk_12_50000.pkl
training @ iter =  101100 , cost =  0.00577561371028
training @ iter =  101200 , cost =  0.00616647070274
training @ iter =  101300 , cost =  0.141888663173
training @ iter =  101400 , cost =  0.00145696336403
training @ iter =  101500 , cost =  0.01324846223
training @ iter =  101600 , cost =  0.00281567429192
training @ iter =  101700 , cost =  0.0906319245696
training @ iter =  101800 , cost =  0.00189499754924
training @ iter =  101900 , cost =  0.00418945588171
iter  101999  validation
epoch 5, iter 102000, validation error 0.744000 %
epoch 5, iter 102000, train minibatch error 0.000000 %
epoch 5, iter 102000, train buffer error 0.600000 %
patience =  201999 0.99 203998
FPR, FNR =  0.00850765250251 0.00637126866169
training @ iter =  102000 , cost =  0.132583126426
training @ iter =  102100 , cost =  0.0367763414979
training @ iter =  102200 , cost =  0.152793079615
training @ iter =  102300 , cost =  0.100694939494
training @ iter =  102400 , cost =  0.103374809027
--> train minibatch error =  0.12
-->  3 27500 chunk_13_50000.pkl
training @ iter =  102500 , cost =  0.00195730547421
--> train minibatch error =  0.14
-->  3 34000 chunk_13_50000.pkl
training @ iter =  102600 , cost =  0.00641065835953
training @ iter =  102700 , cost =  0.0051446496509
training @ iter =  102800 , cost =  0.00125159462914
training @ iter =  102900 , cost =  0.0192739050835
training @ iter =  103000 , cost =  0.0165233295411
training @ iter =  103100 , cost =  0.0144646503031
training @ iter =  103200 , cost =  0.073180347681
training @ iter =  103300 , cost =  0.00285093905404
training @ iter =  103400 , cost =  0.00765651185066
training @ iter =  103500 , cost =  0.0728289186954
training @ iter =  103600 , cost =  0.00260295509361
--> train minibatch error =  0.14
-->  4 36550 chunk_14_50000.pkl
training @ iter =  103700 , cost =  0.010290899314
training @ iter =  103800 , cost =  0.0139945363626
training @ iter =  103900 , cost =  0.0026786213275
iter  103999  validation
epoch 5, iter 104000, validation error 0.734000 %
epoch 5, iter 104000, train minibatch error 0.000000 %
epoch 5, iter 104000, train buffer error 0.500000 %
patience =  203999 0.99 207998
FPR, FNR =  0.00935621275194 0.00529077332281
training @ iter =  104000 , cost =  0.0237178094685
training @ iter =  104100 , cost =  0.00374087505043
training @ iter =  104200 , cost =  0.0012533031404
training @ iter =  104300 , cost =  0.00453108968213
training @ iter =  104400 , cost =  0.0564935728908
training @ iter =  104500 , cost =  0.138478219509
training @ iter =  104600 , cost =  0.00113147881348
training @ iter =  104700 , cost =  0.0264752935618
training @ iter =  104800 , cost =  0.133161976933
training @ iter =  104900 , cost =  0.232016697526
training @ iter =  105000 , cost =  0.0406357198954
training @ iter =  105100 , cost =  0.0843726545572
training @ iter =  105200 , cost =  0.0521171987057
training @ iter =  105300 , cost =  0.00653487676755
training @ iter =  105400 , cost =  0.023195957765
training @ iter =  105500 , cost =  0.0258308760822
training @ iter =  105600 , cost =  0.00388531503268
training @ iter =  105700 , cost =  0.00341173564084
training @ iter =  105800 , cost =  0.00146296038292
training @ iter =  105900 , cost =  0.00413598166779
iter  105999  validation
epoch 5, iter 106000, validation error 0.718000 %
epoch 5, iter 106000, train minibatch error 2.000000 %
epoch 5, iter 106000, train buffer error 0.400000 %
patience =  205999 0.99 211998
FPR, FNR =  0.00806291070394 0.0063121339716
training @ iter =  106000 , cost =  0.00422277767211
training @ iter =  106100 , cost =  0.0299902316183
training @ iter =  106200 , cost =  0.032634049654
training @ iter =  106300 , cost =  0.00165902555455
training @ iter =  106400 , cost =  0.03194315359
training @ iter =  106500 , cost =  0.00381323229522
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
training @ iter =  106600 , cost =  0.00545470463112
training @ iter =  106700 , cost =  0.00593660911545
training @ iter =  106800 , cost =  0.0115960948169
training @ iter =  106900 , cost =  0.0336029753089
--> train minibatch error =  0.16
-->  8 4750 chunk_18_50000.pkl
training @ iter =  107000 , cost =  0.00168301106896
training @ iter =  107100 , cost =  0.0057545537129
training @ iter =  107200 , cost =  0.00740506313741
training @ iter =  107300 , cost =  0.00172720686533
training @ iter =  107400 , cost =  0.102023102343
--> train minibatch error =  0.14
-->  8 30300 chunk_18_50000.pkl
--> train minibatch error =  0.28
-->  8 30350 chunk_18_50000.pkl
training @ iter =  107500 , cost =  0.155878007412
--> train minibatch error =  0.16
-->  8 33600 chunk_18_50000.pkl
training @ iter =  107600 , cost =  0.0276634339243
training @ iter =  107700 , cost =  0.00284913601354
training @ iter =  107800 , cost =  0.029165904969
training @ iter =  107900 , cost =  0.0617529861629
iter  107999  validation
epoch 5, iter 108000, validation error 0.741000 %
epoch 5, iter 108000, train minibatch error 6.000000 %
epoch 5, iter 108000, train buffer error 0.700000 %
training @ iter =  108000 , cost =  0.128847226501
training @ iter =  108100 , cost =  0.0344538725913
training @ iter =  108200 , cost =  0.00761399464682
training @ iter =  108300 , cost =  0.0189842041582
training @ iter =  108400 , cost =  0.00837847590446
--> train minibatch error =  0.14
-->  9 29850 chunk_19_50000.pkl
training @ iter =  108500 , cost =  0.0071542263031
--> train minibatch error =  0.12
-->  9 35350 chunk_19_50000.pkl
training @ iter =  108600 , cost =  0.0270646996796
training @ iter =  108700 , cost =  0.0360985323787
training @ iter =  108800 , cost =  0.00148731737863
training @ iter =  108900 , cost =  0.203212201595
training @ iter =  109000 , cost =  0.00465546175838
--> train minibatch error =  0.16
-->  10 9100 chunk_20_50000.pkl
training @ iter =  109100 , cost =  0.00337929255329
training @ iter =  109200 , cost =  0.00552245927975
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  109300 , cost =  0.00637872284278
training @ iter =  109400 , cost =  0.0339005440474
training @ iter =  109500 , cost =  0.0472235009074
training @ iter =  109600 , cost =  0.00200878968462
training @ iter =  109700 , cost =  0.00483553158119
training @ iter =  109800 , cost =  0.100215241313
training @ iter =  109900 , cost =  0.00139766768552
iter  109999  validation
epoch 5, iter 110000, validation error 0.747000 %
epoch 5, iter 110000, train minibatch error 2.000000 %
epoch 5, iter 110000, train buffer error 0.200000 %
training @ iter =  110000 , cost =  0.110114917159
training @ iter =  110100 , cost =  0.00743882218376
training @ iter =  110200 , cost =  0.00103719427716
training @ iter =  110300 , cost =  0.0325098484755
training @ iter =  110400 , cost =  0.00195288599934
training @ iter =  110500 , cost =  0.00519269518554
training @ iter =  110600 , cost =  0.0225868485868
training @ iter =  110700 , cost =  0.00411890074611
training @ iter =  110800 , cost =  0.0603823848069
training @ iter =  110900 , cost =  0.0219687726349
--> train minibatch error =  0.12
-->  12 750 chunk_22_50000.pkl
training @ iter =  111000 , cost =  0.0350605584681
training @ iter =  111100 , cost =  0.102560356259
training @ iter =  111200 , cost =  0.0023564400617
training @ iter =  111300 , cost =  0.0134250363335
training @ iter =  111400 , cost =  0.233404815197
training @ iter =  111500 , cost =  0.00320346769877
training @ iter =  111600 , cost =  0.0012273065513
training @ iter =  111700 , cost =  0.00318263471127
training @ iter =  111800 , cost =  0.00170555349905
training @ iter =  111900 , cost =  0.00705690961331
iter  111999  validation
epoch 5, iter 112000, validation error 0.839000 %
epoch 5, iter 112000, train minibatch error 0.000000 %
epoch 5, iter 112000, train buffer error 0.800000 %
training @ iter =  112000 , cost =  0.0190054029226
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  112100 , cost =  0.0169182065874
training @ iter =  112200 , cost =  0.00201567844488
training @ iter =  112300 , cost =  0.0362212769687
training @ iter =  112400 , cost =  0.00484715402126
training @ iter =  112500 , cost =  0.00180185318459
training @ iter =  112600 , cost =  0.00128037389368
training @ iter =  112700 , cost =  0.00559270242229
training @ iter =  112800 , cost =  0.0125491227955
training @ iter =  112900 , cost =  0.00372202182189
training @ iter =  113000 , cost =  0.00333870342001
training @ iter =  113100 , cost =  0.114113494754
training @ iter =  113200 , cost =  0.00147273286711
training @ iter =  113300 , cost =  0.0113350534812
training @ iter =  113400 , cost =  0.00275207986124
training @ iter =  113500 , cost =  0.0199718531221
--> train minibatch error =  0.12
-->  14 32650 chunk_24_50000.pkl
training @ iter =  113600 , cost =  0.00176897342317
training @ iter =  113700 , cost =  0.000978373456746
training @ iter =  113800 , cost =  0.0985319912434
training @ iter =  113900 , cost =  0.00310185132548
iter  113999  validation
epoch 5, iter 114000, validation error 0.750000 %
epoch 5, iter 114000, train minibatch error 2.000000 %
epoch 5, iter 114000, train buffer error 1.100000 %
training @ iter =  114000 , cost =  0.00476695969701
training @ iter =  114100 , cost =  0.00115117768291
training @ iter =  114200 , cost =  0.0103113595396
training @ iter =  114300 , cost =  0.00120689021423
training @ iter =  114400 , cost =  0.00351397506893
training @ iter =  114500 , cost =  0.0327830836177
training @ iter =  114600 , cost =  0.00281252921559
training @ iter =  114700 , cost =  0.00359011441469
training @ iter =  114800 , cost =  0.0214079171419
training @ iter =  114900 , cost =  0.0576634965837
training @ iter =  115000 , cost =  0.15692782402
training @ iter =  115100 , cost =  0.00241959653795
training @ iter =  115200 , cost =  0.0123965879902
training @ iter =  115300 , cost =  0.00163520907518
training @ iter =  115400 , cost =  0.0290825776756
training @ iter =  115500 , cost =  0.0149498665705
training @ iter =  115600 , cost =  0.00425267918035
training @ iter =  115700 , cost =  0.0112383179367
training @ iter =  115800 , cost =  0.0090165277943
--> train minibatch error =  0.14
-->  16 49400 chunk_26_50000.pkl
training @ iter =  115900 , cost =  0.0170650109649
iter  115999  validation
epoch 5, iter 116000, validation error 0.756000 %
epoch 5, iter 116000, train minibatch error 0.000000 %
epoch 5, iter 116000, train buffer error 0.600000 %
training @ iter =  116000 , cost =  0.00233647297136
training @ iter =  116100 , cost =  0.00372439273633
training @ iter =  116200 , cost =  0.0785339921713
training @ iter =  116300 , cost =  0.0136857451871
training @ iter =  116400 , cost =  0.00351590383798
training @ iter =  116500 , cost =  0.00471688155085
training @ iter =  116600 , cost =  0.0112731046975
training @ iter =  116700 , cost =  0.0526297613978
training @ iter =  116800 , cost =  0.039510525763
training @ iter =  116900 , cost =  0.00561565393582
training @ iter =  117000 , cost =  0.00441749114543
training @ iter =  117100 , cost =  0.0117460181937
training @ iter =  117200 , cost =  0.0010657471139
training @ iter =  117300 , cost =  0.0039545041509
training @ iter =  117400 , cost =  0.0251194089651
training @ iter =  117500 , cost =  0.00118196476251
training @ iter =  117600 , cost =  0.057247299701
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  117700 , cost =  0.0667774230242
training @ iter =  117800 , cost =  0.00695259915665
training @ iter =  117900 , cost =  0.0821482539177
iter  117999  validation
epoch 5, iter 118000, validation error 0.789000 %
epoch 5, iter 118000, train minibatch error 0.000000 %
epoch 5, iter 118000, train buffer error 0.700000 %
training @ iter =  118000 , cost =  0.0174773354083
training @ iter =  118100 , cost =  0.00636290898547
training @ iter =  118200 , cost =  0.0162761695683
training @ iter =  118300 , cost =  0.0221759434789
training @ iter =  118400 , cost =  0.00546533241868
training @ iter =  118500 , cost =  0.00191613275092
training @ iter =  118600 , cost =  0.0766416341066
training @ iter =  118700 , cost =  0.103008881211
--> train minibatch error =  0.26
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.16
-->  20 5950 chunk_5_50000.pkl
training @ iter =  118800 , cost =  0.00830495730042
training @ iter =  118900 , cost =  0.00473497575149
training @ iter =  119000 , cost =  0.00331295072101
training @ iter =  119100 , cost =  0.0686492323875
training @ iter =  119200 , cost =  0.0948095619678
training @ iter =  119300 , cost =  0.0555118359625
training @ iter =  119400 , cost =  0.0723083764315
training @ iter =  119500 , cost =  0.00681179529056
training @ iter =  119600 , cost =  0.013350404799
training @ iter =  119700 , cost =  0.128436371684
training @ iter =  119800 , cost =  0.0808661878109
training @ iter =  119900 , cost =  0.0126726003364
iter  119999  validation
epoch 5, iter 120000, validation error 0.764000 %
epoch 5, iter 120000, train minibatch error 0.000000 %
epoch 5, iter 120000, train buffer error 0.600000 %
training @ iter =  120000 , cost =  0.024762775749
training @ iter =  120100 , cost =  0.00447166897357
training @ iter =  120200 , cost =  0.00668602390215
training @ iter =  120300 , cost =  0.00902926363051
training @ iter =  120400 , cost =  0.00715357623994
training @ iter =  120500 , cost =  0.00364854745567
training @ iter =  120600 , cost =  0.024585602805
training @ iter =  120700 , cost =  0.00839247182012
training @ iter =  120800 , cost =  0.169535815716
training @ iter =  120900 , cost =  0.0191036071628
training @ iter =  121000 , cost =  0.00250645540655
training @ iter =  121100 , cost =  0.00210548075847
training @ iter =  121200 , cost =  0.00800085812807
training @ iter =  121300 , cost =  0.0379709564149
training @ iter =  121400 , cost =  0.0684281289577
training @ iter =  121500 , cost =  0.00112040061504
training @ iter =  121600 , cost =  0.00158846867271
training @ iter =  121700 , cost =  0.0419107526541
training @ iter =  121800 , cost =  0.00736334221438
training @ iter =  121900 , cost =  0.0310249514878
iter  121999  validation
epoch 5, iter 122000, validation error 0.721000 %
epoch 5, iter 122000, train minibatch error 0.000000 %
epoch 5, iter 122000, train buffer error 0.700000 %
training @ iter =  122000 , cost =  0.00508761545643
--> train minibatch error =  0.16
-->  23 21400 chunk_8_50000.pkl
training @ iter =  122100 , cost =  0.0490679033101
training @ iter =  122200 , cost =  0.00206351559609
--> train minibatch error =  0.12
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 31900 chunk_8_50000.pkl
training @ iter =  122300 , cost =  0.183025747538
training @ iter =  122400 , cost =  0.0143232727423
training @ iter =  122500 , cost =  0.0354607962072
training @ iter =  122600 , cost =  0.00361582520418
training @ iter =  122700 , cost =  0.000836652237922
training @ iter =  122800 , cost =  0.00188580038957
training @ iter =  122900 , cost =  0.145275682211
training @ iter =  123000 , cost =  0.0415655896068
training @ iter =  123100 , cost =  0.0109154367819
training @ iter =  123200 , cost =  0.112220481038
training @ iter =  123300 , cost =  0.0234111566097
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.28
-->  24 34750 chunk_9_50000.pkl
training @ iter =  123400 , cost =  0.004287104588
training @ iter =  123500 , cost =  0.00301089580171
training @ iter =  123600 , cost =  0.00867182482034
training @ iter =  123700 , cost =  0.0404215231538
training @ iter =  123800 , cost =  0.0096250846982
training @ iter =  123900 , cost =  0.00234481552616
iter  123999  validation
epoch 6, iter 124000, validation error 0.724000 %
epoch 6, iter 124000, train minibatch error 0.000000 %
epoch 6, iter 124000, train buffer error 0.900000 %
training @ iter =  124000 , cost =  0.00293536670506
