Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [32 64 64 64] (4,)
-->  20 14150 chunk_5_50000.pkl
--> train minibatch error =  0.12
-->  20 14200 chunk_5_50000.pkl
--> train minibatch error =  0.14
-->  20 15650 chunk_5_50000.pkl
training @ iter =  69500 , cost =  0.152874320745
--> train minibatch error =  0.12
-->  20 20500 chunk_5_50000.pkl
training @ iter =  69600 , cost =  0.00580252287909
--> train minibatch error =  0.12
-->  20 23500 chunk_5_50000.pkl
--> train minibatch error =  0.12
-->  20 23750 chunk_5_50000.pkl
--> train minibatch error =  0.12
-->  20 24250 chunk_5_50000.pkl
training @ iter =  69700 , cost =  0.177633941174
--> train minibatch error =  0.16
-->  20 26700 chunk_5_50000.pkl
--> train minibatch error =  0.12
-->  20 31400 chunk_5_50000.pkl
training @ iter =  69800 , cost =  0.0234991330653
--> train minibatch error =  0.24
-->  20 32150 chunk_5_50000.pkl
--> train minibatch error =  0.12
-->  20 33150 chunk_5_50000.pkl
--> train minibatch error =  0.12
-->  20 33200 chunk_5_50000.pkl
training @ iter =  69900 , cost =  0.0409278124571
--> train minibatch error =  0.12
-->  20 38750 chunk_5_50000.pkl
--> train minibatch error =  0.16
-->  20 39650 chunk_5_50000.pkl
--> train minibatch error =  0.12
-->  20 40400 chunk_5_50000.pkl
--> train minibatch error =  0.16
-->  20 41050 chunk_5_50000.pkl
iter  69999  validation
epoch 3, iter 70000, validation loss 0.082028
epoch 3, iter 70000, validation error 2.709000 %
epoch 3, iter 70000, train minibatch error 2.000000 %
epoch 3, iter 70000, train buffer error 3.600000 %
patience =  139998 0.99 139998
training @ iter =  70000 , cost =  0.0759426951408
--> train minibatch error =  0.12
-->  20 42850 chunk_5_50000.pkl
training @ iter =  70100 , cost =  0.0177363306284
--> train minibatch error =  0.12
-->  20 46600 chunk_5_50000.pkl
--> train minibatch error =  0.12
-->  21 1450 chunk_6_50000.pkl
training @ iter =  70200 , cost =  0.0352442413568
--> train minibatch error =  0.16
-->  21 3900 chunk_6_50000.pkl
--> train minibatch error =  0.16
-->  21 4300 chunk_6_50000.pkl
--> train minibatch error =  0.16
-->  21 4500 chunk_6_50000.pkl
--> train minibatch error =  0.12
-->  21 5250 chunk_6_50000.pkl
--> train minibatch error =  0.12
-->  21 5900 chunk_6_50000.pkl
--> train minibatch error =  0.16
-->  21 6250 chunk_6_50000.pkl
training @ iter =  70300 , cost =  0.0545402653515
--> train minibatch error =  0.12
-->  21 6700 chunk_6_50000.pkl
--> train minibatch error =  0.12
-->  21 7500 chunk_6_50000.pkl
--> train minibatch error =  0.14
-->  21 8300 chunk_6_50000.pkl
--> train minibatch error =  0.2
-->  21 8750 chunk_6_50000.pkl
--> train minibatch error =  0.2
-->  21 9250 chunk_6_50000.pkl
training @ iter =  70400 , cost =  0.0137490304187
--> train minibatch error =  0.22
-->  21 12100 chunk_6_50000.pkl
training @ iter =  70500 , cost =  0.0667638033628
--> train minibatch error =  0.16
-->  21 17600 chunk_6_50000.pkl
--> train minibatch error =  0.14
-->  21 18300 chunk_6_50000.pkl
--> train minibatch error =  0.14
-->  21 20850 chunk_6_50000.pkl
training @ iter =  70600 , cost =  0.153376400471
--> train minibatch error =  0.16
-->  21 24300 chunk_6_50000.pkl
--> train minibatch error =  0.12
-->  21 24800 chunk_6_50000.pkl
--> train minibatch error =  0.14
-->  21 25150 chunk_6_50000.pkl
--> train minibatch error =  0.14
-->  21 25250 chunk_6_50000.pkl
training @ iter =  70700 , cost =  0.0738093629479
--> train minibatch error =  0.12
-->  21 27950 chunk_6_50000.pkl
--> train minibatch error =  0.12
-->  21 28000 chunk_6_50000.pkl
--> train minibatch error =  0.12
-->  21 29900 chunk_6_50000.pkl
--> train minibatch error =  0.16
-->  21 29950 chunk_6_50000.pkl
--> train minibatch error =  0.26
-->  21 30300 chunk_6_50000.pkl
training @ iter =  70800 , cost =  0.0688283443451
--> train minibatch error =  0.24
-->  21 36100 chunk_6_50000.pkl
--> train minibatch error =  0.14
-->  21 36500 chunk_6_50000.pkl
training @ iter =  70900 , cost =  0.224320873618
--> train minibatch error =  0.14
-->  21 36550 chunk_6_50000.pkl
--> train minibatch error =  0.12
-->  21 38000 chunk_6_50000.pkl
training @ iter =  71000 , cost =  0.008589502424
--> train minibatch error =  0.14
-->  21 41850 chunk_6_50000.pkl
--> train minibatch error =  0.12
-->  21 41900 chunk_6_50000.pkl
training @ iter =  71100 , cost =  0.00740555720404
--> train minibatch error =  0.12
-->  21 46950 chunk_6_50000.pkl
--> train minibatch error =  0.12
-->  21 49600 chunk_6_50000.pkl
training @ iter =  71200 , cost =  0.00932715833187
--> train minibatch error =  0.12
-->  22 2800 chunk_7_50000.pkl
--> train minibatch error =  0.12
-->  22 6500 chunk_7_50000.pkl
training @ iter =  71300 , cost =  0.0471221506596
--> train minibatch error =  0.18
-->  22 9300 chunk_7_50000.pkl
--> train minibatch error =  0.12
-->  22 10700 chunk_7_50000.pkl
--> train minibatch error =  0.12
-->  22 11500 chunk_7_50000.pkl
training @ iter =  71400 , cost =  0.0527150072157
--> train minibatch error =  0.12
-->  22 12950 chunk_7_50000.pkl
--> train minibatch error =  0.12
-->  22 13400 chunk_7_50000.pkl
--> train minibatch error =  0.12
-->  22 15000 chunk_7_50000.pkl
--> train minibatch error =  0.18
-->  22 15750 chunk_7_50000.pkl
--> train minibatch error =  0.12
-->  22 16000 chunk_7_50000.pkl
training @ iter =  71500 , cost =  0.0232184436172
--> train minibatch error =  0.12
-->  22 16650 chunk_7_50000.pkl
--> train minibatch error =  0.16
-->  22 17700 chunk_7_50000.pkl
--> train minibatch error =  0.12
-->  22 17900 chunk_7_50000.pkl
--> train minibatch error =  0.12
-->  22 20400 chunk_7_50000.pkl
training @ iter =  71600 , cost =  0.00780109455809
--> train minibatch error =  0.12
-->  22 21750 chunk_7_50000.pkl
--> train minibatch error =  0.14
-->  22 22050 chunk_7_50000.pkl
--> train minibatch error =  0.12
-->  22 23850 chunk_7_50000.pkl
--> train minibatch error =  0.14
-->  22 24900 chunk_7_50000.pkl
training @ iter =  71700 , cost =  0.028960114345
--> train minibatch error =  0.16
-->  22 30950 chunk_7_50000.pkl
--> train minibatch error =  0.2
-->  22 31350 chunk_7_50000.pkl
training @ iter =  71800 , cost =  0.163005828857
--> train minibatch error =  0.12
-->  22 32750 chunk_7_50000.pkl
--> train minibatch error =  0.18
-->  22 32900 chunk_7_50000.pkl
--> train minibatch error =  0.22
-->  22 33250 chunk_7_50000.pkl
training @ iter =  71900 , cost =  0.0232776384801
--> train minibatch error =  0.12
-->  22 40550 chunk_7_50000.pkl
iter  71999  validation
epoch 3, iter 72000, validation loss 0.086965
epoch 3, iter 72000, validation error 2.858000 %
epoch 3, iter 72000, train minibatch error 0.000000 %
epoch 3, iter 72000, train buffer error 3.000000 %
training @ iter =  72000 , cost =  0.0789029896259
--> train minibatch error =  0.14
-->  22 41950 chunk_7_50000.pkl
training @ iter =  72100 , cost =  0.129901394248
--> train minibatch error =  0.18
-->  22 47500 chunk_7_50000.pkl
--> train minibatch error =  0.12
-->  22 47550 chunk_7_50000.pkl
--> train minibatch error =  0.18
-->  22 47750 chunk_7_50000.pkl
--> train minibatch error =  0.12
-->  23 300 chunk_8_50000.pkl
training @ iter =  72200 , cost =  0.0334879159927
--> train minibatch error =  0.14
-->  23 3100 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 4550 chunk_8_50000.pkl
training @ iter =  72300 , cost =  0.0103850793093
--> train minibatch error =  0.16
-->  23 10550 chunk_8_50000.pkl
training @ iter =  72400 , cost =  0.0921851694584
--> train minibatch error =  0.12
-->  23 11700 chunk_8_50000.pkl
--> train minibatch error =  0.14
-->  23 14350 chunk_8_50000.pkl
--> train minibatch error =  0.14
-->  23 15250 chunk_8_50000.pkl
training @ iter =  72500 , cost =  0.00907489378005
--> train minibatch error =  0.12
-->  23 17450 chunk_8_50000.pkl
--> train minibatch error =  0.16
-->  23 18550 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 20150 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 21450 chunk_8_50000.pkl
training @ iter =  72600 , cost =  0.27664577961
--> train minibatch error =  0.16
-->  23 22450 chunk_8_50000.pkl
--> train minibatch error =  0.14
-->  23 22500 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 24250 chunk_8_50000.pkl
--> train minibatch error =  0.18
-->  23 25850 chunk_8_50000.pkl
--> train minibatch error =  0.14
-->  23 25900 chunk_8_50000.pkl
training @ iter =  72700 , cost =  0.0673926323652
training @ iter =  72800 , cost =  0.013372332789
--> train minibatch error =  0.18
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.22
-->  23 31900 chunk_8_50000.pkl
--> train minibatch error =  0.14
-->  23 32000 chunk_8_50000.pkl
--> train minibatch error =  0.18
-->  23 32050 chunk_8_50000.pkl
--> train minibatch error =  0.14
-->  23 32100 chunk_8_50000.pkl
--> train minibatch error =  0.14
-->  23 34300 chunk_8_50000.pkl
--> train minibatch error =  0.16
-->  23 35700 chunk_8_50000.pkl
training @ iter =  72900 , cost =  0.0867464989424
--> train minibatch error =  0.12
-->  23 38100 chunk_8_50000.pkl
--> train minibatch error =  0.18
-->  23 41350 chunk_8_50000.pkl
training @ iter =  73000 , cost =  0.0975663587451
--> train minibatch error =  0.12
-->  23 42250 chunk_8_50000.pkl
--> train minibatch error =  0.16
-->  23 42950 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 45300 chunk_8_50000.pkl
--> train minibatch error =  0.18
-->  23 45650 chunk_8_50000.pkl
--> train minibatch error =  0.22
-->  23 46350 chunk_8_50000.pkl
training @ iter =  73100 , cost =  0.0215452723205
training @ iter =  73200 , cost =  0.04987071082
--> train minibatch error =  0.12
-->  24 2150 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 2850 chunk_9_50000.pkl
--> train minibatch error =  0.32
-->  24 4350 chunk_9_50000.pkl
--> train minibatch error =  0.16
-->  24 6250 chunk_9_50000.pkl
training @ iter =  73300 , cost =  0.133699551225
--> train minibatch error =  0.12
-->  24 8000 chunk_9_50000.pkl
--> train minibatch error =  0.14
-->  24 10200 chunk_9_50000.pkl
--> train minibatch error =  0.14
-->  24 10950 chunk_9_50000.pkl
training @ iter =  73400 , cost =  0.169136032462
--> train minibatch error =  0.12
-->  24 13700 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 16400 chunk_9_50000.pkl
--> train minibatch error =  0.16
-->  24 16450 chunk_9_50000.pkl
training @ iter =  73500 , cost =  0.0428874269128
--> train minibatch error =  0.28
-->  24 16950 chunk_9_50000.pkl
--> train minibatch error =  0.2
-->  24 18450 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 18550 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 20750 chunk_9_50000.pkl
training @ iter =  73600 , cost =  0.00623360276222
--> train minibatch error =  0.12
-->  24 22350 chunk_9_50000.pkl
--> train minibatch error =  0.24
-->  24 25350 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 25400 chunk_9_50000.pkl
--> train minibatch error =  0.14
-->  24 25500 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 26100 chunk_9_50000.pkl
training @ iter =  73700 , cost =  0.100366078317
--> train minibatch error =  0.12
-->  24 27350 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 28050 chunk_9_50000.pkl
training @ iter =  73800 , cost =  0.0163700152189
--> train minibatch error =  0.22
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.18
-->  24 34750 chunk_9_50000.pkl
--> train minibatch error =  0.44
-->  24 34800 chunk_9_50000.pkl
--> train minibatch error =  0.3
-->  24 34850 chunk_9_50000.pkl
--> train minibatch error =  0.16
-->  24 36350 chunk_9_50000.pkl
training @ iter =  73900 , cost =  0.0735961720347
--> train minibatch error =  0.14
-->  24 37100 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 37400 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 37600 chunk_9_50000.pkl
--> train minibatch error =  0.18
-->  24 38050 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 41200 chunk_9_50000.pkl
iter  73999  validation
epoch 3, iter 74000, validation loss 0.088691
epoch 3, iter 74000, validation error 3.136000 %
epoch 3, iter 74000, train minibatch error 10.000000 %
epoch 3, iter 74000, train buffer error 3.400000 %
training @ iter =  74000 , cost =  0.103071033955
--> train minibatch error =  0.2
-->  24 42300 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 43500 chunk_9_50000.pkl
--> train minibatch error =  0.16
-->  24 46150 chunk_9_50000.pkl
training @ iter =  74100 , cost =  0.0938936918974
--> train minibatch error =  0.12
-->  0 300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 1150 chunk_10_50000.pkl
training @ iter =  74200 , cost =  0.039325132966
--> train minibatch error =  0.16
-->  0 3300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 3350 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 4550 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 4650 chunk_10_50000.pkl
training @ iter =  74300 , cost =  0.278893351555
--> train minibatch error =  0.12
-->  0 8000 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 8050 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 9950 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 10500 chunk_10_50000.pkl
training @ iter =  74400 , cost =  0.0298952106386
--> train minibatch error =  0.18
-->  0 13700 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 14350 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 14500 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 16000 chunk_10_50000.pkl
training @ iter =  74500 , cost =  0.0423172488809
--> train minibatch error =  0.16
-->  0 18600 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 20300 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 20350 chunk_10_50000.pkl
training @ iter =  74600 , cost =  0.188147559762
training @ iter =  74700 , cost =  0.038151498884
--> train minibatch error =  0.12
-->  0 28900 chunk_10_50000.pkl
--> train minibatch error =  0.2
-->  0 29050 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  0 30950 chunk_10_50000.pkl
training @ iter =  74800 , cost =  0.0842509642243
--> train minibatch error =  0.12
-->  0 32550 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 32600 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 33600 chunk_10_50000.pkl
--> train minibatch error =  0.22
-->  0 34750 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 35200 chunk_10_50000.pkl
--> train minibatch error =  0.16
-->  0 36250 chunk_10_50000.pkl
training @ iter =  74900 , cost =  0.0987646877766
--> train minibatch error =  0.14
-->  0 38800 chunk_10_50000.pkl
training @ iter =  75000 , cost =  0.0233176033944
--> train minibatch error =  0.14
-->  0 43300 chunk_10_50000.pkl
training @ iter =  75100 , cost =  0.0439205057919
--> train minibatch error =  0.14
-->  0 47000 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 48400 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 49300 chunk_10_50000.pkl
--> train minibatch error =  0.18
-->  1 50 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 250 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 1050 chunk_11_50000.pkl
training @ iter =  75200 , cost =  0.139342561364
--> train minibatch error =  0.12
-->  1 2400 chunk_11_50000.pkl
training @ iter =  75300 , cost =  0.0443406924605
--> train minibatch error =  0.12
-->  1 7950 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 8750 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 9550 chunk_11_50000.pkl
--> train minibatch error =  0.18
-->  1 9700 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 10400 chunk_11_50000.pkl
training @ iter =  75400 , cost =  0.0235744360834
--> train minibatch error =  0.14
-->  1 15300 chunk_11_50000.pkl
--> train minibatch error =  0.16
-->  1 15400 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 16150 chunk_11_50000.pkl
--> train minibatch error =  0.2
-->  1 16300 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 16400 chunk_11_50000.pkl
training @ iter =  75500 , cost =  0.0949813872576
--> train minibatch error =  0.16
-->  1 19600 chunk_11_50000.pkl
training @ iter =  75600 , cost =  0.0118766119704
--> train minibatch error =  0.12
-->  1 22600 chunk_11_50000.pkl
--> train minibatch error =  0.16
-->  1 22850 chunk_11_50000.pkl
training @ iter =  75700 , cost =  0.00904321018606
--> train minibatch error =  0.14
-->  1 28250 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 29300 chunk_11_50000.pkl
training @ iter =  75800 , cost =  0.037130985409
--> train minibatch error =  0.14
-->  1 31750 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 34250 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 34300 chunk_11_50000.pkl
--> train minibatch error =  0.16
-->  1 35350 chunk_11_50000.pkl
training @ iter =  75900 , cost =  0.0114654554054
--> train minibatch error =  0.24
-->  1 38350 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 40250 chunk_11_50000.pkl
iter  75999  validation
epoch 4, iter 76000, validation loss 0.086074
epoch 4, iter 76000, validation error 2.938000 %
epoch 4, iter 76000, train minibatch error 8.000000 %
epoch 4, iter 76000, train buffer error 1.900000 %
training @ iter =  76000 , cost =  0.0296846851707
--> train minibatch error =  0.12
-->  1 42700 chunk_11_50000.pkl
--> train minibatch error =  0.16
-->  1 45100 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 45150 chunk_11_50000.pkl
--> train minibatch error =  0.16
-->  1 46450 chunk_11_50000.pkl
training @ iter =  76100 , cost =  0.0243369154632
--> train minibatch error =  0.12
-->  1 47050 chunk_11_50000.pkl
training @ iter =  76200 , cost =  0.0607966929674
--> train minibatch error =  0.12
-->  2 1950 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 3750 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 4500 chunk_12_50000.pkl
--> train minibatch error =  0.18
-->  2 6500 chunk_12_50000.pkl
training @ iter =  76300 , cost =  0.451171278954
--> train minibatch error =  0.12
-->  2 6550 chunk_12_50000.pkl
--> train minibatch error =  0.18
-->  2 7150 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 8150 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 8650 chunk_12_50000.pkl
training @ iter =  76400 , cost =  0.0179171022028
--> train minibatch error =  0.14
-->  2 13000 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 15850 chunk_12_50000.pkl
training @ iter =  76500 , cost =  0.15975998342
--> train minibatch error =  0.14
-->  2 17750 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 17800 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 18100 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 19100 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 20350 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 20400 chunk_12_50000.pkl
training @ iter =  76600 , cost =  0.0464656986296
--> train minibatch error =  0.12
-->  2 22050 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 24050 chunk_12_50000.pkl
training @ iter =  76700 , cost =  0.0068471133709
--> train minibatch error =  0.22
-->  2 26900 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 27050 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 27100 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 28600 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 29300 chunk_12_50000.pkl
training @ iter =  76800 , cost =  0.405043840408
--> train minibatch error =  0.14
-->  2 31550 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 33700 chunk_12_50000.pkl
training @ iter =  76900 , cost =  0.2862021029
--> train minibatch error =  0.14
-->  2 37650 chunk_12_50000.pkl
--> train minibatch error =  0.16
-->  2 38100 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 38300 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 40800 chunk_12_50000.pkl
training @ iter =  77000 , cost =  0.262724757195
--> train minibatch error =  0.16
-->  2 44550 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 44600 chunk_12_50000.pkl
training @ iter =  77100 , cost =  0.039318986237
training @ iter =  77200 , cost =  0.0142955901101
--> train minibatch error =  0.16
-->  3 3550 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 3700 chunk_13_50000.pkl
training @ iter =  77300 , cost =  0.273659408092
--> train minibatch error =  0.14
-->  3 7750 chunk_13_50000.pkl
training @ iter =  77400 , cost =  0.0684638470411
--> train minibatch error =  0.12
-->  3 12750 chunk_13_50000.pkl
training @ iter =  77500 , cost =  0.158983081579
--> train minibatch error =  0.16
-->  3 16650 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 17550 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 18450 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 18900 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 19400 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 20350 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 21350 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 21400 chunk_13_50000.pkl
training @ iter =  77600 , cost =  0.0914767459035
--> train minibatch error =  0.12
-->  3 22600 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 22650 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 24750 chunk_13_50000.pkl
training @ iter =  77700 , cost =  0.0062683080323
--> train minibatch error =  0.12
-->  3 27050 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 27500 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 29900 chunk_13_50000.pkl
training @ iter =  77800 , cost =  0.0367651470006
--> train minibatch error =  0.12
-->  3 31900 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 32100 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 32500 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 33650 chunk_13_50000.pkl
--> train minibatch error =  0.26
-->  3 34000 chunk_13_50000.pkl
--> train minibatch error =  0.22
-->  3 34100 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 34700 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 35850 chunk_13_50000.pkl
training @ iter =  77900 , cost =  0.0763002932072
--> train minibatch error =  0.12
-->  3 38300 chunk_13_50000.pkl
iter  77999  validation
epoch 4, iter 78000, validation loss 0.095221
epoch 4, iter 78000, validation error 3.064000 %
epoch 4, iter 78000, train minibatch error 6.000000 %
epoch 4, iter 78000, train buffer error 1.500000 %
training @ iter =  78000 , cost =  0.217118397355
--> train minibatch error =  0.18
-->  3 43200 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 43750 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 44400 chunk_13_50000.pkl
--> train minibatch error =  0.18
-->  3 44850 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 45000 chunk_13_50000.pkl
training @ iter =  78100 , cost =  0.0452049151063
--> train minibatch error =  0.14
-->  3 47350 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  4 50 chunk_14_50000.pkl
--> train minibatch error =  0.16
-->  4 1050 chunk_14_50000.pkl
training @ iter =  78200 , cost =  0.133343234658
--> train minibatch error =  0.12
-->  4 2450 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 5800 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 5850 chunk_14_50000.pkl
--> train minibatch error =  0.14
-->  4 5900 chunk_14_50000.pkl
training @ iter =  78300 , cost =  0.0112769678235
--> train minibatch error =  0.12
-->  4 7300 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 7350 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 11500 chunk_14_50000.pkl
training @ iter =  78400 , cost =  0.0777587071061
--> train minibatch error =  0.12
-->  4 15100 chunk_14_50000.pkl
training @ iter =  78500 , cost =  0.0235767178237
--> train minibatch error =  0.12
-->  4 16650 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 16850 chunk_14_50000.pkl
--> train minibatch error =  0.18
-->  4 17100 chunk_14_50000.pkl
--> train minibatch error =  0.14
-->  4 19900 chunk_14_50000.pkl
training @ iter =  78600 , cost =  0.078176304698
--> train minibatch error =  0.18
-->  4 23100 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 23250 chunk_14_50000.pkl
--> train minibatch error =  0.16
-->  4 26400 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 26450 chunk_14_50000.pkl
training @ iter =  78700 , cost =  0.13447406888
--> train minibatch error =  0.14
-->  4 29450 chunk_14_50000.pkl
--> train minibatch error =  0.16
-->  4 30850 chunk_14_50000.pkl
--> train minibatch error =  0.16
-->  4 31150 chunk_14_50000.pkl
training @ iter =  78800 , cost =  0.0765931382775
--> train minibatch error =  0.12
-->  4 31650 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 32750 chunk_14_50000.pkl
--> train minibatch error =  0.2
-->  4 34300 chunk_14_50000.pkl
training @ iter =  78900 , cost =  1.01615691185
--> train minibatch error =  0.3
-->  4 36550 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 36600 chunk_14_50000.pkl
--> train minibatch error =  0.16
-->  4 41350 chunk_14_50000.pkl
training @ iter =  79000 , cost =  0.0118135400116
--> train minibatch error =  0.12
-->  4 45150 chunk_14_50000.pkl
--> train minibatch error =  0.16
-->  4 46200 chunk_14_50000.pkl
--> train minibatch error =  0.2
-->  4 46300 chunk_14_50000.pkl
training @ iter =  79100 , cost =  0.0826965123415
--> train minibatch error =  0.12
-->  4 46950 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  5 300 chunk_15_50000.pkl
--> train minibatch error =  0.14
-->  5 650 chunk_15_50000.pkl
training @ iter =  79200 , cost =  0.0413173437119
--> train minibatch error =  0.16
-->  5 4450 chunk_15_50000.pkl
training @ iter =  79300 , cost =  0.023133110255
--> train minibatch error =  0.16
-->  5 7300 chunk_15_50000.pkl
--> train minibatch error =  0.14
-->  5 8900 chunk_15_50000.pkl
--> train minibatch error =  0.12
-->  5 8950 chunk_15_50000.pkl
--> train minibatch error =  0.24
-->  5 9200 chunk_15_50000.pkl
training @ iter =  79400 , cost =  0.046173132956
--> train minibatch error =  0.24
-->  5 12400 chunk_15_50000.pkl
training @ iter =  79500 , cost =  0.037949770689
--> train minibatch error =  0.16
-->  5 18200 chunk_15_50000.pkl
--> train minibatch error =  0.12
-->  5 20800 chunk_15_50000.pkl
training @ iter =  79600 , cost =  0.247988566756
--> train minibatch error =  0.12
-->  5 22950 chunk_15_50000.pkl
--> train minibatch error =  0.12
-->  5 23950 chunk_15_50000.pkl
--> train minibatch error =  0.12
-->  5 25250 chunk_15_50000.pkl
--> train minibatch error =  0.12
-->  5 26200 chunk_15_50000.pkl
training @ iter =  79700 , cost =  0.0830265879631
--> train minibatch error =  0.12
-->  5 28450 chunk_15_50000.pkl
--> train minibatch error =  0.12
-->  5 28950 chunk_15_50000.pkl
--> train minibatch error =  0.12
-->  5 30150 chunk_15_50000.pkl
training @ iter =  79800 , cost =  0.205834299326
--> train minibatch error =  0.12
