Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [32 64 64 64] (4,)
training @ iter =  40200 , cost =  0.00726718502119
training @ iter =  40300 , cost =  0.00918370019644
training @ iter =  40400 , cost =  0.00495894718915
training @ iter =  40500 , cost =  0.00134413258638
training @ iter =  40600 , cost =  0.00865264236927
training @ iter =  40700 , cost =  0.0507479161024
training @ iter =  40800 , cost =  0.00781489815563
--> train minibatch error =  0.12
-->  16 5500 chunk_26_50000.pkl
training @ iter =  40900 , cost =  0.00204729288816
training @ iter =  41000 , cost =  0.0123552773148
training @ iter =  41100 , cost =  0.00980126298964
training @ iter =  41200 , cost =  0.00417495938018
training @ iter =  41300 , cost =  0.00303343567066
training @ iter =  41400 , cost =  0.00685839774087
training @ iter =  41500 , cost =  0.0105330571532
training @ iter =  41600 , cost =  0.03520899266
training @ iter =  41700 , cost =  0.013533949852
--> train minibatch error =  0.18
-->  16 49400 chunk_26_50000.pkl
training @ iter =  41800 , cost =  0.00136358651798
training @ iter =  41900 , cost =  0.00913131888956
iter  41999  validation
epoch 2, iter 42000, validation loss 0.030844
epoch 2, iter 42000, validation error 0.969000 %
epoch 2, iter 42000, train minibatch error 0.000000 %
epoch 2, iter 42000, train buffer error 0.900000 %
patience =  83998 0.99 83998
training @ iter =  42000 , cost =  0.00235020555556
training @ iter =  42100 , cost =  0.0038440185599
training @ iter =  42200 , cost =  0.0274904947728
training @ iter =  42300 , cost =  0.028225151822
training @ iter =  42400 , cost =  0.0133883533999
training @ iter =  42500 , cost =  0.0691547617316
training @ iter =  42600 , cost =  0.0136044863611
training @ iter =  42700 , cost =  0.010959229432
training @ iter =  42800 , cost =  0.0124992039055
training @ iter =  42900 , cost =  0.117655538023
training @ iter =  43000 , cost =  0.0325875729322
training @ iter =  43100 , cost =  0.00546038756147
training @ iter =  43200 , cost =  0.00910326465964
training @ iter =  43300 , cost =  0.010235613212
training @ iter =  43400 , cost =  0.00241615017876
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  43500 , cost =  0.0030817752704
training @ iter =  43600 , cost =  0.0126726869494
--> train minibatch error =  0.14
-->  19 8950 chunk_4_50000.pkl
training @ iter =  43700 , cost =  0.0378496982157
training @ iter =  43800 , cost =  0.00828160811216
training @ iter =  43900 , cost =  0.00250768242404
iter  43999  validation
epoch 2, iter 44000, validation loss 0.032394
epoch 2, iter 44000, validation error 1.049000 %
epoch 2, iter 44000, train minibatch error 2.000000 %
epoch 2, iter 44000, train buffer error 0.600000 %
training @ iter =  44000 , cost =  0.0523130334914
training @ iter =  44100 , cost =  0.0174214020371
training @ iter =  44200 , cost =  0.0751569494605
--> train minibatch error =  0.14
-->  19 41400 chunk_4_50000.pkl
training @ iter =  44300 , cost =  0.0977017953992
training @ iter =  44400 , cost =  0.0138957211748
training @ iter =  44500 , cost =  0.00319250533357
--> train minibatch error =  0.28
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.26
-->  20 6000 chunk_5_50000.pkl
training @ iter =  44600 , cost =  0.015823263675
training @ iter =  44700 , cost =  0.0553248822689
training @ iter =  44800 , cost =  0.135445713997
training @ iter =  44900 , cost =  0.0101817427203
training @ iter =  45000 , cost =  0.0283095501363
training @ iter =  45100 , cost =  0.0183982737362
training @ iter =  45200 , cost =  0.000979726901278
training @ iter =  45300 , cost =  0.00871815811843
training @ iter =  45400 , cost =  0.152128919959
training @ iter =  45500 , cost =  0.00711490400136
training @ iter =  45600 , cost =  0.13511672616
training @ iter =  45700 , cost =  0.0119203329086
training @ iter =  45800 , cost =  0.122171513736
training @ iter =  45900 , cost =  0.00589515874162
iter  45999  validation
epoch 2, iter 46000, validation loss 0.029665
epoch 2, iter 46000, validation error 0.934000 %
epoch 2, iter 46000, train minibatch error 0.000000 %
epoch 2, iter 46000, train buffer error 0.800000 %
patience =  91998 0.99 91998
training @ iter =  46000 , cost =  0.00244892365299
training @ iter =  46100 , cost =  0.0808916538954
training @ iter =  46200 , cost =  0.00567857315764
training @ iter =  46300 , cost =  0.0353817418218
training @ iter =  46400 , cost =  0.0234048310667
training @ iter =  46500 , cost =  0.186538130045
training @ iter =  46600 , cost =  0.139268070459
training @ iter =  46700 , cost =  0.0419459976256
training @ iter =  46800 , cost =  0.0314529314637
training @ iter =  46900 , cost =  0.0200570374727
training @ iter =  47000 , cost =  0.0760881900787
training @ iter =  47100 , cost =  0.0242890231311
training @ iter =  47200 , cost =  0.0275768954307
training @ iter =  47300 , cost =  0.00867716409266
training @ iter =  47400 , cost =  0.0332270264626
training @ iter =  47500 , cost =  0.0029763171915
training @ iter =  47600 , cost =  0.00703182816505
training @ iter =  47700 , cost =  0.212601408362
training @ iter =  47800 , cost =  0.0111165391281
--> train minibatch error =  0.12
-->  23 21400 chunk_8_50000.pkl
--> train minibatch error =  0.18
-->  23 21500 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 21550 chunk_8_50000.pkl
training @ iter =  47900 , cost =  0.0146372616291
--> train minibatch error =  0.14
-->  23 25850 chunk_8_50000.pkl
iter  47999  validation
epoch 2, iter 48000, validation loss 0.032667
epoch 2, iter 48000, validation error 1.051000 %
epoch 2, iter 48000, train minibatch error 0.000000 %
epoch 2, iter 48000, train buffer error 0.600000 %
training @ iter =  48000 , cost =  0.00557259097695
--> train minibatch error =  0.12
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.18
-->  23 31950 chunk_8_50000.pkl
--> train minibatch error =  0.42
-->  23 32000 chunk_8_50000.pkl
--> train minibatch error =  0.2
-->  23 32050 chunk_8_50000.pkl
training @ iter =  48100 , cost =  0.165876924992
training @ iter =  48200 , cost =  0.00639327755198
training @ iter =  48300 , cost =  0.0177332609892
--> train minibatch error =  0.12
-->  23 44900 chunk_8_50000.pkl
training @ iter =  48400 , cost =  0.00159358349629
--> train minibatch error =  0.12
-->  24 150 chunk_9_50000.pkl
training @ iter =  48500 , cost =  0.00759673118591
training @ iter =  48600 , cost =  0.052567794919
training @ iter =  48700 , cost =  0.00521134957671
--> train minibatch error =  0.12
-->  24 16450 chunk_9_50000.pkl
training @ iter =  48800 , cost =  0.0356874316931
training @ iter =  48900 , cost =  0.00358235649765
training @ iter =  49000 , cost =  0.0440460294485
training @ iter =  49100 , cost =  0.0101977074519
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.56
-->  24 34800 chunk_9_50000.pkl
--> train minibatch error =  0.46
-->  24 34850 chunk_9_50000.pkl
--> train minibatch error =  0.16
-->  24 34900 chunk_9_50000.pkl
training @ iter =  49200 , cost =  0.0126029681414
training @ iter =  49300 , cost =  0.0930078029633
training @ iter =  49400 , cost =  0.0086785601452
training @ iter =  49500 , cost =  0.0259727407247
training @ iter =  49600 , cost =  0.0036847514566
training @ iter =  49700 , cost =  0.0241535678506
training @ iter =  49800 , cost =  0.00618943711743
training @ iter =  49900 , cost =  0.0160708148032
Learning rate:  0.01
iter  49999  validation
epoch 3, iter 50000, validation loss 0.029654
epoch 3, iter 50000, validation error 0.946000 %
epoch 3, iter 50000, train minibatch error 0.000000 %
epoch 3, iter 50000, train buffer error 0.800000 %
training @ iter =  50000 , cost =  0.004970704671
--> train minibatch error =  0.12
-->  0 29050 chunk_10_50000.pkl
--> train minibatch error =  0.14
-->  0 31200 chunk_10_50000.pkl
training @ iter =  50100 , cost =  0.00978264305741
training @ iter =  50200 , cost =  0.0165277421474
training @ iter =  50300 , cost =  0.00893309246749
training @ iter =  50400 , cost =  0.126500427723
training @ iter =  50500 , cost =  0.018924407661
training @ iter =  50600 , cost =  0.0575982779264
training @ iter =  50700 , cost =  0.0281580854207
training @ iter =  50800 , cost =  0.0313123092055
training @ iter =  50900 , cost =  0.00442231725901
training @ iter =  51000 , cost =  0.00612567178905
training @ iter =  51100 , cost =  0.0225369259715
training @ iter =  51200 , cost =  0.00480794161558
training @ iter =  51300 , cost =  0.0226610414684
training @ iter =  51400 , cost =  0.00188081234228
training @ iter =  51500 , cost =  0.00232490384951
--> train minibatch error =  0.16
-->  2 6500 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 6650 chunk_12_50000.pkl
training @ iter =  51600 , cost =  0.0877262949944
training @ iter =  51700 , cost =  0.00409517297521
training @ iter =  51800 , cost =  0.00367446173914
training @ iter =  51900 , cost =  0.00165149127133
iter  51999  validation
epoch 3, iter 52000, validation loss 0.028687
epoch 3, iter 52000, validation error 0.921000 %
epoch 3, iter 52000, train minibatch error 2.000000 %
epoch 3, iter 52000, train buffer error 1.300000 %
patience =  103998 0.99 103998
training @ iter =  52000 , cost =  0.00308702467009
training @ iter =  52100 , cost =  0.0230726934969
training @ iter =  52200 , cost =  0.110745027661
training @ iter =  52300 , cost =  0.00912301149219
training @ iter =  52400 , cost =  0.0163257811219
training @ iter =  52500 , cost =  0.0090368790552
training @ iter =  52600 , cost =  0.183180823922
training @ iter =  52700 , cost =  0.144254773855
training @ iter =  52800 , cost =  0.00559653528035
training @ iter =  52900 , cost =  0.0504724681377
--> train minibatch error =  0.16
-->  3 27500 chunk_13_50000.pkl
training @ iter =  53000 , cost =  0.0534575656056
training @ iter =  53100 , cost =  0.10982311517
--> train minibatch error =  0.14
-->  3 34000 chunk_13_50000.pkl
training @ iter =  53200 , cost =  0.0323893465102
training @ iter =  53300 , cost =  0.0714879184961
training @ iter =  53400 , cost =  0.00348076946102
training @ iter =  53500 , cost =  0.021964373067
training @ iter =  53600 , cost =  0.0888240560889
training @ iter =  53700 , cost =  0.0222823359072
training @ iter =  53800 , cost =  0.00161536515225
training @ iter =  53900 , cost =  0.0646360814571
iter  53999  validation
epoch 3, iter 54000, validation loss 0.028592
epoch 3, iter 54000, validation error 0.894000 %
epoch 3, iter 54000, train minibatch error 0.000000 %
epoch 3, iter 54000, train buffer error 0.800000 %
patience =  107998 0.99 107998
training @ iter =  54000 , cost =  0.0112022021785
training @ iter =  54100 , cost =  0.0504409633577
--> train minibatch error =  0.16
-->  4 36550 chunk_14_50000.pkl
training @ iter =  54200 , cost =  0.00646990071982
training @ iter =  54300 , cost =  0.0219641868025
training @ iter =  54400 , cost =  0.0138711091131
training @ iter =  54500 , cost =  0.0691408962011
training @ iter =  54600 , cost =  0.00264994171448
training @ iter =  54700 , cost =  0.0722781270742
training @ iter =  54800 , cost =  0.0534008219838
training @ iter =  54900 , cost =  0.00638179900125
training @ iter =  55000 , cost =  0.0128906415775
training @ iter =  55100 , cost =  0.0174770858139
training @ iter =  55200 , cost =  0.0758686810732
training @ iter =  55300 , cost =  0.0884248092771
training @ iter =  55400 , cost =  0.00470384256914
training @ iter =  55500 , cost =  0.0132765984163
training @ iter =  55600 , cost =  0.00283747841604
training @ iter =  55700 , cost =  0.00554723618552
training @ iter =  55800 , cost =  0.13968898356
training @ iter =  55900 , cost =  0.0185308940709
iter  55999  validation
epoch 3, iter 56000, validation loss 0.028411
epoch 3, iter 56000, validation error 0.905000 %
epoch 3, iter 56000, train minibatch error 2.000000 %
epoch 3, iter 56000, train buffer error 0.700000 %
training @ iter =  56000 , cost =  0.00385202327743
training @ iter =  56100 , cost =  0.0662567019463
training @ iter =  56200 , cost =  0.00283609773032
training @ iter =  56300 , cost =  0.00546635035425
training @ iter =  56400 , cost =  0.00197637686506
training @ iter =  56500 , cost =  0.0177661497146
training @ iter =  56600 , cost =  0.00992168392986
training @ iter =  56700 , cost =  0.0154833411798
training @ iter =  56800 , cost =  0.0836786106229
training @ iter =  56900 , cost =  0.056540761143
training @ iter =  57000 , cost =  0.00447687739506
training @ iter =  57100 , cost =  0.0196319073439
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
training @ iter =  57200 , cost =  0.0128308022395
training @ iter =  57300 , cost =  0.0735896527767
training @ iter =  57400 , cost =  0.0481075681746
training @ iter =  57500 , cost =  0.00595722254366
--> train minibatch error =  0.16
-->  8 4750 chunk_18_50000.pkl
training @ iter =  57600 , cost =  0.102098710835
training @ iter =  57700 , cost =  0.00844341795892
--> train minibatch error =  0.12
-->  8 16700 chunk_18_50000.pkl
training @ iter =  57800 , cost =  0.0474502332509
training @ iter =  57900 , cost =  0.0569753013551
iter  57999  validation
epoch 3, iter 58000, validation loss 0.028541
epoch 3, iter 58000, validation error 0.892000 %
epoch 3, iter 58000, train minibatch error 2.000000 %
epoch 3, iter 58000, train buffer error 0.700000 %
training @ iter =  58000 , cost =  0.112321726978
--> train minibatch error =  0.12
-->  8 30300 chunk_18_50000.pkl
--> train minibatch error =  0.24
-->  8 30350 chunk_18_50000.pkl
--> train minibatch error =  0.16
-->  8 30400 chunk_18_50000.pkl
training @ iter =  58100 , cost =  0.117580883205
--> train minibatch error =  0.18
-->  8 33600 chunk_18_50000.pkl
training @ iter =  58200 , cost =  0.0416709072888
training @ iter =  58300 , cost =  0.00784593820572
training @ iter =  58400 , cost =  0.00669895298779
training @ iter =  58500 , cost =  0.0709503442049
training @ iter =  58600 , cost =  0.0492838136852
training @ iter =  58700 , cost =  0.0709401592612
training @ iter =  58800 , cost =  0.0033671874553
training @ iter =  58900 , cost =  0.0259978622198
training @ iter =  59000 , cost =  0.15865573287
--> train minibatch error =  0.14
-->  9 29850 chunk_19_50000.pkl
training @ iter =  59100 , cost =  0.0324871242046
--> train minibatch error =  0.12
-->  9 35350 chunk_19_50000.pkl
training @ iter =  59200 , cost =  0.203093871474
training @ iter =  59300 , cost =  0.0133553659543
training @ iter =  59400 , cost =  0.0664270892739
training @ iter =  59500 , cost =  0.0589268319309
training @ iter =  59600 , cost =  0.0205252170563
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
training @ iter =  59700 , cost =  0.0106505611911
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  59800 , cost =  0.00953618623316
training @ iter =  59900 , cost =  0.0174226071686
iter  59999  validation
epoch 3, iter 60000, validation loss 0.028214
epoch 3, iter 60000, validation error 0.904000 %
epoch 3, iter 60000, train minibatch error 0.000000 %
epoch 3, iter 60000, train buffer error 0.600000 %
training @ iter =  60000 , cost =  0.0227503031492
training @ iter =  60100 , cost =  0.0114878928289
training @ iter =  60200 , cost =  0.100452594459
training @ iter =  60300 , cost =  0.0167762748897
training @ iter =  60400 , cost =  0.00333815999329
training @ iter =  60500 , cost =  0.0146719170734
training @ iter =  60600 , cost =  0.00220715813339
training @ iter =  60700 , cost =  0.00117136631161
training @ iter =  60800 , cost =  0.0528693348169
training @ iter =  60900 , cost =  0.0131225753576
training @ iter =  61000 , cost =  0.016242319718
training @ iter =  61100 , cost =  0.00438753189519
training @ iter =  61200 , cost =  0.00272125354968
--> train minibatch error =  0.12
-->  11 41250 chunk_21_50000.pkl
training @ iter =  61300 , cost =  0.0117268646136
training @ iter =  61400 , cost =  0.0161520726979
--> train minibatch error =  0.16
-->  12 750 chunk_22_50000.pkl
training @ iter =  61500 , cost =  0.152306437492
training @ iter =  61600 , cost =  0.0513094477355
training @ iter =  61700 , cost =  0.0825676694512
training @ iter =  61800 , cost =  0.0363653562963
training @ iter =  61900 , cost =  0.0021684714593
iter  61999  validation
epoch 3, iter 62000, validation loss 0.027494
epoch 3, iter 62000, validation error 0.891000 %
epoch 3, iter 62000, train minibatch error 0.000000 %
epoch 3, iter 62000, train buffer error 1.000000 %
training @ iter =  62000 , cost =  0.0445929765701
training @ iter =  62100 , cost =  0.00140113907401
training @ iter =  62200 , cost =  0.00481221871451
training @ iter =  62300 , cost =  0.00727394921705
training @ iter =  62400 , cost =  0.00229423982091
training @ iter =  62500 , cost =  0.0105852950364
training @ iter =  62600 , cost =  0.00246895384043
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  62700 , cost =  0.00393071910366
training @ iter =  62800 , cost =  0.0136762484908
training @ iter =  62900 , cost =  0.0199787840247
--> train minibatch error =  0.14
-->  13 23900 chunk_23_50000.pkl
training @ iter =  63000 , cost =  0.0525587499142
training @ iter =  63100 , cost =  0.204138830304
training @ iter =  63200 , cost =  0.00431419117376
training @ iter =  63300 , cost =  0.0103570604697
training @ iter =  63400 , cost =  0.0154655063525
training @ iter =  63500 , cost =  0.0047570746392
training @ iter =  63600 , cost =  0.0310973692685
training @ iter =  63700 , cost =  0.0162637531757
training @ iter =  63800 , cost =  0.00990999862552
training @ iter =  63900 , cost =  0.113853015006
iter  63999  validation
epoch 3, iter 64000, validation loss 0.030235
epoch 3, iter 64000, validation error 0.968000 %
epoch 3, iter 64000, train minibatch error 0.000000 %
epoch 3, iter 64000, train buffer error 0.800000 %
training @ iter =  64000 , cost =  0.00181277468801
--> train minibatch error =  0.12
-->  14 32200 chunk_24_50000.pkl
training @ iter =  64100 , cost =  0.00316509301774
--> train minibatch error =  0.12
-->  14 36450 chunk_24_50000.pkl
training @ iter =  64200 , cost =  0.0111841782928
training @ iter =  64300 , cost =  0.00343935703859
training @ iter =  64400 , cost =  0.00924761686474
training @ iter =  64500 , cost =  0.00963825546205
training @ iter =  64600 , cost =  0.00392292160541
training @ iter =  64700 , cost =  0.176514163613
training @ iter =  64800 , cost =  0.00166634935886
training @ iter =  64900 , cost =  0.00204031611793
training @ iter =  65000 , cost =  0.00154784019105
training @ iter =  65100 , cost =  0.00256436085328
training @ iter =  65200 , cost =  0.0667001754045
training @ iter =  65300 , cost =  0.0211449153721
training @ iter =  65400 , cost =  0.00269744871184
training @ iter =  65500 , cost =  0.173907324672
training @ iter =  65600 , cost =  0.00226083840244
training @ iter =  65700 , cost =  0.0151076857001
training @ iter =  65800 , cost =  0.122353248298
training @ iter =  65900 , cost =  0.00181127875112
iter  65999  validation
epoch 3, iter 66000, validation loss 0.029765
epoch 3, iter 66000, validation error 0.942000 %
epoch 3, iter 66000, train minibatch error 0.000000 %
epoch 3, iter 66000, train buffer error 0.500000 %
training @ iter =  66000 , cost =  0.0640809834003
training @ iter =  66100 , cost =  0.0311533398926
training @ iter =  66200 , cost =  0.0066607282497
training @ iter =  66300 , cost =  0.199033051729
training @ iter =  66400 , cost =  0.00390556431375
--> train minibatch error =  0.14
-->  16 49400 chunk_26_50000.pkl
training @ iter =  66500 , cost =  0.0703923478723
training @ iter =  66600 , cost =  0.00143636809662
training @ iter =  66700 , cost =  0.113080456853
training @ iter =  66800 , cost =  0.0032129206229
training @ iter =  66900 , cost =  0.0128140244633
training @ iter =  67000 , cost =  0.00200557592325
training @ iter =  67100 , cost =  0.0430587567389
training @ iter =  67200 , cost =  0.00306458049454
training @ iter =  67300 , cost =  0.0310370344669
training @ iter =  67400 , cost =  0.00345476157963
training @ iter =  67500 , cost =  0.00106628972571
training @ iter =  67600 , cost =  0.00939934141934
training @ iter =  67700 , cost =  0.0242407415062
training @ iter =  67800 , cost =  0.00149886007421
training @ iter =  67900 , cost =  0.00395374419168
iter  67999  validation
epoch 3, iter 68000, validation loss 0.027240
epoch 3, iter 68000, validation error 0.858000 %
epoch 3, iter 68000, train minibatch error 2.000000 %
epoch 3, iter 68000, train buffer error 0.900000 %
patience =  135998 0.99 135998
training @ iter =  68000 , cost =  0.02644174546
training @ iter =  68100 , cost =  0.0022521817591
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  68200 , cost =  0.0105947880074
training @ iter =  68300 , cost =  0.00957528594881
training @ iter =  68400 , cost =  0.0101215038449
training @ iter =  68500 , cost =  0.0263352822512
training @ iter =  68600 , cost =  0.0500776618719
training @ iter =  68700 , cost =  0.0214948337525
training @ iter =  68800 , cost =  0.0780220255256
training @ iter =  68900 , cost =  0.0953186303377
--> train minibatch error =  0.12
-->  19 41400 chunk_4_50000.pkl
training @ iter =  69000 , cost =  0.0721604079008
training @ iter =  69100 , cost =  0.0534351356328
training @ iter =  69200 , cost =  0.0887460261583
--> train minibatch error =  0.28
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.16
-->  20 5950 chunk_5_50000.pkl
training @ iter =  69300 , cost =  0.0445913225412
training @ iter =  69400 , cost =  0.0195196215063
training @ iter =  69500 , cost =  0.0177053771913
training @ iter =  69600 , cost =  0.00160112488084
training @ iter =  69700 , cost =  0.129204332829
training @ iter =  69800 , cost =  0.00531295128167
training @ iter =  69900 , cost =  0.0293455626816
iter  69999  validation
epoch 3, iter 70000, validation loss 0.026599
epoch 3, iter 70000, validation error 0.847000 %
epoch 3, iter 70000, train minibatch error 0.000000 %
epoch 3, iter 70000, train buffer error 0.700000 %
patience =  139998 0.99 139998
training @ iter =  70000 , cost =  0.0515292175114
training @ iter =  70100 , cost =  0.00565382977948
training @ iter =  70200 , cost =  0.00887800008059
training @ iter =  70300 , cost =  0.0182026810944
training @ iter =  70400 , cost =  0.0451930575073
training @ iter =  70500 , cost =  0.0485301688313
training @ iter =  70600 , cost =  0.00505940336734
training @ iter =  70700 , cost =  0.0285655613989
training @ iter =  70800 , cost =  0.0180686637759
training @ iter =  70900 , cost =  0.0955827981234
training @ iter =  71000 , cost =  0.00321508012712
training @ iter =  71100 , cost =  0.0145180365071
training @ iter =  71200 , cost =  0.00335889775306
training @ iter =  71300 , cost =  0.0586369484663
training @ iter =  71400 , cost =  0.00998708698899
training @ iter =  71500 , cost =  0.016928512603
training @ iter =  71600 , cost =  0.00575171131641
training @ iter =  71700 , cost =  0.00216439785436
training @ iter =  71800 , cost =  0.0367312245071
training @ iter =  71900 , cost =  0.0482954643667
iter  71999  validation
epoch 3, iter 72000, validation loss 0.029141
epoch 3, iter 72000, validation error 0.955000 %
epoch 3, iter 72000, train minibatch error 0.000000 %
epoch 3, iter 72000, train buffer error 1.100000 %
training @ iter =  72000 , cost =  0.0835132002831
training @ iter =  72100 , cost =  0.0566044822335
training @ iter =  72200 , cost =  0.0224844738841
training @ iter =  72300 , cost =  0.000982580706477
training @ iter =  72400 , cost =  0.0247384645045
training @ iter =  72500 , cost =  0.00212186085992
--> train minibatch error =  0.18
-->  23 21400 chunk_8_50000.pkl
training @ iter =  72600 , cost =  0.149853721261
--> train minibatch error =  0.12
-->  23 25850 chunk_8_50000.pkl
training @ iter =  72700 , cost =  0.0316999293864
training @ iter =  72800 , cost =  0.00242851115763
--> train minibatch error =  0.12
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 32000 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 32050 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 32100 chunk_8_50000.pkl
training @ iter =  72900 , cost =  0.0666274428368
training @ iter =  73000 , cost =  0.0129909655079
training @ iter =  73100 , cost =  0.00175017118454
training @ iter =  73200 , cost =  0.0207715537399
training @ iter =  73300 , cost =  0.0139931812882
training @ iter =  73400 , cost =  0.170755714178
training @ iter =  73500 , cost =  0.00385523610748
training @ iter =  73600 , cost =  0.00120032113045
training @ iter =  73700 , cost =  0.00314616132528
training @ iter =  73800 , cost =  0.00293733272702
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.24
-->  24 34800 chunk_9_50000.pkl
--> train minibatch error =  0.36
-->  24 34850 chunk_9_50000.pkl
--> train minibatch error =  0.18
-->  24 34900 chunk_9_50000.pkl
training @ iter =  73900 , cost =  0.0851978808641
iter  73999  validation
epoch 3, iter 74000, validation loss 0.027368
epoch 3, iter 74000, validation error 0.867000 %
epoch 3, iter 74000, train minibatch error 2.000000 %
epoch 3, iter 74000, train buffer error 0.600000 %
training @ iter =  74000 , cost =  0.0240012407303
training @ iter =  74100 , cost =  0.00916643254459
training @ iter =  74200 , cost =  0.00539541430771
training @ iter =  74300 , cost =  0.0580674745142
training @ iter =  74400 , cost =  0.00265800277703
training @ iter =  74500 , cost =  0.0201385002583
training @ iter =  74600 , cost =  0.0347860567272
training @ iter =  74700 , cost =  0.0269736144692
--> train minibatch error =  0.12
-->  0 29050 chunk_10_50000.pkl
--> train minibatch error =  0.12
-->  0 31200 chunk_10_50000.pkl
training @ iter =  74800 , cost =  0.0374375730753
training @ iter =  74900 , cost =  0.014272686094
training @ iter =  75000 , cost =  0.00654899608344
training @ iter =  75100 , cost =  0.00404608622193
training @ iter =  75200 , cost =  0.00722085824236
training @ iter =  75300 , cost =  0.0436688438058
training @ iter =  75400 , cost =  0.0101191690192
training @ iter =  75500 , cost =  0.0552855059505
training @ iter =  75600 , cost =  0.00149495189544
training @ iter =  75700 , cost =  0.0221434384584
training @ iter =  75800 , cost =  0.00712881144136
training @ iter =  75900 , cost =  0.00229866127484
iter  75999  validation
epoch 4, iter 76000, validation loss 0.027236
epoch 4, iter 76000, validation error 0.856000 %
epoch 4, iter 76000, train minibatch error 2.000000 %
epoch 4, iter 76000, train buffer error 0.800000 %
training @ iter =  76000 , cost =  0.0140986256301
training @ iter =  76100 , cost =  0.00163633201737
training @ iter =  76200 , cost =  0.0204203482717
--> train minibatch error =  0.16
-->  2 6500 chunk_12_50000.pkl
training @ iter =  76300 , cost =  0.364952683449
--> train minibatch error =  0.12
-->  2 6550 chunk_12_50000.pkl
training @ iter =  76400 , cost =  0.00906038656831
training @ iter =  76500 , cost =  0.0218591801822
training @ iter =  76600 , cost =  0.0092362165451
training @ iter =  76700 , cost =  0.00216055545025
training @ iter =  76800 , cost =  0.215554565191
training @ iter =  76900 , cost =  0.0116803264245
training @ iter =  77000 , cost =  0.0106555279344
training @ iter =  77100 , cost =  0.00424955971539
training @ iter =  77200 , cost =  0.0416512005031
training @ iter =  77300 , cost =  0.0641683414578
training @ iter =  77400 , cost =  0.0102630164474
training @ iter =  77500 , cost =  0.0148621704429
training @ iter =  77600 , cost =  0.0142000792548
training @ iter =  77700 , cost =  0.0018381497357
--> train minibatch error =  0.14
-->  3 27500 chunk_13_50000.pkl
training @ iter =  77800 , cost =  0.0511805340648
--> train minibatch error =  0.14
-->  3 34000 chunk_13_50000.pkl
training @ iter =  77900 , cost =  0.031607478857
iter  77999  validation
epoch 4, iter 78000, validation loss 0.028955
epoch 4, iter 78000, validation error 0.914000 %
epoch 4, iter 78000, train minibatch error 0.000000 %
epoch 4, iter 78000, train buffer error 0.100000 %
training @ iter =  78000 , cost =  0.00299191544764
training @ iter =  78100 , cost =  0.00349520216696
training @ iter =  78200 , cost =  0.0293094012886
training @ iter =  78300 , cost =  0.00273053813726
training @ iter =  78400 , cost =  0.00362605811097
training @ iter =  78500 , cost =  0.000749739061575
training @ iter =  78600 , cost =  0.0880485475063
training @ iter =  78700 , cost =  0.0701392292976
training @ iter =  78800 , cost =  0.00659589702263
training @ iter =  78900 , cost =  0.341379135847
--> train minibatch error =  0.12
-->  4 36550 chunk_14_50000.pkl
training @ iter =  79000 , cost =  0.00311645306647
training @ iter =  79100 , cost =  0.00185590283945
training @ iter =  79200 , cost =  0.0610961541533
training @ iter =  79300 , cost =  0.0136735113338
training @ iter =  79400 , cost =  0.00158850103617
training @ iter =  79500 , cost =  0.013233423233
training @ iter =  79600 , cost =  0.0810459554195
training @ iter =  79700 , cost =  0.00875690672547
training @ iter =  79800 , cost =  0.0221935994923
training @ iter =  79900 , cost =  0.0157824773341
iter  79999  validation
epoch 4, iter 80000, validation loss 0.026229
epoch 4, iter 80000, validation error 0.824000 %
epoch 4, iter 80000, train minibatch error 0.000000 %
epoch 4, iter 80000, train buffer error 0.900000 %
patience =  159998 0.99 159998
training @ iter =  80000 , cost =  0.00274122715928
training @ iter =  80100 , cost =  0.00123821536545
training @ iter =  80200 , cost =  0.00656983675435
training @ iter =  80300 , cost =  0.0458500944078
training @ iter =  80400 , cost =  0.00679908879101
training @ iter =  80500 , cost =  0.0119480025023
training @ iter =  80600 , cost =  0.00291950721294
training @ iter =  80700 , cost =  0.0317531377077
training @ iter =  80800 , cost =  0.00399164995179
