Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [ 16  32  32 512 512] (5,)
validation set =  100000
--> train minibatch error =  0.12
-->  23 32150 chunk_8_50000.pkl
--> train minibatch error =  0.14
-->  23 32550 chunk_8_50000.pkl
training @ iter =  48100 , cost =  0.13052727282
training @ iter =  48200 , cost =  0.00394989270717
training @ iter =  48300 , cost =  0.0144543470815
--> train minibatch error =  0.12
-->  23 46350 chunk_8_50000.pkl
training @ iter =  48400 , cost =  0.00227593607269
--> train minibatch error =  0.14
-->  24 150 chunk_9_50000.pkl
training @ iter =  48500 , cost =  0.00654452107847
training @ iter =  48600 , cost =  0.0570327751338
training @ iter =  48700 , cost =  0.00305200438015
training @ iter =  48800 , cost =  0.0489322692156
training @ iter =  48900 , cost =  0.0040557528846
training @ iter =  49000 , cost =  0.0186365060508
training @ iter =  49100 , cost =  0.00486122956499
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.56
-->  24 34800 chunk_9_50000.pkl
--> train minibatch error =  0.46
-->  24 34850 chunk_9_50000.pkl
training @ iter =  49200 , cost =  0.00556134898216
training @ iter =  49300 , cost =  0.069773696363
training @ iter =  49400 , cost =  0.018116004765
training @ iter =  49500 , cost =  0.0121814534068
training @ iter =  49600 , cost =  0.00266578258015
training @ iter =  49700 , cost =  0.0172482952476
training @ iter =  49800 , cost =  0.00523844221607
training @ iter =  49900 , cost =  0.0215899851173
Learning rate:  0.005
iter  49999  validation
epoch 3, iter 50000, validation error 0.969000 %
epoch 3, iter 50000, train minibatch error 0.000000 %
epoch 3, iter 50000, train buffer error 1.000000 %
training @ iter =  50000 , cost =  0.00448495615274
--> train minibatch error =  0.14
-->  0 29050 chunk_10_50000.pkl
training @ iter =  50100 , cost =  0.00904576294124
training @ iter =  50200 , cost =  0.024971390143
training @ iter =  50300 , cost =  0.00942447502166
training @ iter =  50400 , cost =  0.157700166106
training @ iter =  50500 , cost =  0.0270960144699
training @ iter =  50600 , cost =  0.0826503634453
training @ iter =  50700 , cost =  0.0124783087522
--> train minibatch error =  0.12
-->  1 16150 chunk_11_50000.pkl
training @ iter =  50800 , cost =  0.0235574394464
training @ iter =  50900 , cost =  0.00383787136525
training @ iter =  51000 , cost =  0.00827363319695
training @ iter =  51100 , cost =  0.0564427897334
training @ iter =  51200 , cost =  0.00450699217618
training @ iter =  51300 , cost =  0.0188247989863
training @ iter =  51400 , cost =  0.00437556719407
training @ iter =  51500 , cost =  0.00247182906605
--> train minibatch error =  0.14
-->  2 6500 chunk_12_50000.pkl
training @ iter =  51600 , cost =  0.0462189801037
training @ iter =  51700 , cost =  0.00696826912463
training @ iter =  51800 , cost =  0.00174817396328
training @ iter =  51900 , cost =  0.00154096307233
iter  51999  validation
epoch 3, iter 52000, validation error 0.902000 %
epoch 3, iter 52000, train minibatch error 2.000000 %
epoch 3, iter 52000, train buffer error 1.000000 %
patience =  103998 0.99 103998
training @ iter =  52000 , cost =  0.00330787827261
training @ iter =  52100 , cost =  0.0185064971447
training @ iter =  52200 , cost =  0.0488276146352
training @ iter =  52300 , cost =  0.00804761052132
training @ iter =  52400 , cost =  0.00226062745787
training @ iter =  52500 , cost =  0.00689960131422
training @ iter =  52600 , cost =  0.204360231757
training @ iter =  52700 , cost =  0.129570543766
training @ iter =  52800 , cost =  0.00533335795626
training @ iter =  52900 , cost =  0.0847620517015
training @ iter =  53000 , cost =  0.0785333886743
training @ iter =  53100 , cost =  0.14759132266
--> train minibatch error =  0.16
-->  3 34000 chunk_13_50000.pkl
training @ iter =  53200 , cost =  0.0334796346724
training @ iter =  53300 , cost =  0.0629804804921
training @ iter =  53400 , cost =  0.00404730672017
training @ iter =  53500 , cost =  0.0153458109125
training @ iter =  53600 , cost =  0.0590865761042
training @ iter =  53700 , cost =  0.0186239294708
training @ iter =  53800 , cost =  0.00125287252013
training @ iter =  53900 , cost =  0.0620018690825
iter  53999  validation
epoch 3, iter 54000, validation error 0.896000 %
epoch 3, iter 54000, train minibatch error 0.000000 %
epoch 3, iter 54000, train buffer error 0.700000 %
training @ iter =  54000 , cost =  0.012494225055
training @ iter =  54100 , cost =  0.0260050781071
--> train minibatch error =  0.14
-->  4 36550 chunk_14_50000.pkl
training @ iter =  54200 , cost =  0.0215493496507
training @ iter =  54300 , cost =  0.0216294769198
training @ iter =  54400 , cost =  0.0107147647068
training @ iter =  54500 , cost =  0.0411496646702
training @ iter =  54600 , cost =  0.00253647379577
training @ iter =  54700 , cost =  0.0809481814504
training @ iter =  54800 , cost =  0.0363501310349
training @ iter =  54900 , cost =  0.0063155554235
training @ iter =  55000 , cost =  0.0111573860049
training @ iter =  55100 , cost =  0.0133538600057
training @ iter =  55200 , cost =  0.0836646780372
training @ iter =  55300 , cost =  0.0670330449939
training @ iter =  55400 , cost =  0.00641172844917
training @ iter =  55500 , cost =  0.0140877775848
training @ iter =  55600 , cost =  0.00115362473298
training @ iter =  55700 , cost =  0.0111717507243
training @ iter =  55800 , cost =  0.0978995710611
training @ iter =  55900 , cost =  0.0248637795448
iter  55999  validation
epoch 3, iter 56000, validation error 0.907000 %
epoch 3, iter 56000, train minibatch error 2.000000 %
epoch 3, iter 56000, train buffer error 0.700000 %
training @ iter =  56000 , cost =  0.00400624703616
training @ iter =  56100 , cost =  0.0388353578746
--> train minibatch error =  0.12
-->  6 33250 chunk_16_50000.pkl
training @ iter =  56200 , cost =  0.00365397520363
training @ iter =  56300 , cost =  0.00531884655356
training @ iter =  56400 , cost =  0.00208208733238
training @ iter =  56500 , cost =  0.0148936985061
training @ iter =  56600 , cost =  0.0123796816915
training @ iter =  56700 , cost =  0.0142684336752
training @ iter =  56800 , cost =  0.0362830124795
training @ iter =  56900 , cost =  0.0383559837937
training @ iter =  57000 , cost =  0.00402802089229
training @ iter =  57100 , cost =  0.0323511734605
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 34400 chunk_17_50000.pkl
training @ iter =  57200 , cost =  0.013391405344
training @ iter =  57300 , cost =  0.0766891688108
--> train minibatch error =  0.12
-->  7 44700 chunk_17_50000.pkl
training @ iter =  57400 , cost =  0.0421282015741
training @ iter =  57500 , cost =  0.00648603402078
--> train minibatch error =  0.18
-->  8 4750 chunk_18_50000.pkl
training @ iter =  57600 , cost =  0.0747562721372
training @ iter =  57700 , cost =  0.00731366220862
training @ iter =  57800 , cost =  0.0494750030339
training @ iter =  57900 , cost =  0.0418035164475
iter  57999  validation
epoch 3, iter 58000, validation error 0.939000 %
epoch 3, iter 58000, train minibatch error 2.000000 %
epoch 3, iter 58000, train buffer error 0.800000 %
training @ iter =  58000 , cost =  0.073990136385
--> train minibatch error =  0.24
-->  8 30350 chunk_18_50000.pkl
--> train minibatch error =  0.26
-->  8 30400 chunk_18_50000.pkl
training @ iter =  58100 , cost =  0.137783885002
--> train minibatch error =  0.18
-->  8 33600 chunk_18_50000.pkl
training @ iter =  58200 , cost =  0.023869631812
training @ iter =  58300 , cost =  0.0142227020115
training @ iter =  58400 , cost =  0.0114542273805
training @ iter =  58500 , cost =  0.0268344469368
training @ iter =  58600 , cost =  0.0707187205553
training @ iter =  58700 , cost =  0.0327979698777
training @ iter =  58800 , cost =  0.00143270986155
training @ iter =  58900 , cost =  0.0559817552567
training @ iter =  59000 , cost =  0.112017959356
--> train minibatch error =  0.12
-->  9 29850 chunk_19_50000.pkl
training @ iter =  59100 , cost =  0.0241412594914
--> train minibatch error =  0.12
-->  9 35350 chunk_19_50000.pkl
training @ iter =  59200 , cost =  0.189178720117
training @ iter =  59300 , cost =  0.0109557053074
training @ iter =  59400 , cost =  0.0650887414813
training @ iter =  59500 , cost =  0.037207569927
training @ iter =  59600 , cost =  0.0203186459839
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
training @ iter =  59700 , cost =  0.0103572485968
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  59800 , cost =  0.0199887305498
training @ iter =  59900 , cost =  0.0124835185707
--> train minibatch error =  0.12
-->  10 25050 chunk_20_50000.pkl
iter  59999  validation
epoch 3, iter 60000, validation error 0.900000 %
epoch 3, iter 60000, train minibatch error 0.000000 %
epoch 3, iter 60000, train buffer error 0.700000 %
training @ iter =  60000 , cost =  0.0217115227133
training @ iter =  60100 , cost =  0.0130826048553
training @ iter =  60200 , cost =  0.0673932060599
training @ iter =  60300 , cost =  0.013200593181
training @ iter =  60400 , cost =  0.00439469562843
training @ iter =  60500 , cost =  0.00840648263693
training @ iter =  60600 , cost =  0.000990549568087
training @ iter =  60700 , cost =  0.000565584516153
training @ iter =  60800 , cost =  0.0666418969631
training @ iter =  60900 , cost =  0.00475077470765
training @ iter =  61000 , cost =  0.00738134840503
training @ iter =  61100 , cost =  0.00475987093523
training @ iter =  61200 , cost =  0.0017450186424
training @ iter =  61300 , cost =  0.0190806537867
training @ iter =  61400 , cost =  0.00725014694035
--> train minibatch error =  0.16
-->  12 750 chunk_22_50000.pkl
training @ iter =  61500 , cost =  0.0458939932287
training @ iter =  61600 , cost =  0.0651170313358
training @ iter =  61700 , cost =  0.034493252635
training @ iter =  61800 , cost =  0.0367257036269
training @ iter =  61900 , cost =  0.00516507448629
iter  61999  validation
epoch 3, iter 62000, validation error 0.888000 %
epoch 3, iter 62000, train minibatch error 0.000000 %
epoch 3, iter 62000, train buffer error 0.800000 %
patience =  123998 0.99 123998
training @ iter =  62000 , cost =  0.0394059419632
training @ iter =  62100 , cost =  0.00415289029479
training @ iter =  62200 , cost =  0.00314413150772
training @ iter =  62300 , cost =  0.0297012384981
training @ iter =  62400 , cost =  0.00136370037217
training @ iter =  62500 , cost =  0.00984513293952
training @ iter =  62600 , cost =  0.00609800033271
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  62700 , cost =  0.00372796715237
training @ iter =  62800 , cost =  0.0160826928914
training @ iter =  62900 , cost =  0.0183148290962
--> train minibatch error =  0.16
-->  13 23900 chunk_23_50000.pkl
training @ iter =  63000 , cost =  0.0181053038687
training @ iter =  63100 , cost =  0.391968727112
training @ iter =  63200 , cost =  0.00310173956677
training @ iter =  63300 , cost =  0.0196439120919
training @ iter =  63400 , cost =  0.0185336973518
training @ iter =  63500 , cost =  0.00527142174542
training @ iter =  63600 , cost =  0.049844942987
training @ iter =  63700 , cost =  0.00706346193328
training @ iter =  63800 , cost =  0.010120687075
training @ iter =  63900 , cost =  0.0755642578006
iter  63999  validation
epoch 3, iter 64000, validation error 0.961000 %
epoch 3, iter 64000, train minibatch error 0.000000 %
epoch 3, iter 64000, train buffer error 0.700000 %
training @ iter =  64000 , cost =  0.000899011502042
training @ iter =  64100 , cost =  0.00501577137038
training @ iter =  64200 , cost =  0.0105999717489
training @ iter =  64300 , cost =  0.00182348268572
training @ iter =  64400 , cost =  0.0107849454507
training @ iter =  64500 , cost =  0.00835344847292
training @ iter =  64600 , cost =  0.00284714647569
training @ iter =  64700 , cost =  0.10157892108
training @ iter =  64800 , cost =  0.00228834804147
training @ iter =  64900 , cost =  0.000937231467105
training @ iter =  65000 , cost =  0.00127553346101
training @ iter =  65100 , cost =  0.0020559055265
training @ iter =  65200 , cost =  0.0780553594232
training @ iter =  65300 , cost =  0.0281845070422
training @ iter =  65400 , cost =  0.00223051407374
training @ iter =  65500 , cost =  0.142152935266
training @ iter =  65600 , cost =  0.00193626899272
training @ iter =  65700 , cost =  0.0114429378882
training @ iter =  65800 , cost =  0.111614204943
training @ iter =  65900 , cost =  0.00114573375322
iter  65999  validation
epoch 3, iter 66000, validation error 0.940000 %
epoch 3, iter 66000, train minibatch error 0.000000 %
epoch 3, iter 66000, train buffer error 0.700000 %
training @ iter =  66000 , cost =  0.045551456511
training @ iter =  66100 , cost =  0.0106322094798
training @ iter =  66200 , cost =  0.00801379419863
training @ iter =  66300 , cost =  0.273730695248
training @ iter =  66400 , cost =  0.00443120673299
--> train minibatch error =  0.16
-->  16 49400 chunk_26_50000.pkl
training @ iter =  66500 , cost =  0.0839556977153
training @ iter =  66600 , cost =  0.000613629817963
training @ iter =  66700 , cost =  0.101524427533
training @ iter =  66800 , cost =  0.00480266101658
training @ iter =  66900 , cost =  0.0235509499907
training @ iter =  67000 , cost =  0.00349153997377
training @ iter =  67100 , cost =  0.0170466825366
training @ iter =  67200 , cost =  0.0030514523387
--> train minibatch error =  0.12
-->  17 40700 chunk_27_50000.pkl
training @ iter =  67300 , cost =  0.0264309756458
training @ iter =  67400 , cost =  0.00209982809611
training @ iter =  67500 , cost =  0.000666519394144
training @ iter =  67600 , cost =  0.00490236561745
training @ iter =  67700 , cost =  0.0474296063185
training @ iter =  67800 , cost =  0.00175359158311
training @ iter =  67900 , cost =  0.0020998029504
iter  67999  validation
epoch 3, iter 68000, validation error 0.879000 %
epoch 3, iter 68000, train minibatch error 2.000000 %
epoch 3, iter 68000, train buffer error 0.800000 %
patience =  135998 0.99 135998
training @ iter =  68000 , cost =  0.0266283750534
training @ iter =  68100 , cost =  0.00367900496349
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  68200 , cost =  0.00744633376598
training @ iter =  68300 , cost =  0.0111462911591
--> train minibatch error =  0.14
-->  19 8950 chunk_4_50000.pkl
training @ iter =  68400 , cost =  0.00676343915984
training @ iter =  68500 , cost =  0.0194049421698
training @ iter =  68600 , cost =  0.0515229180455
training @ iter =  68700 , cost =  0.0248292610049
training @ iter =  68800 , cost =  0.0693536251783
training @ iter =  68900 , cost =  0.0510831736028
--> train minibatch error =  0.14
-->  19 41400 chunk_4_50000.pkl
training @ iter =  69000 , cost =  0.0523876398802
training @ iter =  69100 , cost =  0.0349093899131
training @ iter =  69200 , cost =  0.0984130129218
--> train minibatch error =  0.28
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.12
-->  20 5950 chunk_5_50000.pkl
training @ iter =  69300 , cost =  0.0696957483888
training @ iter =  69400 , cost =  0.00871023628861
training @ iter =  69500 , cost =  0.0083241565153
training @ iter =  69600 , cost =  0.00240798597224
training @ iter =  69700 , cost =  0.103027686477
training @ iter =  69800 , cost =  0.01297958754
training @ iter =  69900 , cost =  0.0246828980744
iter  69999  validation
epoch 3, iter 70000, validation error 0.860000 %
epoch 3, iter 70000, train minibatch error 0.000000 %
epoch 3, iter 70000, train buffer error 0.700000 %
patience =  139998 0.99 139998
training @ iter =  70000 , cost =  0.0411071106791
training @ iter =  70100 , cost =  0.0110059976578
training @ iter =  70200 , cost =  0.0193947777152
training @ iter =  70300 , cost =  0.00458613224328
training @ iter =  70400 , cost =  0.0554642118514
training @ iter =  70500 , cost =  0.0510496385396
training @ iter =  70600 , cost =  0.00623008375987
--> train minibatch error =  0.12
-->  21 24300 chunk_6_50000.pkl
training @ iter =  70700 , cost =  0.0287785418332
training @ iter =  70800 , cost =  0.0145503589883
training @ iter =  70900 , cost =  0.0295871738344
training @ iter =  71000 , cost =  0.00354187074117
training @ iter =  71100 , cost =  0.0188855510205
training @ iter =  71200 , cost =  0.00399702647701
training @ iter =  71300 , cost =  0.0310588981956
training @ iter =  71400 , cost =  0.00908465404063
training @ iter =  71500 , cost =  0.00566470390186
training @ iter =  71600 , cost =  0.0100920917466
training @ iter =  71700 , cost =  0.00374313350767
training @ iter =  71800 , cost =  0.0294009968638
training @ iter =  71900 , cost =  0.0536743737757
iter  71999  validation
epoch 3, iter 72000, validation error 0.942000 %
epoch 3, iter 72000, train minibatch error 0.000000 %
epoch 3, iter 72000, train buffer error 1.100000 %
training @ iter =  72000 , cost =  0.103603944182
training @ iter =  72100 , cost =  0.0353126041591
training @ iter =  72200 , cost =  0.00446936674416
training @ iter =  72300 , cost =  0.00125654903241
training @ iter =  72400 , cost =  0.0291933342814
training @ iter =  72500 , cost =  0.000452052656328
--> train minibatch error =  0.16
-->  23 21400 chunk_8_50000.pkl
training @ iter =  72600 , cost =  0.119207285345
--> train minibatch error =  0.14
-->  23 25850 chunk_8_50000.pkl
training @ iter =  72700 , cost =  0.0254369210452
training @ iter =  72800 , cost =  0.00231191702187
--> train minibatch error =  0.14
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.14
-->  23 31900 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 32000 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 32100 chunk_8_50000.pkl
training @ iter =  72900 , cost =  0.035027705133
training @ iter =  73000 , cost =  0.0149165084586
training @ iter =  73100 , cost =  0.00244620139711
--> train minibatch error =  0.12
-->  24 150 chunk_9_50000.pkl
training @ iter =  73200 , cost =  0.0310391932726
training @ iter =  73300 , cost =  0.0227382071316
training @ iter =  73400 , cost =  0.265982240438
training @ iter =  73500 , cost =  0.00696300761774
training @ iter =  73600 , cost =  0.000558337662369
training @ iter =  73700 , cost =  0.00481035513803
training @ iter =  73800 , cost =  0.00466091418639
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.26
-->  24 34800 chunk_9_50000.pkl
--> train minibatch error =  0.34
-->  24 34850 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 34900 chunk_9_50000.pkl
training @ iter =  73900 , cost =  0.0560255795717
iter  73999  validation
epoch 3, iter 74000, validation error 0.879000 %
epoch 3, iter 74000, train minibatch error 0.000000 %
epoch 3, iter 74000, train buffer error 0.300000 %
training @ iter =  74000 , cost =  0.0115952827036
training @ iter =  74100 , cost =  0.0150288883597
training @ iter =  74200 , cost =  0.00653350353241
training @ iter =  74300 , cost =  0.0478628352284
training @ iter =  74400 , cost =  0.00443633459508
training @ iter =  74500 , cost =  0.0238780062646
training @ iter =  74600 , cost =  0.0207196455449
training @ iter =  74700 , cost =  0.00702946772799
--> train minibatch error =  0.12
-->  0 29050 chunk_10_50000.pkl
training @ iter =  74800 , cost =  0.0328687131405
training @ iter =  74900 , cost =  0.0126856472343
training @ iter =  75000 , cost =  0.00740814674646
training @ iter =  75100 , cost =  0.00488217454404
training @ iter =  75200 , cost =  0.00663351174444
training @ iter =  75300 , cost =  0.0312655717134
training @ iter =  75400 , cost =  0.00739791383967
--> train minibatch error =  0.12
-->  1 16150 chunk_11_50000.pkl
training @ iter =  75500 , cost =  0.0667924582958
training @ iter =  75600 , cost =  0.00129887787625
training @ iter =  75700 , cost =  0.0266028400511
training @ iter =  75800 , cost =  0.00529930368066
training @ iter =  75900 , cost =  0.00329336198047
iter  75999  validation
epoch 4, iter 76000, validation error 0.868000 %
epoch 4, iter 76000, train minibatch error 4.000000 %
epoch 4, iter 76000, train buffer error 0.900000 %
training @ iter =  76000 , cost =  0.0210930984467
training @ iter =  76100 , cost =  0.00276696961373
training @ iter =  76200 , cost =  0.0289346687496
--> train minibatch error =  0.14
-->  2 6500 chunk_12_50000.pkl
training @ iter =  76300 , cost =  0.241322025657
training @ iter =  76400 , cost =  0.00499309180304
training @ iter =  76500 , cost =  0.0119476728141
training @ iter =  76600 , cost =  0.0042248130776
training @ iter =  76700 , cost =  0.00128738197964
training @ iter =  76800 , cost =  0.225131466985
training @ iter =  76900 , cost =  0.030439266935
training @ iter =  77000 , cost =  0.00774524221197
--> train minibatch error =  0.12
-->  2 44550 chunk_12_50000.pkl
training @ iter =  77100 , cost =  0.00463074725121
training @ iter =  77200 , cost =  0.0134148076177
training @ iter =  77300 , cost =  0.0414881184697
training @ iter =  77400 , cost =  0.00510998954996
training @ iter =  77500 , cost =  0.0313958004117
training @ iter =  77600 , cost =  0.0107668479905
training @ iter =  77700 , cost =  0.00101608585101
training @ iter =  77800 , cost =  0.0425456389785
--> train minibatch error =  0.14
-->  3 34000 chunk_13_50000.pkl
training @ iter =  77900 , cost =  0.036300484091
iter  77999  validation
epoch 4, iter 78000, validation error 0.904000 %
epoch 4, iter 78000, train minibatch error 0.000000 %
epoch 4, iter 78000, train buffer error 0.100000 %
training @ iter =  78000 , cost =  0.00494805211201
training @ iter =  78100 , cost =  0.00161265884526
training @ iter =  78200 , cost =  0.0386911183596
training @ iter =  78300 , cost =  0.00296776136383
training @ iter =  78400 , cost =  0.00474506011233
training @ iter =  78500 , cost =  0.000254776881775
training @ iter =  78600 , cost =  0.107725076377
training @ iter =  78700 , cost =  0.0420008040965
training @ iter =  78800 , cost =  0.00309817912057
training @ iter =  78900 , cost =  0.288323462009
--> train minibatch error =  0.12
-->  4 36550 chunk_14_50000.pkl
training @ iter =  79000 , cost =  0.00449539348483
training @ iter =  79100 , cost =  0.00113576534204
training @ iter =  79200 , cost =  0.0682605579495
training @ iter =  79300 , cost =  0.00411631306633
training @ iter =  79400 , cost =  0.00170431798324
training @ iter =  79500 , cost =  0.00779330264777
training @ iter =  79600 , cost =  0.0621446333826
training @ iter =  79700 , cost =  0.0109784910455
training @ iter =  79800 , cost =  0.0212598424405
training @ iter =  79900 , cost =  0.00535480538383
iter  79999  validation
epoch 4, iter 80000, validation error 0.838000 %
epoch 4, iter 80000, train minibatch error 0.000000 %
epoch 4, iter 80000, train buffer error 0.800000 %
patience =  159998 0.99 159998
training @ iter =  80000 , cost =  0.00379675277509
training @ iter =  80100 , cost =  0.00117367052007
training @ iter =  80200 , cost =  0.00834886729717
training @ iter =  80300 , cost =  0.0546710342169
training @ iter =  80400 , cost =  0.0106380889192
training @ iter =  80500 , cost =  0.00320112728514
training @ iter =  80600 , cost =  0.00316501408815
training @ iter =  80700 , cost =  0.0286814849824
training @ iter =  80800 , cost =  0.00478119496256
--> train minibatch error =  0.12
-->  6 33250 chunk_16_50000.pkl
training @ iter =  80900 , cost =  0.0233434103429
training @ iter =  81000 , cost =  0.00157894939184
training @ iter =  81100 , cost =  0.0326458774507
training @ iter =  81200 , cost =  0.00658663176
training @ iter =  81300 , cost =  0.147157400846
training @ iter =  81400 , cost =  0.00407435232773
training @ iter =  81500 , cost =  0.127242475748
training @ iter =  81600 , cost =  0.00327083584853
training @ iter =  81700 , cost =  0.00301935663447
training @ iter =  81800 , cost =  0.128401115537
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 34400 chunk_17_50000.pkl
training @ iter =  81900 , cost =  0.0344686619937
iter  81999  validation
epoch 4, iter 82000, validation error 0.957000 %
epoch 4, iter 82000, train minibatch error 2.000000 %
epoch 4, iter 82000, train buffer error 1.400000 %
training @ iter =  82000 , cost =  0.00969140138477
--> train minibatch error =  0.12
-->  7 44700 chunk_17_50000.pkl
training @ iter =  82100 , cost =  0.025644402951
training @ iter =  82200 , cost =  0.0180792156607
--> train minibatch error =  0.16
-->  8 4750 chunk_18_50000.pkl
training @ iter =  82300 , cost =  0.00377634097822
training @ iter =  82400 , cost =  0.0218395665288
training @ iter =  82500 , cost =  0.00341256358661
training @ iter =  82600 , cost =  0.00715292943642
training @ iter =  82700 , cost =  0.00489507103339
--> train minibatch error =  0.2
-->  8 30350 chunk_18_50000.pkl
--> train minibatch error =  0.34
-->  8 30400 chunk_18_50000.pkl
training @ iter =  82800 , cost =  0.000595122342929
--> train minibatch error =  0.16
-->  8 33600 chunk_18_50000.pkl
training @ iter =  82900 , cost =  0.00534529751167
training @ iter =  83000 , cost =  0.0279928036034
training @ iter =  83100 , cost =  0.159699484706
training @ iter =  83200 , cost =  0.00819109007716
training @ iter =  83300 , cost =  0.0024347526487
training @ iter =  83400 , cost =  0.00715043535456
training @ iter =  83500 , cost =  0.00200576707721
training @ iter =  83600 , cost =  0.00229573971592
training @ iter =  83700 , cost =  0.00714593753219
--> train minibatch error =  0.12
-->  9 29850 chunk_19_50000.pkl
training @ iter =  83800 , cost =  0.0802631005645
--> train minibatch error =  0.12
-->  9 35350 chunk_19_50000.pkl
training @ iter =  83900 , cost =  0.00356668839231
iter  83999  validation
epoch 4, iter 84000, validation error 0.927000 %
epoch 4, iter 84000, train minibatch error 0.000000 %
epoch 4, iter 84000, train buffer error 0.500000 %
training @ iter =  84000 , cost =  0.0650757849216
training @ iter =  84100 , cost =  0.00270031276159
training @ iter =  84200 , cost =  0.0260384492576
training @ iter =  84300 , cost =  0.0327133908868
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
training @ iter =  84400 , cost =  0.00568159390241
training @ iter =  84500 , cost =  0.0762458816171
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  84600 , cost =  0.00449497485533
--> train minibatch error =  0.12
-->  10 25050 chunk_20_50000.pkl
training @ iter =  84700 , cost =  0.00283942767419
training @ iter =  84800 , cost =  0.0051713292487
training @ iter =  84900 , cost =  0.00876022130251
training @ iter =  85000 , cost =  0.00574642047286
training @ iter =  85100 , cost =  0.00233859010041
training @ iter =  85200 , cost =  0.111526533961
training @ iter =  85300 , cost =  0.00445299781859
training @ iter =  85400 , cost =  0.000814108527265
training @ iter =  85500 , cost =  0.0161252804101
training @ iter =  85600 , cost =  0.0802517384291
training @ iter =  85700 , cost =  0.0450379215181
training @ iter =  85800 , cost =  0.00605735788122
training @ iter =  85900 , cost =  0.0348210297525
iter  85999  validation
epoch 4, iter 86000, validation error 1.626000 %
epoch 4, iter 86000, train minibatch error 0.000000 %
epoch 4, iter 86000, train buffer error 1.900000 %
training @ iter =  86000 , cost =  0.00667890906334
training @ iter =  86100 , cost =  0.000839839107357
--> train minibatch error =  0.16
-->  12 750 chunk_22_50000.pkl
training @ iter =  86200 , cost =  0.0212190244347
training @ iter =  86300 , cost =  0.00244517810643
training @ iter =  86400 , cost =  0.00334455352277
training @ iter =  86500 , cost =  0.00113615905866
training @ iter =  86600 , cost =  0.0107028000057
training @ iter =  86700 , cost =  0.000375798117602
training @ iter =  86800 , cost =  0.14651478827
training @ iter =  86900 , cost =  0.0728502720594
training @ iter =  87000 , cost =  0.00140675762668
training @ iter =  87100 , cost =  0.00183934834786
training @ iter =  87200 , cost =  0.00988440960646
training @ iter =  87300 , cost =  0.00642333133146
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  87400 , cost =  0.00193521368783
training @ iter =  87500 , cost =  0.000896767131053
training @ iter =  87600 , cost =  0.0261812563986
--> train minibatch error =  0.16
-->  13 23900 chunk_23_50000.pkl
training @ iter =  87700 , cost =  0.0052811964415
training @ iter =  87800 , cost =  0.038287140429
training @ iter =  87900 , cost =  0.000466820813017
iter  87999  validation
epoch 4, iter 88000, validation error 0.848000 %
epoch 4, iter 88000, train minibatch error 0.000000 %
epoch 4, iter 88000, train buffer error 0.700000 %
training @ iter =  88000 , cost =  0.00843925960362
training @ iter =  88100 , cost =  0.00108024291694
training @ iter =  88200 , cost =  0.0262086223811
training @ iter =  88300 , cost =  0.0704450532794
training @ iter =  88400 , cost =  0.000430806714576
training @ iter =  88500 , cost =  0.00105352338869
training @ iter =  88600 , cost =  0.00155102845747
training @ iter =  88700 , cost =  0.0449981801212
training @ iter =  88800 , cost =  0.00315903848968
training @ iter =  88900 , cost =  0.00920397974551
training @ iter =  89000 , cost =  0.00209617917426
training @ iter =  89100 , cost =  0.000620601756964
training @ iter =  89200 , cost =  0.00817873701453
training @ iter =  89300 , cost =  0.0584539882839
training @ iter =  89400 , cost =  0.00377015327103
training @ iter =  89500 , cost =  0.00112292240374
training @ iter =  89600 , cost =  0.00422071292996
training @ iter =  89700 , cost =  0.00659313751385
training @ iter =  89800 , cost =  0.055705409497
training @ iter =  89900 , cost =  0.0034056014847
iter  89999  validation
epoch 4, iter 90000, validation error 0.885000 %
epoch 4, iter 90000, train minibatch error 0.000000 %
epoch 4, iter 90000, train buffer error 1.600000 %
training @ iter =  90000 , cost =  0.00849648378789
training @ iter =  90100 , cost =  0.00713861128315
training @ iter =  90200 , cost =  0.0243038311601
training @ iter =  90300 , cost =  0.00262715341523
