Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [16 32 48 64] (4,)
training @ iter =  52800 , cost =  0.00203369115479
--> train minibatch error =  0.14
-->  3 18900 chunk_13_50000.pkl
training @ iter =  52900 , cost =  0.0502363666892
training @ iter =  53000 , cost =  0.0301572866738
--> train minibatch error =  0.12
-->  3 32100 chunk_13_50000.pkl
training @ iter =  53100 , cost =  0.128444477916
--> train minibatch error =  0.12
-->  3 34000 chunk_13_50000.pkl
training @ iter =  53200 , cost =  0.038712348789
training @ iter =  53300 , cost =  0.121698386967
training @ iter =  53400 , cost =  0.00190373335499
training @ iter =  53500 , cost =  0.00407384335995
training @ iter =  53600 , cost =  0.0626840442419
training @ iter =  53700 , cost =  0.0143446316943
training @ iter =  53800 , cost =  0.000786351272836
training @ iter =  53900 , cost =  0.0442704409361
iter  53999  validation
epoch 3, iter 54000, validation error 0.766000 %
epoch 3, iter 54000, train minibatch error 0.000000 %
epoch 3, iter 54000, train buffer error 0.400000 %
training @ iter =  54000 , cost =  0.0207717046142
training @ iter =  54100 , cost =  0.0195652246475
training @ iter =  54200 , cost =  0.00964644365013
training @ iter =  54300 , cost =  0.00375498691574
--> train minibatch error =  0.12
-->  4 46200 chunk_14_50000.pkl
training @ iter =  54400 , cost =  0.00829957518727
training @ iter =  54500 , cost =  0.0219619274139
training @ iter =  54600 , cost =  0.0014792116126
training @ iter =  54700 , cost =  0.134234160185
training @ iter =  54800 , cost =  0.0416497811675
training @ iter =  54900 , cost =  0.00257777608931
training @ iter =  55000 , cost =  0.00355689693242
training @ iter =  55100 , cost =  0.0678487420082
training @ iter =  55200 , cost =  0.0697395280004
training @ iter =  55300 , cost =  0.0542488470674
training @ iter =  55400 , cost =  0.00209884415381
training @ iter =  55500 , cost =  0.0259772259742
training @ iter =  55600 , cost =  0.000580179097597
training @ iter =  55700 , cost =  0.00246653915383
training @ iter =  55800 , cost =  0.0754183977842
training @ iter =  55900 , cost =  0.00664474721998
iter  55999  validation
epoch 3, iter 56000, validation error 0.755000 %
epoch 3, iter 56000, train minibatch error 0.000000 %
epoch 3, iter 56000, train buffer error 0.200000 %
training @ iter =  56000 , cost =  0.0139905950055
training @ iter =  56100 , cost =  0.0708157941699
training @ iter =  56200 , cost =  0.00350251863711
training @ iter =  56300 , cost =  0.00876596290618
training @ iter =  56400 , cost =  0.000904213811737
training @ iter =  56500 , cost =  0.0165669731796
training @ iter =  56600 , cost =  0.00707669183612
training @ iter =  56700 , cost =  0.0331522114575
training @ iter =  56800 , cost =  0.0234612748027
training @ iter =  56900 , cost =  0.0289435982704
training @ iter =  57000 , cost =  0.0115321325138
training @ iter =  57100 , cost =  0.0123588871211
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
training @ iter =  57200 , cost =  0.014387588948
training @ iter =  57300 , cost =  0.0198542419821
training @ iter =  57400 , cost =  0.0320420823991
training @ iter =  57500 , cost =  0.00675776600838
--> train minibatch error =  0.12
-->  8 4750 chunk_18_50000.pkl
training @ iter =  57600 , cost =  0.0808349773288
training @ iter =  57700 , cost =  0.0152011737227
training @ iter =  57800 , cost =  0.0274010356516
training @ iter =  57900 , cost =  0.0317541472614
iter  57999  validation
epoch 3, iter 58000, validation error 0.798000 %
epoch 3, iter 58000, train minibatch error 0.000000 %
epoch 3, iter 58000, train buffer error 0.300000 %
training @ iter =  58000 , cost =  0.0742454826832
--> train minibatch error =  0.2
-->  8 30350 chunk_18_50000.pkl
--> train minibatch error =  0.12
-->  8 30400 chunk_18_50000.pkl
training @ iter =  58100 , cost =  0.117354862392
--> train minibatch error =  0.14
-->  8 33600 chunk_18_50000.pkl
training @ iter =  58200 , cost =  0.0382914878428
training @ iter =  58300 , cost =  0.00417262129486
training @ iter =  58400 , cost =  0.00832851510495
training @ iter =  58500 , cost =  0.0407208874822
training @ iter =  58600 , cost =  0.0719483867288
training @ iter =  58700 , cost =  0.04573321715
training @ iter =  58800 , cost =  0.00162983266637
training @ iter =  58900 , cost =  0.0159342829138
training @ iter =  59000 , cost =  0.0971862673759
--> train minibatch error =  0.14
-->  9 29850 chunk_19_50000.pkl
training @ iter =  59100 , cost =  0.0228236429393
training @ iter =  59200 , cost =  0.117487832904
training @ iter =  59300 , cost =  0.00418321834877
training @ iter =  59400 , cost =  0.0870648026466
training @ iter =  59500 , cost =  0.051711153239
training @ iter =  59600 , cost =  0.0159160532057
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
training @ iter =  59700 , cost =  0.0104638198391
training @ iter =  59800 , cost =  0.0149477757514
training @ iter =  59900 , cost =  0.00496660033241
iter  59999  validation
epoch 3, iter 60000, validation error 0.731000 %
epoch 3, iter 60000, train minibatch error 0.000000 %
epoch 3, iter 60000, train buffer error 0.200000 %
patience =  119998 0.99 119998
training @ iter =  60000 , cost =  0.0140626430511
training @ iter =  60100 , cost =  0.00517883198336
training @ iter =  60200 , cost =  0.0157740190625
training @ iter =  60300 , cost =  0.00708454987034
training @ iter =  60400 , cost =  0.00197139545344
training @ iter =  60500 , cost =  0.00127896096092
training @ iter =  60600 , cost =  0.00146379380021
training @ iter =  60700 , cost =  0.0001887431863
training @ iter =  60800 , cost =  0.0228401143104
training @ iter =  60900 , cost =  0.00644791591913
training @ iter =  61000 , cost =  0.00425142422318
training @ iter =  61100 , cost =  0.0034159226343
training @ iter =  61200 , cost =  0.000951677560806
training @ iter =  61300 , cost =  0.0385066010058
training @ iter =  61400 , cost =  0.00916715711355
--> train minibatch error =  0.12
-->  12 750 chunk_22_50000.pkl
training @ iter =  61500 , cost =  0.0517981424928
training @ iter =  61600 , cost =  0.0326774604619
training @ iter =  61700 , cost =  0.0205168388784
training @ iter =  61800 , cost =  0.0238766837865
training @ iter =  61900 , cost =  0.00386637449265
iter  61999  validation
epoch 3, iter 62000, validation error 0.706000 %
epoch 3, iter 62000, train minibatch error 2.000000 %
epoch 3, iter 62000, train buffer error 0.500000 %
patience =  123998 0.99 123998
training @ iter =  62000 , cost =  0.0126812206581
training @ iter =  62100 , cost =  0.000720166775864
training @ iter =  62200 , cost =  0.00325701292604
training @ iter =  62300 , cost =  0.00251760333776
training @ iter =  62400 , cost =  0.00189392641187
training @ iter =  62500 , cost =  0.00481345597655
training @ iter =  62600 , cost =  0.00190275767818
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  62700 , cost =  0.0019780441653
training @ iter =  62800 , cost =  0.0105568384752
training @ iter =  62900 , cost =  0.00941712129861
training @ iter =  63000 , cost =  0.0104241799563
training @ iter =  63100 , cost =  0.206621587276
training @ iter =  63200 , cost =  0.00222005252726
training @ iter =  63300 , cost =  0.00324194529094
training @ iter =  63400 , cost =  0.00338894547895
training @ iter =  63500 , cost =  0.00180293468293
training @ iter =  63600 , cost =  0.00948770716786
training @ iter =  63700 , cost =  0.00987802073359
training @ iter =  63800 , cost =  0.00171466637403
training @ iter =  63900 , cost =  0.0260710623115
iter  63999  validation
epoch 3, iter 64000, validation error 0.852000 %
epoch 3, iter 64000, train minibatch error 0.000000 %
epoch 3, iter 64000, train buffer error 0.400000 %
training @ iter =  64000 , cost =  0.000547572504729
training @ iter =  64100 , cost =  0.00371222081594
training @ iter =  64200 , cost =  0.0124270403758
training @ iter =  64300 , cost =  0.00175014173146
training @ iter =  64400 , cost =  0.0100964810699
training @ iter =  64500 , cost =  0.011617064476
training @ iter =  64600 , cost =  0.00198479299434
training @ iter =  64700 , cost =  0.0566122829914
training @ iter =  64800 , cost =  0.00140762852971
training @ iter =  64900 , cost =  0.00049528881209
training @ iter =  65000 , cost =  0.0010129949078
training @ iter =  65100 , cost =  0.00159918423742
training @ iter =  65200 , cost =  0.0585338883102
training @ iter =  65300 , cost =  0.0144394068047
training @ iter =  65400 , cost =  0.00190375652164
training @ iter =  65500 , cost =  0.163835138083
training @ iter =  65600 , cost =  0.00135289574973
training @ iter =  65700 , cost =  0.0138206407428
training @ iter =  65800 , cost =  0.0762549117208
training @ iter =  65900 , cost =  0.000419238320319
iter  65999  validation
epoch 3, iter 66000, validation error 0.789000 %
epoch 3, iter 66000, train minibatch error 0.000000 %
epoch 3, iter 66000, train buffer error 0.300000 %
training @ iter =  66000 , cost =  0.015483090654
training @ iter =  66100 , cost =  0.00890330225229
training @ iter =  66200 , cost =  0.0433267131448
training @ iter =  66300 , cost =  0.236370503902
training @ iter =  66400 , cost =  0.00168471003417
--> train minibatch error =  0.14
-->  16 49400 chunk_26_50000.pkl
training @ iter =  66500 , cost =  0.0881240069866
training @ iter =  66600 , cost =  0.000392905698391
training @ iter =  66700 , cost =  0.154420867562
training @ iter =  66800 , cost =  0.00436167372391
training @ iter =  66900 , cost =  0.00547069963068
training @ iter =  67000 , cost =  0.00376709224656
training @ iter =  67100 , cost =  0.0112010287121
training @ iter =  67200 , cost =  0.00103982677683
training @ iter =  67300 , cost =  0.0602519363165
training @ iter =  67400 , cost =  0.00201044674031
training @ iter =  67500 , cost =  0.000176616464159
training @ iter =  67600 , cost =  0.017449580133
training @ iter =  67700 , cost =  0.00969840493053
training @ iter =  67800 , cost =  0.000171378065716
training @ iter =  67900 , cost =  0.00122487801127
iter  67999  validation
epoch 3, iter 68000, validation error 0.715000 %
epoch 3, iter 68000, train minibatch error 2.000000 %
epoch 3, iter 68000, train buffer error 0.700000 %
training @ iter =  68000 , cost =  0.0740223452449
training @ iter =  68100 , cost =  0.000669153989293
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  68200 , cost =  0.0136266602203
training @ iter =  68300 , cost =  0.00326834968291
training @ iter =  68400 , cost =  0.00447075068951
training @ iter =  68500 , cost =  0.00436185812578
training @ iter =  68600 , cost =  0.0199598725885
training @ iter =  68700 , cost =  0.0283091347665
training @ iter =  68800 , cost =  0.0805496796966
training @ iter =  68900 , cost =  0.0290775671601
training @ iter =  69000 , cost =  0.0173274818808
training @ iter =  69100 , cost =  0.0238437633961
training @ iter =  69200 , cost =  0.0600540824234
--> train minibatch error =  0.26
-->  20 5900 chunk_5_50000.pkl
training @ iter =  69300 , cost =  0.070514768362
training @ iter =  69400 , cost =  0.01321273949
training @ iter =  69500 , cost =  0.00820185802877
training @ iter =  69600 , cost =  0.00152147188783
training @ iter =  69700 , cost =  0.125390976667
training @ iter =  69800 , cost =  0.0136621240526
training @ iter =  69900 , cost =  0.00493081845343
iter  69999  validation
epoch 3, iter 70000, validation error 0.717000 %
epoch 3, iter 70000, train minibatch error 0.000000 %
epoch 3, iter 70000, train buffer error 0.500000 %
training @ iter =  70000 , cost =  0.0154827330261
training @ iter =  70100 , cost =  0.00497305346653
training @ iter =  70200 , cost =  0.012225555256
training @ iter =  70300 , cost =  0.00206459406763
training @ iter =  70400 , cost =  0.0287711434066
--> train minibatch error =  0.12
-->  21 12100 chunk_6_50000.pkl
training @ iter =  70500 , cost =  0.0328676477075
training @ iter =  70600 , cost =  0.00253950362094
training @ iter =  70700 , cost =  0.0110902199522
training @ iter =  70800 , cost =  0.00260954350233
training @ iter =  70900 , cost =  0.0216106604785
training @ iter =  71000 , cost =  0.0037250968162
training @ iter =  71100 , cost =  0.0180077981204
training @ iter =  71200 , cost =  0.00253530475311
training @ iter =  71300 , cost =  0.0320236384869
training @ iter =  71400 , cost =  0.0201930291951
training @ iter =  71500 , cost =  0.00782406702638
training @ iter =  71600 , cost =  0.0096765384078
training @ iter =  71700 , cost =  0.00208240305074
training @ iter =  71800 , cost =  0.00330871413462
training @ iter =  71900 , cost =  0.0183121338487
iter  71999  validation
epoch 3, iter 72000, validation error 0.717000 %
epoch 3, iter 72000, train minibatch error 0.000000 %
epoch 3, iter 72000, train buffer error 0.600000 %
training @ iter =  72000 , cost =  0.0618527457118
training @ iter =  72100 , cost =  0.0302713532001
training @ iter =  72200 , cost =  0.00288949348032
training @ iter =  72300 , cost =  0.000356088654371
training @ iter =  72400 , cost =  0.0115619460121
training @ iter =  72500 , cost =  0.000394936534576
--> train minibatch error =  0.14
-->  23 21400 chunk_8_50000.pkl
training @ iter =  72600 , cost =  0.12163836509
training @ iter =  72700 , cost =  0.0214614253491
training @ iter =  72800 , cost =  0.0016844564816
--> train minibatch error =  0.12
-->  23 31850 chunk_8_50000.pkl
training @ iter =  72900 , cost =  0.0226832609624
training @ iter =  73000 , cost =  0.0562078766525
training @ iter =  73100 , cost =  0.00123685272411
training @ iter =  73200 , cost =  0.00923701748252
training @ iter =  73300 , cost =  0.00963573344052
training @ iter =  73400 , cost =  0.214092165232
training @ iter =  73500 , cost =  0.00308539485559
training @ iter =  73600 , cost =  0.000292212353088
training @ iter =  73700 , cost =  0.00323401112109
training @ iter =  73800 , cost =  0.00303211808205
--> train minibatch error =  0.2
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.18
-->  24 34750 chunk_9_50000.pkl
--> train minibatch error =  0.24
-->  24 34850 chunk_9_50000.pkl
training @ iter =  73900 , cost =  0.0736696794629
iter  73999  validation
epoch 3, iter 74000, validation error 0.760000 %
epoch 3, iter 74000, train minibatch error 4.000000 %
epoch 3, iter 74000, train buffer error 0.400000 %
training @ iter =  74000 , cost =  0.0063646370545
training @ iter =  74100 , cost =  0.00598883396015
training @ iter =  74200 , cost =  0.00275752623565
training @ iter =  74300 , cost =  0.0778769478202
training @ iter =  74400 , cost =  0.00371066480875
training @ iter =  74500 , cost =  0.0205729920417
training @ iter =  74600 , cost =  0.0192361436784
training @ iter =  74700 , cost =  0.0021980847232
training @ iter =  74800 , cost =  0.0284914728254
training @ iter =  74900 , cost =  0.00610327906907
training @ iter =  75000 , cost =  0.00931749492884
training @ iter =  75100 , cost =  0.0025024311617
training @ iter =  75200 , cost =  0.00235086260363
training @ iter =  75300 , cost =  0.00518412003294
training @ iter =  75400 , cost =  0.0130044035614
training @ iter =  75500 , cost =  0.128040969372
training @ iter =  75600 , cost =  0.000346695043845
training @ iter =  75700 , cost =  0.0113522503525
training @ iter =  75800 , cost =  0.00524437054992
training @ iter =  75900 , cost =  0.00150858936831
iter  75999  validation
epoch 4, iter 76000, validation error 0.722000 %
epoch 4, iter 76000, train minibatch error 2.000000 %
epoch 4, iter 76000, train buffer error 0.200000 %
training @ iter =  76000 , cost =  0.00621881941333
training @ iter =  76100 , cost =  0.000642705883365
training @ iter =  76200 , cost =  0.0153216328472
training @ iter =  76300 , cost =  0.176477968693
training @ iter =  76400 , cost =  0.0018328812439
training @ iter =  76500 , cost =  0.00608421722427
training @ iter =  76600 , cost =  0.0022253273055
training @ iter =  76700 , cost =  0.000626376247965
training @ iter =  76800 , cost =  0.184648111463
training @ iter =  76900 , cost =  0.0142741175368
training @ iter =  77000 , cost =  0.00699874386191
training @ iter =  77100 , cost =  0.00191639689729
training @ iter =  77200 , cost =  0.0193138793111
training @ iter =  77300 , cost =  0.0659624710679
training @ iter =  77400 , cost =  0.00435997825116
training @ iter =  77500 , cost =  0.00768935540691
--> train minibatch error =  0.12
-->  3 18900 chunk_13_50000.pkl
training @ iter =  77600 , cost =  0.01142501086
training @ iter =  77700 , cost =  0.000551043776795
training @ iter =  77800 , cost =  0.0565099567175
--> train minibatch error =  0.12
-->  3 32100 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 34000 chunk_13_50000.pkl
training @ iter =  77900 , cost =  0.0307813771069
iter  77999  validation
epoch 4, iter 78000, validation error 0.709000 %
epoch 4, iter 78000, train minibatch error 0.000000 %
epoch 4, iter 78000, train buffer error 0.000000 %
training @ iter =  78000 , cost =  0.00404533930123
training @ iter =  78100 , cost =  0.00115482183173
training @ iter =  78200 , cost =  0.00893713254482
training @ iter =  78300 , cost =  0.0015225650277
training @ iter =  78400 , cost =  0.00131464819424
training @ iter =  78500 , cost =  0.000190719816601
training @ iter =  78600 , cost =  0.046533331275
training @ iter =  78700 , cost =  0.0646660551429
training @ iter =  78800 , cost =  0.0036032574717
training @ iter =  78900 , cost =  0.179200172424
training @ iter =  79000 , cost =  0.00502702593803
training @ iter =  79100 , cost =  0.00138465408236
training @ iter =  79200 , cost =  0.0947094708681
training @ iter =  79300 , cost =  0.00141452997923
training @ iter =  79400 , cost =  0.00214281748049
training @ iter =  79500 , cost =  0.00321448454633
training @ iter =  79600 , cost =  0.0413348041475
training @ iter =  79700 , cost =  0.00889796949923
training @ iter =  79800 , cost =  0.00650748750195
training @ iter =  79900 , cost =  0.0123149342835
iter  79999  validation
epoch 4, iter 80000, validation error 0.708000 %
epoch 4, iter 80000, train minibatch error 0.000000 %
epoch 4, iter 80000, train buffer error 0.500000 %
training @ iter =  80000 , cost =  0.0027625686489
training @ iter =  80100 , cost =  0.00054602365708
training @ iter =  80200 , cost =  0.00280423555523
training @ iter =  80300 , cost =  0.040888056159
training @ iter =  80400 , cost =  0.000724476587493
training @ iter =  80500 , cost =  0.00143218238372
training @ iter =  80600 , cost =  0.00178201613016
training @ iter =  80700 , cost =  0.0307465102524
training @ iter =  80800 , cost =  0.00520005216822
training @ iter =  80900 , cost =  0.0397823527455
training @ iter =  81000 , cost =  0.000678203999996
training @ iter =  81100 , cost =  0.0106871454045
training @ iter =  81200 , cost =  0.00218913983554
training @ iter =  81300 , cost =  0.142000690103
training @ iter =  81400 , cost =  0.00359521992505
training @ iter =  81500 , cost =  0.157833084464
training @ iter =  81600 , cost =  0.00290887081064
training @ iter =  81700 , cost =  0.00534916995093
training @ iter =  81800 , cost =  0.106103144586
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
training @ iter =  81900 , cost =  0.039700333029
iter  81999  validation
epoch 4, iter 82000, validation error 0.807000 %
epoch 4, iter 82000, train minibatch error 2.000000 %
epoch 4, iter 82000, train buffer error 1.000000 %
training @ iter =  82000 , cost =  0.00584650691599
training @ iter =  82100 , cost =  0.0351521521807
training @ iter =  82200 , cost =  0.00775978667662
training @ iter =  82300 , cost =  0.00332281528972
training @ iter =  82400 , cost =  0.023623354733
training @ iter =  82500 , cost =  0.00197265902534
training @ iter =  82600 , cost =  0.00229415111244
training @ iter =  82700 , cost =  0.0138945793733
--> train minibatch error =  0.18
-->  8 30350 chunk_18_50000.pkl
--> train minibatch error =  0.14
-->  8 30400 chunk_18_50000.pkl
training @ iter =  82800 , cost =  0.00021160893084
--> train minibatch error =  0.14
-->  8 33600 chunk_18_50000.pkl
training @ iter =  82900 , cost =  0.0130716254935
training @ iter =  83000 , cost =  0.00841919891536
training @ iter =  83100 , cost =  0.159288108349
training @ iter =  83200 , cost =  0.0108927451074
training @ iter =  83300 , cost =  0.0017182972515
training @ iter =  83400 , cost =  0.0094099259004
training @ iter =  83500 , cost =  0.000794610241428
training @ iter =  83600 , cost =  0.00199455209076
training @ iter =  83700 , cost =  0.00501635530964
--> train minibatch error =  0.12
-->  9 29850 chunk_19_50000.pkl
training @ iter =  83800 , cost =  0.0139752961695
training @ iter =  83900 , cost =  0.00298182526603
iter  83999  validation
epoch 4, iter 84000, validation error 0.785000 %
epoch 4, iter 84000, train minibatch error 2.000000 %
epoch 4, iter 84000, train buffer error 0.400000 %
training @ iter =  84000 , cost =  0.0268117208034
training @ iter =  84100 , cost =  0.00145110499579
training @ iter =  84200 , cost =  0.0131202638149
training @ iter =  84300 , cost =  0.0035835725721
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
training @ iter =  84400 , cost =  0.00139142165426
training @ iter =  84500 , cost =  0.103770159185
training @ iter =  84600 , cost =  0.00303969439119
training @ iter =  84700 , cost =  0.00139277381822
training @ iter =  84800 , cost =  0.00363733293489
training @ iter =  84900 , cost =  0.00257964991033
training @ iter =  85000 , cost =  0.00213073892519
training @ iter =  85100 , cost =  0.00124705187045
training @ iter =  85200 , cost =  0.0284860506654
training @ iter =  85300 , cost =  0.0055044661276
training @ iter =  85400 , cost =  0.000489127472974
training @ iter =  85500 , cost =  0.0050319749862
training @ iter =  85600 , cost =  0.0492558032274
training @ iter =  85700 , cost =  0.0528976023197
training @ iter =  85800 , cost =  0.00279825506732
training @ iter =  85900 , cost =  0.0249265599996
iter  85999  validation
epoch 4, iter 86000, validation error 1.959000 %
epoch 4, iter 86000, train minibatch error 0.000000 %
epoch 4, iter 86000, train buffer error 1.600000 %
training @ iter =  86000 , cost =  0.0127698658034
training @ iter =  86100 , cost =  0.00343778543174
--> train minibatch error =  0.12
-->  12 750 chunk_22_50000.pkl
training @ iter =  86200 , cost =  0.0402212515473
training @ iter =  86300 , cost =  0.00144345627632
training @ iter =  86400 , cost =  0.00231028371491
training @ iter =  86500 , cost =  0.000960968376603
training @ iter =  86600 , cost =  0.00504178507254
training @ iter =  86700 , cost =  0.000297551538097
training @ iter =  86800 , cost =  0.117334529757
training @ iter =  86900 , cost =  0.0886329859495
training @ iter =  87000 , cost =  0.000782851420809
training @ iter =  87100 , cost =  0.000973336107563
training @ iter =  87200 , cost =  0.0174102000892
training @ iter =  87300 , cost =  0.00113746046554
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  87400 , cost =  0.000310553412419
training @ iter =  87500 , cost =  0.000353351206286
training @ iter =  87600 , cost =  0.0331951677799
training @ iter =  87700 , cost =  0.00164925050922
training @ iter =  87800 , cost =  0.0150185115635
training @ iter =  87900 , cost =  0.000134361107484
iter  87999  validation
epoch 4, iter 88000, validation error 0.708000 %
epoch 4, iter 88000, train minibatch error 0.000000 %
epoch 4, iter 88000, train buffer error 0.000000 %
training @ iter =  88000 , cost =  0.0294670555741
training @ iter =  88100 , cost =  0.00550233293325
training @ iter =  88200 , cost =  0.0103510105982
training @ iter =  88300 , cost =  0.0848685652018
training @ iter =  88400 , cost =  0.000799289497081
training @ iter =  88500 , cost =  0.00220577558503
training @ iter =  88600 , cost =  0.000855191843584
training @ iter =  88700 , cost =  0.0450081117451
training @ iter =  88800 , cost =  0.000687116815243
training @ iter =  88900 , cost =  0.00578927109018
training @ iter =  89000 , cost =  0.00187795376405
training @ iter =  89100 , cost =  0.000405106926337
training @ iter =  89200 , cost =  0.00490263663232
training @ iter =  89300 , cost =  0.0289275031537
training @ iter =  89400 , cost =  0.00906824599952
training @ iter =  89500 , cost =  0.000230261459365
training @ iter =  89600 , cost =  0.00312790716998
training @ iter =  89700 , cost =  0.00328854238614
training @ iter =  89800 , cost =  0.0178265497088
training @ iter =  89900 , cost =  0.0023533005733
iter  89999  validation
epoch 4, iter 90000, validation error 0.873000 %
epoch 4, iter 90000, train minibatch error 0.000000 %
epoch 4, iter 90000, train buffer error 0.800000 %
training @ iter =  90000 , cost =  0.0287627391517
training @ iter =  90100 , cost =  0.0147509090602
training @ iter =  90200 , cost =  0.0100541552529
training @ iter =  90300 , cost =  0.00287448172458
training @ iter =  90400 , cost =  0.00662685092539
training @ iter =  90500 , cost =  0.0193759743124
training @ iter =  90600 , cost =  0.0164201706648
training @ iter =  90700 , cost =  0.0126390494406
training @ iter =  90800 , cost =  0.0728224888444
training @ iter =  90900 , cost =  0.0504001937807
training @ iter =  91000 , cost =  0.0197430364788
training @ iter =  91100 , cost =  0.0229340549558
--> train minibatch error =  0.14
-->  16 49400 chunk_26_50000.pkl
training @ iter =  91200 , cost =  0.000432369706687
training @ iter =  91300 , cost =  0.0214785858989
training @ iter =  91400 , cost =  0.00275293667801
training @ iter =  91500 , cost =  0.000311202486046
training @ iter =  91600 , cost =  0.0423068515956
training @ iter =  91700 , cost =  0.00470318598673
training @ iter =  91800 , cost =  0.0272464342415
training @ iter =  91900 , cost =  0.0007541719242
iter  91999  validation
epoch 4, iter 92000, validation error 0.697000 %
epoch 4, iter 92000, train minibatch error 2.000000 %
epoch 4, iter 92000, train buffer error 0.900000 %
patience =  183998 0.99 183998
training @ iter =  92000 , cost =  0.00210502301343
training @ iter =  92100 , cost =  0.0115784034133
training @ iter =  92200 , cost =  0.00288411625661
training @ iter =  92300 , cost =  0.0409257039428
training @ iter =  92400 , cost =  0.0536173246801
training @ iter =  92500 , cost =  0.132774546742
training @ iter =  92600 , cost =  0.00817849300802
training @ iter =  92700 , cost =  0.0558698326349
training @ iter =  92800 , cost =  0.00794244743884
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  92900 , cost =  0.0744566917419
training @ iter =  93000 , cost =  0.00213787797838
training @ iter =  93100 , cost =  0.0604956634343
training @ iter =  93200 , cost =  0.00216973782517
training @ iter =  93300 , cost =  0.00295072817244
training @ iter =  93400 , cost =  0.00313590653241
training @ iter =  93500 , cost =  0.0496422611177
training @ iter =  93600 , cost =  0.00734617607668
training @ iter =  93700 , cost =  0.000817439693492
training @ iter =  93800 , cost =  0.00400544097647
training @ iter =  93900 , cost =  0.00231643766165
iter  93999  validation
epoch 4, iter 94000, validation error 0.741000 %
epoch 4, iter 94000, train minibatch error 0.000000 %
epoch 4, iter 94000, train buffer error 0.700000 %
training @ iter =  94000 , cost =  0.0246993545443
--> train minibatch error =  0.24
-->  20 5900 chunk_5_50000.pkl
training @ iter =  94100 , cost =  0.0023423624225
training @ iter =  94200 , cost =  0.0128323622048
training @ iter =  94300 , cost =  0.00579129578546
training @ iter =  94400 , cost =  0.00514251785353
training @ iter =  94500 , cost =  0.00182570831385
training @ iter =  94600 , cost =  0.0127172386274
training @ iter =  94700 , cost =  0.0325576774776
training @ iter =  94800 , cost =  0.0081145092845
training @ iter =  94900 , cost =  0.109009563923
training @ iter =  95000 , cost =  0.0408682115376
training @ iter =  95100 , cost =  0.0367611944675
--> train minibatch error =  0.12
-->  21 12100 chunk_6_50000.pkl
training @ iter =  95200 , cost =  0.011209892109
training @ iter =  95300 , cost =  0.0454286858439
training @ iter =  95400 , cost =  0.0167034976184
training @ iter =  95500 , cost =  0.043522644788
training @ iter =  95600 , cost =  0.000639810052235
training @ iter =  95700 , cost =  0.00278853299096
training @ iter =  95800 , cost =  0.0188899878412
training @ iter =  95900 , cost =  0.00324889994226
iter  95999  validation
epoch 4, iter 96000, validation error 0.724000 %
epoch 4, iter 96000, train minibatch error 0.000000 %
epoch 4, iter 96000, train buffer error 0.500000 %
training @ iter =  96000 , cost =  0.0070168171078
training @ iter =  96100 , cost =  0.0303409602493
training @ iter =  96200 , cost =  0.0126365255564
training @ iter =  96300 , cost =  0.00363031052984
training @ iter =  96400 , cost =  0.0290414690971
training @ iter =  96500 , cost =  0.00693883886561
training @ iter =  96600 , cost =  0.00736629590392
training @ iter =  96700 , cost =  0.00500448327512
training @ iter =  96800 , cost =  0.000716039096005
training @ iter =  96900 , cost =  0.00521388882771
training @ iter =  97000 , cost =  0.01383398287
training @ iter =  97100 , cost =  0.00253161066212
training @ iter =  97200 , cost =  0.0166700165719
training @ iter =  97300 , cost =  0.146909177303
--> train minibatch error =  0.14
-->  23 21400 chunk_8_50000.pkl
training @ iter =  97400 , cost =  0.00215859781019
training @ iter =  97500 , cost =  0.00476346723735
--> train minibatch error =  0.12
-->  23 31850 chunk_8_50000.pkl
training @ iter =  97600 , cost =  0.00491506047547
training @ iter =  97700 , cost =  0.00190386688337
training @ iter =  97800 , cost =  0.0177354309708
training @ iter =  97900 , cost =  0.00540076848119
iter  97999  validation
epoch 4, iter 98000, validation error 0.790000 %
epoch 4, iter 98000, train minibatch error 2.000000 %
epoch 4, iter 98000, train buffer error 0.800000 %
training @ iter =  98000 , cost =  0.00888029206544
training @ iter =  98100 , cost =  0.00793032068759
training @ iter =  98200 , cost =  0.00495683122426
training @ iter =  98300 , cost =  0.0517671965063
training @ iter =  98400 , cost =  0.0274330396205
training @ iter =  98500 , cost =  0.000519839813933
--> train minibatch error =  0.2
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.16
-->  24 34750 chunk_9_50000.pkl
--> train minibatch error =  0.18
