nkerns =  [20 50] (2,)
training @ iter =  17300 , cost =  0.053939986974
training @ iter =  17400 , cost =  0.0437442548573
training @ iter =  17500 , cost =  0.0627282038331
training @ iter =  17600 , cost =  0.151835948229
--> train minibatch error =  0.24
-->  17 32200 chunk_27_50000.pkl
--> train minibatch error =  0.14
-->  17 32250 chunk_27_50000.pkl
--> train minibatch error =  0.16
-->  17 32650 chunk_27_50000.pkl
training @ iter =  17700 , cost =  0.0587456673384
training @ iter =  17800 , cost =  0.0835882201791
--> train minibatch error =  0.14
-->  17 42950 chunk_27_50000.pkl
training @ iter =  17900 , cost =  0.184698715806
iter  17999  validation
epoch 1, iter 18000, validation error 1.374000 %
epoch 1, iter 18000, train minibatch error 2.000000 %
epoch 1, iter 18000, train buffer error 1.500000 %
patience =  50000 0.99 35998
FPR, FNR =  0.0124136709552 0.0150874555642
training @ iter =  18000 , cost =  0.351801693439
training @ iter =  18100 , cost =  0.110572814941
training @ iter =  18200 , cost =  0.0522529445589
training @ iter =  18300 , cost =  0.0306926351041
training @ iter =  18400 , cost =  0.0303569175303
training @ iter =  18500 , cost =  0.0201521012932
training @ iter =  18600 , cost =  0.00815714802593
training @ iter =  18700 , cost =  0.017443921417
ERROR:  /home/ireyes/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  18800 , cost =  0.0173892434686
training @ iter =  18900 , cost =  0.00373406079598
training @ iter =  19000 , cost =  0.0426831692457
--> train minibatch error =  0.14
-->  19 14200 chunk_4_50000.pkl
--> train minibatch error =  0.12
-->  19 14600 chunk_4_50000.pkl
--> train minibatch error =  0.24
-->  19 15250 chunk_4_50000.pkl
--> train minibatch error =  0.16
-->  19 15550 chunk_4_50000.pkl
training @ iter =  19100 , cost =  0.0131410835311
training @ iter =  19200 , cost =  0.083475753665
--> train minibatch error =  0.12
-->  19 28650 chunk_4_50000.pkl
training @ iter =  19300 , cost =  0.0338025316596
training @ iter =  19400 , cost =  0.00480328453705
training @ iter =  19500 , cost =  0.0124987661839
--> train minibatch error =  0.12
-->  19 41400 chunk_4_50000.pkl
--> train minibatch error =  0.12
-->  19 42700 chunk_4_50000.pkl
training @ iter =  19600 , cost =  0.0471919253469
training @ iter =  19700 , cost =  0.0464401729405
training @ iter =  19800 , cost =  0.0739166215062
--> train minibatch error =  0.18
-->  20 4650 chunk_5_50000.pkl
--> train minibatch error =  0.12
-->  20 4700 chunk_5_50000.pkl
--> train minibatch error =  0.3
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.16
-->  20 5950 chunk_5_50000.pkl
training @ iter =  19900 , cost =  0.0290586892515
iter  19999  validation
epoch 1, iter 20000, validation error 1.337000 %
epoch 1, iter 20000, train minibatch error 2.000000 %
epoch 1, iter 20000, train buffer error 1.400000 %
patience =  50000 0.99 39998
FPR, FNR =  0.0174143963978 0.00928877036646
training @ iter =  20000 , cost =  0.0405642874539
training @ iter =  20100 , cost =  0.0819285809994
training @ iter =  20200 , cost =  0.0303859189153
training @ iter =  20300 , cost =  0.056130412966
training @ iter =  20400 , cost =  0.00323020224459
training @ iter =  20500 , cost =  0.011704986915
training @ iter =  20600 , cost =  0.00299713318236
training @ iter =  20700 , cost =  0.00520158512518
training @ iter =  20800 , cost =  0.023130428046
training @ iter =  20900 , cost =  0.00619844067842
--> train minibatch error =  0.12
-->  21 13050 chunk_6_50000.pkl
training @ iter =  21000 , cost =  0.00551379844546
--> train minibatch error =  0.12
-->  21 16750 chunk_6_50000.pkl
training @ iter =  21100 , cost =  0.0272311661392
training @ iter =  21200 , cost =  0.0156006338075
training @ iter =  21300 , cost =  0.00435178354383
training @ iter =  21400 , cost =  0.0104064038023
training @ iter =  21500 , cost =  0.00895784981549
training @ iter =  21600 , cost =  0.00418264139444
training @ iter =  21700 , cost =  0.0326417833567
training @ iter =  21800 , cost =  0.00253732386045
--> train minibatch error =  0.24
-->  22 7650 chunk_7_50000.pkl
--> train minibatch error =  0.12
-->  22 7700 chunk_7_50000.pkl
training @ iter =  21900 , cost =  0.0184291694313
iter  21999  validation
epoch 1, iter 22000, validation error 1.301000 %
epoch 1, iter 22000, train minibatch error 0.000000 %
epoch 1, iter 22000, train buffer error 1.400000 %
patience =  50000 0.99 43998
FPR, FNR =  0.0155588668324 0.0103756472468
training @ iter =  22000 , cost =  0.00644117826596
training @ iter =  22100 , cost =  0.0261038001627
training @ iter =  22200 , cost =  0.0806453302503
training @ iter =  22300 , cost =  0.00286819576286
--> train minibatch error =  0.12
-->  22 32050 chunk_7_50000.pkl
training @ iter =  22400 , cost =  0.0154804997146
training @ iter =  22500 , cost =  0.070902004838
training @ iter =  22600 , cost =  0.006170227658
training @ iter =  22700 , cost =  0.0417591445148
training @ iter =  22800 , cost =  0.0408194251359
training @ iter =  22900 , cost =  0.0184758845717
training @ iter =  23000 , cost =  0.00724736135453
training @ iter =  23100 , cost =  0.288755446672
--> train minibatch error =  0.12
-->  23 21350 chunk_8_50000.pkl
--> train minibatch error =  0.28
-->  23 21400 chunk_8_50000.pkl
training @ iter =  23200 , cost =  0.0397089496255
--> train minibatch error =  0.16
-->  23 25850 chunk_8_50000.pkl
training @ iter =  23300 , cost =  0.0163831878453
--> train minibatch error =  0.12
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.22
-->  23 31900 chunk_8_50000.pkl
--> train minibatch error =  0.24
-->  23 31950 chunk_8_50000.pkl
--> train minibatch error =  0.14
-->  23 32100 chunk_8_50000.pkl
--> train minibatch error =  0.18
-->  23 32300 chunk_8_50000.pkl
training @ iter =  23400 , cost =  0.00724425911903
--> train minibatch error =  0.12
-->  23 34250 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 34300 chunk_8_50000.pkl
training @ iter =  23500 , cost =  0.0177941992879
training @ iter =  23600 , cost =  0.0402187854052
--> train minibatch error =  0.16
-->  23 44900 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 46350 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 47950 chunk_8_50000.pkl
training @ iter =  23700 , cost =  0.00270091299899
training @ iter =  23800 , cost =  0.101053312421
training @ iter =  23900 , cost =  0.0159039068967
iter  23999  validation
epoch 1, iter 24000, validation error 1.300000 %
epoch 1, iter 24000, train minibatch error 2.000000 %
epoch 1, iter 24000, train buffer error 1.900000 %
FPR, FNR =  0.0175834986828 0.00833951966465
training @ iter =  24000 , cost =  0.032210405916
--> train minibatch error =  0.12
-->  24 16450 chunk_9_50000.pkl
training @ iter =  24100 , cost =  0.04767479375
training @ iter =  24200 , cost =  0.0273612365127
training @ iter =  24300 , cost =  0.105955399573
training @ iter =  24400 , cost =  0.00537449494004
--> train minibatch error =  0.28
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.26
-->  24 34750 chunk_9_50000.pkl
--> train minibatch error =  0.22
-->  24 34800 chunk_9_50000.pkl
--> train minibatch error =  0.2
-->  24 34900 chunk_9_50000.pkl
--> train minibatch error =  0.14
-->  24 34950 chunk_9_50000.pkl
--> train minibatch error =  0.14
-->  24 35000 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 35050 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 35100 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 36300 chunk_9_50000.pkl
--> train minibatch error =  0.16
-->  24 36350 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 36400 chunk_9_50000.pkl
training @ iter =  24500 , cost =  0.0126003911719
training @ iter =  24600 , cost =  0.111177615821
training @ iter =  24700 , cost =  0.137760698795
training @ iter =  24800 , cost =  0.0192480292171
training @ iter =  24900 , cost =  0.0444943681359
training @ iter =  25000 , cost =  0.00875668693334
training @ iter =  25100 , cost =  0.0223461873829
training @ iter =  25200 , cost =  0.0137420250103
training @ iter =  25300 , cost =  0.0671531930566
--> train minibatch error =  0.16
-->  0 31200 chunk_10_50000.pkl
training @ iter =  25400 , cost =  0.00294917472638
training @ iter =  25500 , cost =  0.0299415271729
training @ iter =  25600 , cost =  0.154051661491
--> train minibatch error =  0.14
-->  0 46300 chunk_10_50000.pkl
training @ iter =  25700 , cost =  0.0124652516097
training @ iter =  25800 , cost =  0.00494392169639
--> train minibatch error =  0.24
-->  1 5400 chunk_11_50000.pkl
--> train minibatch error =  0.2
-->  1 5450 chunk_11_50000.pkl
--> train minibatch error =  0.12
-->  1 5700 chunk_11_50000.pkl
training @ iter =  25900 , cost =  0.00395581359044
iter  25999  validation
epoch 2, iter 26000, validation error 1.362000 %
epoch 2, iter 26000, train minibatch error 2.000000 %
epoch 2, iter 26000, train buffer error 1.200000 %
training @ iter =  26000 , cost =  0.0116574652493
training @ iter =  26100 , cost =  0.0521782413125
training @ iter =  26200 , cost =  0.0772729292512
training @ iter =  26300 , cost =  0.135742381215
training @ iter =  26400 , cost =  0.0392485894263
training @ iter =  26500 , cost =  0.00527201779187
training @ iter =  26600 , cost =  0.00787806231529
training @ iter =  26700 , cost =  0.0109915360808
training @ iter =  26800 , cost =  0.105593509972
--> train minibatch error =  0.16
-->  2 6500 chunk_12_50000.pkl
--> train minibatch error =  0.18
-->  2 6550 chunk_12_50000.pkl
--> train minibatch error =  0.18
-->  2 6600 chunk_12_50000.pkl
training @ iter =  26900 , cost =  0.0110535230488
training @ iter =  27000 , cost =  0.0187362488359
--> train minibatch error =  0.12
-->  2 18100 chunk_12_50000.pkl
training @ iter =  27100 , cost =  0.145065009594
training @ iter =  27200 , cost =  0.0862595587969
training @ iter =  27300 , cost =  0.00504722911865
training @ iter =  27400 , cost =  0.00493429740891
training @ iter =  27500 , cost =  0.012248005718
training @ iter =  27600 , cost =  0.0588956624269
training @ iter =  27700 , cost =  0.0641855895519
training @ iter =  27800 , cost =  0.0257063508034
training @ iter =  27900 , cost =  0.010595026426
iter  27999  validation
epoch 2, iter 28000, validation error 1.271000 %
epoch 2, iter 28000, train minibatch error 2.000000 %
epoch 2, iter 28000, train buffer error 0.900000 %
patience =  55998 0.99 55998
FPR, FNR =  0.0171100088172 0.00820792994089
training @ iter =  28000 , cost =  0.00466665765271
training @ iter =  28100 , cost =  0.0247299298644
--> train minibatch error =  0.12
-->  3 18900 chunk_13_50000.pkl
training @ iter =  28200 , cost =  0.00531308213249
--> train minibatch error =  0.14
-->  3 27500 chunk_13_50000.pkl
training @ iter =  28300 , cost =  0.00412940559909
training @ iter =  28400 , cost =  0.00357607356273
--> train minibatch error =  0.14
-->  3 34000 chunk_13_50000.pkl
--> train minibatch error =  0.12
-->  3 34800 chunk_13_50000.pkl
training @ iter =  28500 , cost =  0.021099049598
training @ iter =  28600 , cost =  0.00498750759289
--> train minibatch error =  0.12
-->  3 45000 chunk_13_50000.pkl
training @ iter =  28700 , cost =  0.00729271071032
training @ iter =  28800 , cost =  0.122565530241
training @ iter =  28900 , cost =  0.116836830974
training @ iter =  29000 , cost =  0.00894050206989
training @ iter =  29100 , cost =  0.0696199089289
training @ iter =  29200 , cost =  0.094827786088
training @ iter =  29300 , cost =  0.0880740955472
training @ iter =  29400 , cost =  0.00262724934146
training @ iter =  29500 , cost =  0.0384954959154
training @ iter =  29600 , cost =  0.00551776122302
training @ iter =  29700 , cost =  0.00588533980772
training @ iter =  29800 , cost =  0.0239636991173
training @ iter =  29900 , cost =  0.0412229634821
iter  29999  validation
epoch 2, iter 30000, validation error 1.188000 %
epoch 2, iter 30000, train minibatch error 0.000000 %
epoch 2, iter 30000, train buffer error 0.400000 %
patience =  59998 0.99 59998
FPR, FNR =  0.0154317514598 0.0082525907401
training @ iter =  30000 , cost =  0.0119267022237
training @ iter =  30100 , cost =  0.153760164976
training @ iter =  30200 , cost =  0.0208499487489
training @ iter =  30300 , cost =  0.0462387949228
training @ iter =  30400 , cost =  0.018626594916
training @ iter =  30500 , cost =  0.0698475688696
training @ iter =  30600 , cost =  0.00701264152303
training @ iter =  30700 , cost =  0.0549080483615
training @ iter =  30800 , cost =  0.00534208258614
training @ iter =  30900 , cost =  0.00498136272654
training @ iter =  31000 , cost =  0.016376350075
training @ iter =  31100 , cost =  0.00812515709549
training @ iter =  31200 , cost =  0.00453468505293
training @ iter =  31300 , cost =  0.00366939743981
--> train minibatch error =  0.14
-->  6 33250 chunk_16_50000.pkl
training @ iter =  31400 , cost =  0.0612824112177
--> train minibatch error =  0.14
-->  6 37150 chunk_16_50000.pkl
--> train minibatch error =  0.14
-->  6 37200 chunk_16_50000.pkl
--> train minibatch error =  0.12
-->  6 37650 chunk_16_50000.pkl
training @ iter =  31500 , cost =  0.00179759296589
training @ iter =  31600 , cost =  0.183534815907
training @ iter =  31700 , cost =  0.0195294432342
training @ iter =  31800 , cost =  0.0168111827224
training @ iter =  31900 , cost =  0.0624146834016
iter  31999  validation
epoch 2, iter 32000, validation error 1.219000 %
epoch 2, iter 32000, train minibatch error 0.000000 %
epoch 2, iter 32000, train buffer error 0.900000 %
training @ iter =  32000 , cost =  0.0288200099021
training @ iter =  32100 , cost =  0.0498061813414
training @ iter =  32200 , cost =  0.069384381175
training @ iter =  32300 , cost =  0.0310439020395
--> train minibatch error =  0.2
-->  7 33350 chunk_17_50000.pkl
training @ iter =  32400 , cost =  0.141669109464
--> train minibatch error =  0.12
-->  7 34400 chunk_17_50000.pkl
training @ iter =  32500 , cost =  0.0620190799236
training @ iter =  32600 , cost =  0.0168329663575
--> train minibatch error =  0.12
-->  7 47250 chunk_17_50000.pkl
--> train minibatch error =  0.14
-->  7 47350 chunk_17_50000.pkl
training @ iter =  32700 , cost =  0.00165057484992
training @ iter =  32800 , cost =  0.103446438909
--> train minibatch error =  0.2
-->  8 4750 chunk_18_50000.pkl
training @ iter =  32900 , cost =  0.0297319404781
training @ iter =  33000 , cost =  0.0238761119545
training @ iter =  33100 , cost =  0.103989258409
training @ iter =  33200 , cost =  0.022277539596
training @ iter =  33300 , cost =  0.0313484668732
--> train minibatch error =  0.12
-->  8 30300 chunk_18_50000.pkl
--> train minibatch error =  0.28
-->  8 30350 chunk_18_50000.pkl
--> train minibatch error =  0.2
-->  8 33600 chunk_18_50000.pkl
training @ iter =  33400 , cost =  0.0714602917433
training @ iter =  33500 , cost =  0.0305289011449
training @ iter =  33600 , cost =  0.00533929187804
training @ iter =  33700 , cost =  0.0237408168614
training @ iter =  33800 , cost =  0.0390877909958
training @ iter =  33900 , cost =  0.00532566569746
iter  33999  validation
epoch 2, iter 34000, validation error 1.258000 %
epoch 2, iter 34000, train minibatch error 0.000000 %
epoch 2, iter 34000, train buffer error 0.800000 %
training @ iter =  34000 , cost =  0.182501748204
training @ iter =  34100 , cost =  0.134192720056
training @ iter =  34200 , cost =  0.0171616952866
training @ iter =  34300 , cost =  0.00892060715705
--> train minibatch error =  0.12
-->  9 29850 chunk_19_50000.pkl
training @ iter =  34400 , cost =  0.00186503643636
training @ iter =  34500 , cost =  0.0440780557692
training @ iter =  34600 , cost =  0.127300783992
training @ iter =  34700 , cost =  0.0308156292886
--> train minibatch error =  0.12
-->  9 49500 chunk_19_50000.pkl
training @ iter =  34800 , cost =  0.0113834394142
training @ iter =  34900 , cost =  0.0169340390712
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
training @ iter =  35000 , cost =  0.0112770758569
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  35100 , cost =  0.0104901269078
training @ iter =  35200 , cost =  0.0149027453735
--> train minibatch error =  0.12
-->  10 25050 chunk_20_50000.pkl
training @ iter =  35300 , cost =  0.121534146369
training @ iter =  35400 , cost =  0.00672725634649
--> train minibatch error =  0.12
-->  10 36050 chunk_20_50000.pkl
training @ iter =  35500 , cost =  0.00816584192216
training @ iter =  35600 , cost =  0.011256147176
training @ iter =  35700 , cost =  0.00992807373405
training @ iter =  35800 , cost =  0.00135119562037
training @ iter =  35900 , cost =  0.00395697448403
iter  35999  validation
epoch 2, iter 36000, validation error 1.193000 %
epoch 2, iter 36000, train minibatch error 0.000000 %
epoch 2, iter 36000, train buffer error 1.300000 %
training @ iter =  36000 , cost =  0.00624937191606
training @ iter =  36100 , cost =  0.00305418204516
--> train minibatch error =  0.12
-->  11 19350 chunk_21_50000.pkl
training @ iter =  36200 , cost =  0.261314988136
training @ iter =  36300 , cost =  0.0106212543324
--> train minibatch error =  0.12
-->  11 30150 chunk_21_50000.pkl
--> train minibatch error =  0.12
-->  11 31500 chunk_21_50000.pkl
training @ iter =  36400 , cost =  0.00270530278794
training @ iter =  36500 , cost =  0.00768837565556
--> train minibatch error =  0.14
-->  11 41250 chunk_21_50000.pkl
--> train minibatch error =  0.16
-->  11 41300 chunk_21_50000.pkl
training @ iter =  36600 , cost =  0.00783360749483
training @ iter =  36700 , cost =  0.0274826232344
training @ iter =  36800 , cost =  0.0668504536152
training @ iter =  36900 , cost =  0.0237503759563
training @ iter =  37000 , cost =  0.00186128227506
training @ iter =  37100 , cost =  0.00761987967417
training @ iter =  37200 , cost =  0.175693318248
training @ iter =  37300 , cost =  0.0128828920424
training @ iter =  37400 , cost =  0.0132076097652
training @ iter =  37500 , cost =  0.244042888284
training @ iter =  37600 , cost =  0.00197369232774
training @ iter =  37700 , cost =  0.00654903473333
training @ iter =  37800 , cost =  0.0483182631433
--> train minibatch error =  0.12
-->  13 4550 chunk_23_50000.pkl
training @ iter =  37900 , cost =  0.0576459914446
--> train minibatch error =  0.12
-->  13 9800 chunk_23_50000.pkl
iter  37999  validation
epoch 2, iter 38000, validation error 1.284000 %
epoch 2, iter 38000, train minibatch error 0.000000 %
epoch 2, iter 38000, train buffer error 0.900000 %
training @ iter =  38000 , cost =  0.0282661672682
training @ iter =  38100 , cost =  0.00633884919807
training @ iter =  38200 , cost =  0.0918198525906
--> train minibatch error =  0.14
-->  13 23900 chunk_23_50000.pkl
training @ iter =  38300 , cost =  0.0219611953944
training @ iter =  38400 , cost =  0.00934940297157
training @ iter =  38500 , cost =  0.0858335420489
training @ iter =  38600 , cost =  0.0313923172653
training @ iter =  38700 , cost =  0.0318399555981
training @ iter =  38800 , cost =  0.0836242511868
training @ iter =  38900 , cost =  0.124448604882
training @ iter =  39000 , cost =  0.0170721784234
training @ iter =  39100 , cost =  0.0249470323324
training @ iter =  39200 , cost =  0.00367045868188
--> train minibatch error =  0.12
-->  14 28100 chunk_24_50000.pkl
training @ iter =  39300 , cost =  0.0289518330246
--> train minibatch error =  0.12
-->  14 32650 chunk_24_50000.pkl
training @ iter =  39400 , cost =  0.0671497732401
--> train minibatch error =  0.16
-->  14 36450 chunk_24_50000.pkl
training @ iter =  39500 , cost =  0.108479216695
training @ iter =  39600 , cost =  0.0828344747424
training @ iter =  39700 , cost =  0.00250066909939
--> train minibatch error =  0.12
-->  15 1100 chunk_25_50000.pkl
training @ iter =  39800 , cost =  0.0149399554357
training @ iter =  39900 , cost =  0.00681207049638
iter  39999  validation
epoch 2, iter 40000, validation error 1.290000 %
epoch 2, iter 40000, train minibatch error 4.000000 %
epoch 2, iter 40000, train buffer error 0.900000 %
training @ iter =  40000 , cost =  0.0126369735226
training @ iter =  40100 , cost =  0.0122666386887
training @ iter =  40200 , cost =  0.00395247945562
training @ iter =  40300 , cost =  0.00673086522147
training @ iter =  40400 , cost =  0.0787583887577
training @ iter =  40500 , cost =  0.00152779358905
training @ iter =  40600 , cost =  0.008097210899
training @ iter =  40700 , cost =  0.00918525643647
training @ iter =  40800 , cost =  0.0154168428853
training @ iter =  40900 , cost =  0.0018487770576
training @ iter =  41000 , cost =  0.0126585708931
training @ iter =  41100 , cost =  0.0256226006895
training @ iter =  41200 , cost =  0.00324308872223
training @ iter =  41300 , cost =  0.00286303530447
training @ iter =  41400 , cost =  0.0150491818786
--> train minibatch error =  0.14
-->  16 36900 chunk_26_50000.pkl
training @ iter =  41500 , cost =  0.00305152777582
--> train minibatch error =  0.14
-->  16 41600 chunk_26_50000.pkl
training @ iter =  41600 , cost =  0.0419669374824
training @ iter =  41700 , cost =  0.0187425967306
--> train minibatch error =  0.16
-->  16 49400 chunk_26_50000.pkl
training @ iter =  41800 , cost =  0.00363767077215
training @ iter =  41900 , cost =  0.00993762537837
iter  41999  validation
epoch 2, iter 42000, validation error 1.128000 %
epoch 2, iter 42000, train minibatch error 0.000000 %
epoch 2, iter 42000, train buffer error 0.900000 %
patience =  83998 0.99 83998
FPR, FNR =  0.0142673196476 0.00827407427691
training @ iter =  42000 , cost =  0.00119523878675
training @ iter =  42100 , cost =  0.00908874813467
training @ iter =  42200 , cost =  0.0091671384871
training @ iter =  42300 , cost =  0.00371513538994
--> train minibatch error =  0.18
-->  17 32200 chunk_27_50000.pkl
training @ iter =  42400 , cost =  0.03137454018
training @ iter =  42500 , cost =  0.0430198088288
training @ iter =  42600 , cost =  0.0161997172982
training @ iter =  42700 , cost =  0.0128017254174
training @ iter =  42800 , cost =  0.0409257896245
training @ iter =  42900 , cost =  0.0678048431873
training @ iter =  43000 , cost =  0.0184713695198
training @ iter =  43100 , cost =  0.00650545582175
training @ iter =  43200 , cost =  0.0257872343063
training @ iter =  43300 , cost =  0.00514551857486
training @ iter =  43400 , cost =  0.0029340761248
ERROR:  /home/ireyes/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  43500 , cost =  0.00394060555845
--> train minibatch error =  0.12
-->  19 6150 chunk_4_50000.pkl
training @ iter =  43600 , cost =  0.0368114411831
training @ iter =  43700 , cost =  0.0173716600984
--> train minibatch error =  0.16
-->  19 15550 chunk_4_50000.pkl
training @ iter =  43800 , cost =  0.0216538049281
training @ iter =  43900 , cost =  0.00348659255542
iter  43999  validation
epoch 2, iter 44000, validation error 1.227000 %
epoch 2, iter 44000, train minibatch error 0.000000 %
epoch 2, iter 44000, train buffer error 1.200000 %
training @ iter =  44000 , cost =  0.0668129697442
--> train minibatch error =  0.12
-->  19 28650 chunk_4_50000.pkl
training @ iter =  44100 , cost =  0.0141052184626
training @ iter =  44200 , cost =  0.12340220809
training @ iter =  44300 , cost =  0.257003724575
training @ iter =  44400 , cost =  0.0117291882634
training @ iter =  44500 , cost =  0.036351274699
--> train minibatch error =  0.28
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.16
-->  20 5950 chunk_5_50000.pkl
training @ iter =  44600 , cost =  0.0347463265061
training @ iter =  44700 , cost =  0.0716932266951
training @ iter =  44800 , cost =  0.0610461756587
training @ iter =  44900 , cost =  0.00811440125108
training @ iter =  45000 , cost =  0.043692778796
training @ iter =  45100 , cost =  0.0189610831439
training @ iter =  45200 , cost =  0.00136072398163
training @ iter =  45300 , cost =  0.0276206824929
training @ iter =  45400 , cost =  0.212413296103
training @ iter =  45500 , cost =  0.0425304509699
training @ iter =  45600 , cost =  0.147124394774
training @ iter =  45700 , cost =  0.0568851679564
--> train minibatch error =  0.12
-->  21 13050 chunk_6_50000.pkl
training @ iter =  45800 , cost =  0.0990948304534
training @ iter =  45900 , cost =  0.00222405232489
iter  45999  validation
epoch 2, iter 46000, validation error 1.222000 %
epoch 2, iter 46000, train minibatch error 0.000000 %
epoch 2, iter 46000, train buffer error 1.200000 %
training @ iter =  46000 , cost =  0.00765968905762
training @ iter =  46100 , cost =  0.0601141937077
training @ iter =  46200 , cost =  0.0142239145935
training @ iter =  46300 , cost =  0.0244833640754
training @ iter =  46400 , cost =  0.0216079764068
training @ iter =  46500 , cost =  0.220549881458
--> train minibatch error =  0.16
-->  22 7650 chunk_7_50000.pkl
training @ iter =  46600 , cost =  0.262755304575
training @ iter =  46700 , cost =  0.0976163744926
training @ iter =  46800 , cost =  0.122137181461
training @ iter =  46900 , cost =  0.0153155019507
training @ iter =  47000 , cost =  0.0284332856536
--> train minibatch error =  0.12
-->  22 32050 chunk_7_50000.pkl
training @ iter =  47100 , cost =  0.0633493512869
training @ iter =  47200 , cost =  0.00771081633866
training @ iter =  47300 , cost =  0.00611056433991
training @ iter =  47400 , cost =  0.015890352428
training @ iter =  47500 , cost =  0.0052179787308
training @ iter =  47600 , cost =  0.00899178721011
training @ iter =  47700 , cost =  0.305199801922
training @ iter =  47800 , cost =  0.0106794182211
--> train minibatch error =  0.22
-->  23 21400 chunk_8_50000.pkl
training @ iter =  47900 , cost =  0.0285322479904
iter  47999  validation
epoch 2, iter 48000, validation error 1.154000 %
epoch 2, iter 48000, train minibatch error 0.000000 %
epoch 2, iter 48000, train buffer error 0.800000 %
training @ iter =  48000 , cost =  0.00265536666848
--> train minibatch error =  0.12
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.14
-->  23 31900 chunk_8_50000.pkl
--> train minibatch error =  0.18
-->  23 31950 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 32100 chunk_8_50000.pkl
--> train minibatch error =  0.16
-->  23 32300 chunk_8_50000.pkl
training @ iter =  48100 , cost =  0.0103051923215
--> train minibatch error =  0.12
-->  23 34250 chunk_8_50000.pkl
training @ iter =  48200 , cost =  0.00580859417096
training @ iter =  48300 , cost =  0.0217205341905
--> train minibatch error =  0.12
-->  23 44900 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 46350 chunk_8_50000.pkl
training @ iter =  48400 , cost =  0.00255700480193
training @ iter =  48500 , cost =  0.0117686651647
training @ iter =  48600 , cost =  0.0532061755657
training @ iter =  48700 , cost =  0.0185932144523
--> train minibatch error =  0.12
-->  24 16450 chunk_9_50000.pkl
--> train minibatch error =  0.14
-->  24 16950 chunk_9_50000.pkl
training @ iter =  48800 , cost =  0.0607834346592
training @ iter =  48900 , cost =  0.00947653036565
training @ iter =  49000 , cost =  0.0203518494964
training @ iter =  49100 , cost =  0.0143753765151
--> train minibatch error =  0.26
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.32
-->  24 34750 chunk_9_50000.pkl
--> train minibatch error =  0.2
-->  24 34800 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 35000 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 35050 chunk_9_50000.pkl
--> train minibatch error =  0.14
-->  24 35100 chunk_9_50000.pkl
--> train minibatch error =  0.18
-->  24 35150 chunk_9_50000.pkl
--> train minibatch error =  0.14
-->  24 35200 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 36350 chunk_9_50000.pkl
training @ iter =  49200 , cost =  0.0193567033857
training @ iter =  49300 , cost =  0.0914933979511
training @ iter =  49400 , cost =  0.0501800775528
training @ iter =  49500 , cost =  0.0305810831487
training @ iter =  49600 , cost =  0.00289827375673
training @ iter =  49700 , cost =  0.0383874848485
training @ iter =  49800 , cost =  0.00413878448308
training @ iter =  49900 , cost =  0.0142919989303
Learning rate:  0.05
iter  49999  validation
epoch 3, iter 50000, validation error 1.217000 %
epoch 3, iter 50000, train minibatch error 0.000000 %
epoch 3, iter 50000, train buffer error 1.100000 %
training @ iter =  50000 , cost =  0.0305445529521
training @ iter =  50100 , cost =  0.0064022927545
training @ iter =  50200 , cost =  0.0437459200621
training @ iter =  50300 , cost =  0.00460671354085
training @ iter =  50400 , cost =  0.223098024726
training @ iter =  50500 , cost =  0.00911990646273
--> train minibatch error =  0.26
-->  1 5400 chunk_11_50000.pkl
--> train minibatch error =  0.22
-->  1 5450 chunk_11_50000.pkl
training @ iter =  50600 , cost =  0.126922696829
training @ iter =  50700 , cost =  0.0318902730942
training @ iter =  50800 , cost =  0.0663572996855
training @ iter =  50900 , cost =  0.00587121257558
training @ iter =  51000 , cost =  0.0110014174134
training @ iter =  51100 , cost =  0.0285689011216
training @ iter =  51200 , cost =  0.00610300945118
training @ iter =  51300 , cost =  0.0199235249311
training @ iter =  51400 , cost =  0.011289332062
training @ iter =  51500 , cost =  0.00367203820497
--> train minibatch error =  0.14
-->  2 6500 chunk_12_50000.pkl
--> train minibatch error =  0.16
